"Date","S65E_PHOSPHATE_Ld_mg","S65E_S_FLOW_cfd"
"2009-07-22",854350272.720118,9388464.53538591
"2009-07-29",635045748.646118,9769934.59455566
"2009-08-04",280045214.776903,9656731.54403113
"2009-08-05",591870858.721332,9247982.16752081
"2009-08-12",579786879.577876,8784649.69057388
"2009-08-18",125639874.793259,4052899.18687933
"2009-08-19",292248537.875504,4428008.14962885
"2009-08-26",452645345.645845,5263317.97262611
"2009-08-27",303079332.092665,4457049.00136272
"2009-09-02",210726854.674638,4131899.11126742
"2009-09-08",470192797.107366,8248996.4404801
"2009-09-09",768122503.593038,7246438.71314187
"2009-09-16",542170927.348969,7228945.69798625
"2009-09-22",267086584.875666,6937313.89287445
"2009-09-30",225088008.473513,4092509.24497296
"2009-10-07",31049832.7779083,757312.99458313
"2009-10-14",10235322.1949614,200692.592058067
"2009-10-21",27359385.6029526,458537.188876301
"2009-10-28",12335438.1780984,128494.147688525
"2009-11-03",59080346.6742019,720492.032612218
"2009-11-09",7572395.97316741,168275.466070387
"2009-11-10",13341127.5221358,171040.096437638
"2009-11-17",13253784.775135,174391.904935987
"2009-11-18",23889672.5514046,575654.76027481
"2009-11-25",12676686.535288,181095.521932685
"2009-11-30",13729790.5134115,386754.662349619
"2009-12-02",19084904.0005325,302934.984135437
"2009-12-09",40833248.0037238,648146.793709901
"2009-12-16",34812568.1050036,1099344.25594748
"2009-12-22",33672512.8319667,601294.871999405
"2009-12-28",4846421.49954681,161547.383318227
"2009-12-30",51826421.4398885,942298.571634336
"2010-01-06",9906869.42787873,173804.72680489
"2010-01-11",48318007.6408248,710558.935894483
"2010-01-12",7012081.24156753,125215.736456563
"2010-01-20",57736834.1787396,995462.658254131
"2010-01-25",66823317.8944529,1214969.41626278
"2010-01-27",82602213.2908627,1424176.09122177
"2010-02-03",129365617.898096,2156093.63163493
"2010-02-08",207487246.13084,3007061.53812812
"2010-02-11",203567318.324899,2714230.91099866
"2010-02-17",412505090.165594,5463643.57835224
"2010-02-24",328299905.042591,6194337.83099228
"2010-02-25",389536051.759362,5992862.33475942
"2010-03-02",305877627.339433,4498200.40205048
"2010-03-09",195167001.186884,3423982.47696288
"2010-03-15",709298000.21686,12576205.6776039
"2010-03-17",1005486278.26708,14364089.6895297
"2010-03-24",562098970.214246,7595932.02992225
"2010-03-29",1380647353.07573,14088238.2966911
"2010-03-31",1438914066.58627,16539242.1446698
"2010-04-07",1506126389.99258,13328552.1238281
"2010-04-12",508745078.263575,10710422.7002858
"2010-04-14",580554394.792487,8176822.46186602
"2010-04-21",645639200.569538,8277425.64832741
"2010-04-26",790296502.809764,7250426.63128224
"2010-04-28",599258538.240758,6375090.83234849
"2010-05-06",763850244.442683,8582587.01620992
"2010-05-10",252338040.3048,7009390.00846668
"2010-05-12",476440029.901668,7111045.22241295
"2010-05-20",300797044.094355,5277141.12446237
"2010-05-24",350019232.659804,5469050.51030943
"2010-05-26",336074681.744943,5420559.38298296
"2010-05-27",297472123.461259,5128829.7148493
"2010-06-02",191510006.854897,3613396.35575278
"2010-06-07",198622911.474725,4413842.47721612
"2010-06-09",150953588.874231,3870604.84292899
"2010-06-16",77938404.190087,906260.513838221
"2010-06-21",56944975.5374435,1116568.14779301
"2010-06-23",60601309.2940328,712956.579929798
"2010-06-29",35499003.8060121,259116.816102278
"2010-07-07",391577767.98421,4399750.20206978
"2010-07-08",342835255.020357,6177211.8021686
"2010-07-14",583627269.212809,4110051.1916395
"2010-07-19",274222120.319297,1466428.45090533
"2010-07-21",230640634.004483,1182772.48207427
"2010-07-28",105933051.288873,605331.721650701
"2010-08-02",54199722.0485185,416920.938834758
"2010-08-05",71464349.3768931,529365.550939949
"2010-08-11",85385315.3034878,729789.01968793
"2010-08-16",137064110.374917,1269112.13310108
"2010-08-18",87210631.921271,872106.31921271
"2010-08-19",147256054.785443,1326631.12419318
"2010-08-25",378086445.189291,4109635.27379664
"2010-09-01",359051133.27508,4663001.7308452
"2010-09-08",182230732.98614,2429743.10648187
"2010-09-14",87456659.5582011,1130905.08049398
"2010-09-15",184921207.648585,2032101.18295148
"2010-09-22",140877245.158264,1482918.37008699
"2010-09-27",130192364.70668,1228229.8557234
"2010-09-29",152837329.716058,1498405.19329469
"2010-10-06",49120386.5569697,496165.520777472
"2010-10-11",59712101.4117519,933001.584558624
"2010-10-13",2933028.1620989,32955.3726078528
"2010-10-26",25297395.4220779,468470.285594035
"2010-10-27",18038258.981851,273306.95427047
"2010-11-04",14138295.2323672,277221.475144454
"2010-11-09",10002432.6687148,185230.23460583
"2010-11-10",22814953.07833,422499.131080186
"2010-11-17",9203356.6295574,187823.604684845
"2010-11-29",10354959.7391726,252559.993638355
"2010-11-30",12078327.553944,280891.338463814
"2010-12-08",3620736.0823915,69629.5400459904
"2010-12-09",28209505.3632564,641125.121892192
"2010-12-22",15426453.9560957,354631.125427488
"2010-12-29",47949895.8841376,826722.342829959
"2011-01-05",22612621.280656,332538.548244941
"2011-01-10",8457469.14277521,222564.977441453
"2011-01-12",20199050.0385347,367255.455246086
"2011-01-19",30319432.1143338,551262.402078797
"2011-01-24",1901576.37755958,52821.5660433216
"2011-01-26",47012368.1348186,1022008.00293084
"2011-02-02",12183065.4530786,238883.636334874
"2011-02-07",25531532.7018531,654654.684662899
"2011-02-09",25149769.0536178,584878.350084134
"2011-02-16",20613744.5936224,433973.570392051
"2011-02-17",25223313.1145377,573257.116239494
"2011-02-23",9609598.26613284,202307.331918586
"2011-03-03",10023204.0951024,196533.413629459
"2011-03-09",13272207.4889982,251605.829175322
"2011-03-17",12715317.9631631,189780.865121837
"2011-03-23",5918706.62995287,122035.188246451
"2011-03-30",55867307.9408356,1015769.23528792
"2011-04-06",138963656.094772,2074084.41932496
"2011-04-13",146207354.643302,2284489.9163016
"2011-04-20",143166163.376304,1883765.30758295
"2011-04-27",159134227.993949,2411124.66657498
"2011-05-04",133452304.293269,1934091.36656911
"2011-05-11",91970542.5095027,1585699.00878453
"2011-05-18",88638453.4100568,1541538.3201749
"2011-05-25",43195172.0360639,815003.245963469
"2011-06-01",14584624.0092677,251459.034642547
"2011-06-08",6469858.93613211,139136.751314669
"2011-06-22",27156.988563264,733.972663872
"2011-07-06",98039052.960152,2063980.06231899
"2011-07-13",199692627.700808,1920121.42020008
"2011-07-20",967417844.12377,3643758.35828162
"2011-07-27",327264783.394733,1244352.78857313
"2011-08-03",442073007.669389,1740444.91208421
"2011-08-10",500744604.96708,2245491.50209453
"2011-08-17",234592856.607634,1325383.3706646
"2011-08-24",253595702.464345,1798551.08130741
"2011-08-31",115437752.62846,1166037.90533798
"2011-09-07",271860734.533577,3161171.33178578
"2011-09-14",359209120.890979,5095164.83533304
"2011-09-21",258243388.632271,2582433.88632271
"2011-09-28",340802884.714096,3550030.04910517
"2011-10-05",251497201.221068,4931317.67100134
"2011-10-12",7653395239.0919,49859252.3719342
"2011-10-19",5973841775.69574,41629559.4125139
"2011-10-26",1730977092.87098,26836854.1530385
"2011-11-02",1007638065.92575,13803261.1770651
"2011-11-07",691380230.187508,8133885.0610295
"2011-11-09",574247367.691835,6755851.38460982
"2011-11-16",295492745.981329,4161869.66170886
"2011-11-22",230988292.389602,2923902.43531142
"2011-11-23",211587119.568208,2980100.27560856
"2011-11-30",89457469.0399159,1132373.02582172
"2011-12-07",85657839.3535833,1232486.89717386
"2011-12-14",92726289.6957363,1626777.0122059
"2011-12-21",80720111.6546512,1537525.93627907
"2011-12-28",37055368.3739973,903789.472536519
"2012-01-04",52340128.9073326,1137828.88928984
"2012-01-11",47086792.9629351,941735.859258701
"2012-01-18",58776433.0598478,1277748.5447793
"2012-01-25",96958718.5961989,2107798.23035215
"2012-02-01",62683663.1387043,1628147.0945118
"2012-02-08",66480308.0028704,1796765.08115866
"2012-02-15",100529018.523705,2209428.97854296
"2012-02-22",88179867.2896693,2004087.89294703
"2012-02-29",64577850.8581141,1793829.19050317
"2012-03-07",64138568.2187868,1425301.51597304
"2012-03-14",64441013.8878129,1371085.40186836
"2012-03-21",45781153.4569286,995242.46645497
"2012-03-28",5821773.30681087,115282.639738829
"2012-04-11",1631621.23178746,28624.933891008
"2012-04-18",4572135.91505785,59378.3885072448
"2012-04-25",67501997.9509798,1054718.71798406
"2012-05-02",51636444.8487229,860607.414145382
"2012-05-09",17359921.4459005,385776.032131123
"2012-05-16",19925767.5500197,419489.84315831
"2012-05-23",88224297.1015892,1917919.50220846
"2012-05-30",106755443.192986,1906347.19987475
"2012-06-06",17422382.519596,341615.343521491
"2012-06-13",15424386.5997591,275435.474995699
"2012-06-20",17882583.3798438,337407.233581958
"2012-06-27",267400382.655227,3613518.68453009
"2012-07-03",217112441.316081,2359917.84039218
"2012-07-11",117360430.720106,717800.799511354
"2012-07-18",322363240.548128,1842075.66027502
"2012-07-25",178072300.763074,1199140.07247861
"2012-08-01",55599603.6445661,452029.297923302
"2012-08-08",42995074.7773889,414743.486598605
"2012-08-15",55316094.4702679,531885.523752576
"2012-08-22",137056183.470147,1317847.91798218
"2012-08-29",4769991164.52343,29444389.9044656
"2012-09-05",4013829919.84444,16971796.701245
"2012-09-12",3190316114.04886,14370793.3065264
"2012-09-19",1188364118.25232,9036989.49241308
"2012-09-26",2201709910.3658,15184206.2783848
"2012-10-03",1146665822.29983,10330322.7234219
"2012-10-10",1853238650.51985,14255681.9270758
"2012-10-17",683524643.094863,6668533.10336452
"2012-10-24",440858478.636726,3867179.63716426
"2012-10-31",237802421.203723,1815285.65804369
"2012-11-07",244753240.193613,2245442.57058361
"2012-11-14",87998209.0553612,1113901.38044761
"2012-11-21",38767995.7221207,490734.123064819
"2012-11-28",129239178.873866,1557098.54064899
"2012-12-05",12333676.6437051,205561.277395085
"2012-12-12",92302347.0850838,1619339.42254533
"2012-12-19",159517435.121756,2112813.71022194
"2012-12-26",80208532.707932,1002606.65884915
"2013-01-02",61011551.0816264,835774.672351046
"2013-01-09",73052764.0845342,1000722.79567855
"2013-01-16",31665342.2538314,494770.972716115
"2013-01-23",42887490.6953687,649810.465081344
"2013-01-30",39831057.2627175,594493.391980858
"2013-02-06",16479215.4136428,263667.446618285
"2013-02-13",33412600.8788119,602028.844663277
"2013-02-20",12960929.6822501,341077.096901318
"2013-02-27",26171630.2620158,513169.22082384
"2013-03-06",33390618.3975289,477008.834250413
"2013-03-13",19454447.0039143,363634.523437651
"2013-03-27",31681196.063371,704026.579186022
"2013-04-03",20243333.0559217,449851.845687149
"2013-04-10",22891176.1394731,526233.934240762
"2013-04-17",22884631.549887,558161.745119194
"2013-04-24",25842137.700326,544045.004217389
"2013-05-01",37772728.7899103,662679.452454566
"2013-05-08",88628226.7242736,1726523.89722611
"2013-05-15",117480912.332881,2061068.63741896
"2013-05-22",103185681.5121,1826295.24800177
"2013-05-29",67306565.4963466,1140789.24570079
"2013-06-05",42758739.6572478,881623.498087584
"2013-06-12",407012601.461552,4732704.66815758
"2013-06-19",661415673.856157,3187545.41617425
"2013-06-26",988765108.764789,5231561.42203592
"2013-07-02",1540326592.47124,10733983.2227961
"2013-07-10",2769473363.54499,12308770.5046444
"2013-07-17",2518945593.41836,15942693.6292301
"2013-07-24",2381285986.55549,18317584.5119653
"2013-07-31",2887312112.01726,23006471.0120897
"2013-08-07",1651086199.06622,16762296.4372205
"2013-08-14",892660734.349335,11823320.9847594
"2013-08-21",514545468.500111,6770335.11184357
"2013-08-28",717015791.281587,7879294.40968777
"2013-09-04",530540690.106319,7368620.6959211
"2013-09-11",669220274.314417,6725831.90265746
"2013-09-18",594484168.391048,7339310.72087714
"2013-09-25",625981541.000753,4302278.63230758
"2013-10-02",709253051.730922,6953461.29147963
"2013-10-09",189203620.087457,2090647.73577301
"2013-10-16",77868407.6637091,786549.572360698
"2013-10-23",60770441.0615445,764408.063667226
"2013-10-30",38744068.2132785,717482.744690342
"2013-11-04",61355466.2061613,645847.012696435
"2013-11-06",54404683.9149048,701995.921482643
"2013-11-13",44709333.1758763,667303.48023696
"2013-11-20",44731633.7119803,805975.382197843
"2013-11-27",28923098.0528283,781705.352779142
"2013-12-04",20995312.515814,488263.081763117
"2013-12-11",20719069.6708881,591973.41916823
"2013-12-18",30017304.5001287,612598.051023034
"2013-12-26",25193464.8928736,524863.851934867
"2013-12-30",27784486.2593636,604010.570855731
"2014-01-08",30436769.8775315,691744.769943898
"2014-01-15",27292749.0403248,634715.093961043
"2014-01-22",33108038.9219382,613111.831887744
"2014-01-29",50513943.7552303,894052.101862483
"2014-02-03",61003991.1631883,1297957.25879124
"2014-02-05",144158616.746637,2529098.53941468
"2014-02-12",219752981.371627,3924160.38163619
"2014-02-19",179002721.210431,3314865.20760058
"2014-02-26",202962708.343035,3411137.95534512
"2014-03-05",172388893.53628,2462698.47908972
"2014-03-12",103537976.157881,1458281.35433635
"2014-03-19",315088959.805271,2693068.03252368
"2014-03-26",158741797.276332,2602324.54551364
"2014-04-02",202883696.185769,2940343.42298216
"2014-04-09",157276836.770754,3114392.80734167
"2014-04-16",155791716.482676,3179422.78536073
"2014-04-23",169647101.951754,2758489.46263014
"2014-04-30",75446909.5168179,1178857.96120028
"2014-05-05",155085120.999166,2385924.93844871
"2014-05-07",179168599.032466,2986143.31720777
"2014-05-14",218406655.314286,3360102.38945055
"2014-05-21",183856555.833883,2589528.9554068
"2014-05-28",83298557.6228333,1067930.22593376
"2014-06-04",47137632.8027859,604328.625676742
"2014-06-11",129198565.719798,1468165.51954316
"2014-06-18",255114035.015464,3424349.46329482
"2014-06-25",283197920.957298,3630742.57637562
"2014-07-01",806752659.248884,4360825.1851291
"2014-07-09",767009507.445542,4648542.46936692
"2014-07-16",1017048500.70954,6966085.62129823
"2014-07-23",1409534682.19407,9856885.88946902
"2014-07-30",1070966621.91269,8636827.59607006
"2014-08-07",890191283.321739,7740793.76801512
"2014-08-13",804509761.116868,7414836.50798957
"2014-08-18",1136869146.63456,12094352.6237719
"2014-08-20",916671769.28071,12061470.6484304
"2014-08-27",507797274.896961,6552222.90189627
"2014-09-03",164531814.032553,2006485.53698235
"2014-09-10",404742081.491619,3818321.52350584
"2014-09-17",335691278.891092,3771812.12237182
"2014-09-24",593833868.610857,6825676.65069951
"2014-10-01",2510457444.21823,23031719.6717269
"2014-10-08",868938383.099539,12502710.5481948
"2014-10-15",313383745.581052,5311588.90815343
"2014-10-22",168434102.028806,1936024.16125064
"2014-10-30",276965025.095698,2288967.14955122
"2014-11-03",103813093.578056,1221330.51268301
"2014-11-05",91525583.8149082,1070474.66450185
"2014-11-12",49175777.0273366,599704.597894349
"2014-11-19",46989443.7219501,739991.23971575
"2014-11-26",265566967.872386,3319587.09840482
"2014-12-03",267690778.939688,4086882.12121661
"2014-12-10",292593064.643926,4644334.35942739
"2014-12-17",232251642.837292,3903388.95524861
"2014-12-23",220641993.527864,4502897.82709926
"2014-12-30",199610398.296699,3766233.93012639
"2015-01-07",152920904.736718,2466466.20543093
"2015-01-14",205131157.181178,3180328.01831284
"2015-01-21",260993094.88869,4745328.99797618
"2015-01-28",391279958.575844,7597669.09856008
"2015-02-02",282697204.806005,7439400.12647382
"2015-02-04",302703024.307898,7039605.21646274
"2015-02-11",317340029.499611,9916875.92186283
"2015-02-18",491358880.596308,13648857.7943419
"2015-02-25",336193206.097281,8511220.4075261
"2015-03-04",650305529.643124,15123384.4103052
"2015-03-11",712247550.103619,11216496.8520255
"2015-03-18",291936550.561848,5033388.80279048
"2015-03-25",214140121.150709,2710634.44494568
"2015-04-01",189917897.818182,2466466.20543093
"2015-04-08",142999343.622684,2723797.02138445
"2015-04-15",173210208.947154,3464204.17894307
"2015-04-22",302614213.615569,5172892.54043708
"2015-04-29",672173878.176859,10341136.5873363
"2015-05-04",379833495.85535,7033953.62695093
"2015-05-06",337125192.352988,6020092.72058907
"2015-05-13",59388076.9464079,1164472.09698839
"2015-05-20",66801739.0981351,1077447.40480863
"2015-05-27",39975087.1651246,540203.880609792
"2015-06-03",67086630.5876175,1073386.08940188
"2015-06-10",105136519.688284,1297981.72454671
"2015-06-17",62543033.9763062,1078328.17200528
"2015-06-24",45614786.3197843,691133.126057338
"2015-07-01",66174486.0595905,1272586.27037674
"2015-07-08",113209827.538788,1855898.81211128
"2015-07-15",139104419.818825,1842442.64660696
"2015-07-22",76110176.1474034,1028515.89388383
"2015-07-29",119888073.547071,1498600.91933839
"2015-08-03",121466604.089505,1687036.16790979
"2015-08-05",164952429.300463,2088005.43418307
"2015-08-12",262775853.324846,3254190.13405382
"2015-08-19",377131424.424816,4436840.28735078
"2015-08-26",991078786.327356,7992570.85747868
"2015-09-02",1477701585.98125,12522894.7964513
"2015-09-09",1022361924.54935,14924991.5992606
"2015-09-16",823874039.579028,13731233.9929838
"2015-09-23",948310774.14879,12902187.4033849
"2015-09-30",764041688.979172,10187222.5197223
"2015-10-07",613738766.871468,7220456.0808408
"2015-10-14",394266114.12593,5714001.65399898
"2015-10-21",240592716.148455,3759261.18981961
"2015-10-26",208611472.060093,4346072.33458527
"2015-10-28",263771670.736555,4976823.97616141
"2015-11-04",186886957.702723,3222188.92590901
"2015-11-12",115360318.512422,1538137.58016563
"2015-11-18",96206017.39652,1241367.96640671
"2015-11-25",305718208.47684,2804754.20620954
"2015-12-02",207251665.371493,1444262.4764564
"2015-12-09",444005655.556387,2566506.67951669
"2015-12-17",224718074.018044,1565979.60988184
"2015-12-21",152402157.323649,1009285.81009039
"2015-12-23",189313189.973295,1473254.39667934
"2015-12-30",161495638.245424,1404309.8977863
"2016-01-04",125427609.898867,1140250.99908061
"2016-01-07",130522848.131467,1273393.640307
"2016-01-14",182430251.221936,1890468.92457965
"2016-01-20",1102485658.94885,6890535.36843034
"2016-01-21",788935864.285478,6092168.8361813
"2016-01-27",804177883.14402,7769834.61974899
"2016-02-01",1960774795.96964,9611641.15671393
"2016-02-04",1411565266.50018,8740342.20743148
"2016-02-11",1115637605.01688,11100871.6917102
"2016-02-15",519999081.118724,8666651.35197873
"2016-02-18",754766598.754603,7021084.6395777
"2016-02-24",1031408749.27546,7873349.23111041
"2016-02-29",828808782.455792,8544420.43768858
"2016-03-03",553831844.64897,5510764.62337283
"2016-03-10",279264855.040674,3447714.25976141
"2016-03-14",101093724.85841,1347916.33144547
"2016-03-17",132266730.482194,1461510.83405739
"2016-03-24",138507785.673241,1344735.78323535
"2016-03-28",414911444.009854,3951537.56199861
"2016-03-31",556286347.099979,5647577.12791857
"2016-04-07",1179010431.78833,11018789.0821339
"2016-04-11",721385986.851059,8905999.83766739
"2016-04-14",484088257.483891,6411764.99978663
"2016-04-22",387135214.942959,4581481.83364449
"2016-04-25",327461659.328938,4678023.70469912
"2016-04-28",322746203.018382,3960076.11065499
"2016-05-05",329303624.893314,3377473.07582886
"2016-05-09",315242237.763242,3940527.97204053
"2016-05-12",273543611.523058,3721681.78942936
"2016-05-19",451761826.05171,5682538.69247434
"2016-05-23",3507603199.65365,20275163.0037783
"2016-05-26",2746952880.2994,18435925.3711369
"2016-06-02",1526768416.99952,12362497.3036398
"2016-06-06",974582848.569855,8780025.66279149
"2016-06-08",959860188.768269,8686517.5454142
"2016-06-16",2177931251.1798,17999431.8279322
"2016-06-20",1480252581.37181,12651731.4647163
"2016-06-22",1276996675.41531,11452884.9813032
"2016-06-30",679593730.164719,7635884.60859235
"2016-07-06",423096682.691599,4598876.98577825
"2016-07-07",463771392.599927,4524598.95219441
"2016-07-14",423064975.07252,3180939.6621994
"2016-07-18",347542025.987725,2996051.94817004
"2016-07-21",363368874.26484,2488827.90592356
"2016-07-28",192101931.342555,2955414.328347
"2016-08-01",200663110.822735,2254641.69463747
"2016-08-04",229699876.775442,2767468.39488484
"2016-08-11",216312349.948071,2720910.06223989
"2016-08-15",213264565.159976,2699551.45772122
"2016-08-18",216373673.364138,2575877.06385878
"2016-08-25",175058939.292914,2109143.84690258
"2016-08-29",279255509.122088,2970803.28853285
"2016-09-01",496797226.583511,5844673.25392366
"2016-09-08",1229076065.04046,8938735.01847608
"2016-09-12",1909722984.81344,13170503.343541
"2016-09-15",1658945321.46053,12761117.8573887
"2016-09-21",1670687073.61657,15051234.8974466
"2016-09-26",1221816157.92894,12998044.2332866
"2016-09-29",1328186094.2131,12589441.651309
"2016-10-10",1236182009.15286,10132639.4192857
"2016-10-13",927192068.5953,8830400.65328857
"2016-10-20",513529393.442879,5492292.97799871
"2016-10-24",352854226.539764,4102956.1225554
"2016-10-27",239430397.037947,3069620.47484548
"2016-11-03",193437223.344182,2198150.26527479
"2016-11-07",160677503.382762,2201061.69017482
"2016-11-10",159577070.400696,2085974.77647969
"2016-11-17",127207615.937535,1957040.24519284
"2016-11-21",114869168.471514,1980502.90468128
"2016-11-23",115720870.350671,1961370.68390968
"2016-12-01",108966523.610022,1928611.03734553
"2016-12-08",121786334.814765,1917895.036453
"2016-12-14",119987832.664969,1951021.66934909
"2016-12-19",100494656.370158,1861012.15500292
"2016-12-22",130162565.416528,1972160.0820686
"2016-12-29",74216967.0582121,1374388.27885578
"2017-01-09",56868324.3255799,932267.611894752
"2017-01-18",51767043.0513812,892535.225023814
"2017-01-23",45912436.70074,1147810.9175185
"2017-01-30",69634922.512192,1071306.50018757
"2017-02-06",122987909.229913,1628978.93019752
"2017-02-13",54383704.5295958,625100.05206432
"2017-06-05",934347.201109056,13945.480613568
"2017-09-13",2977898944.79506,10412234.07271
"2017-09-18",6338757032.50033,18865348.3110129
"2017-09-25",3943331160.43838,17802849.4827918
"2017-10-02",3279186527.28645,17535756.8304088
"2017-10-09",1921792529.16118,11108627.3361918
"2017-10-16",913087609.502738,4327429.42892293
"2017-10-23",515292848.397976,3435285.65598651
"2017-10-30",966824953.238772,6761013.65901239
"2017-11-06",645280544.827337,4625666.98800958
"2017-11-13",592889172.395188,4560685.94150145
"2017-11-20",367070249.477236,2823617.30367105
"2017-11-27",382645394.062155,2943426.10817042
"2017-12-04",121884895.110646,1144459.10902015
"2018-03-26",31616263.9483738,509939.741102803
"2018-04-09",19593400.262063,261245.336827507
"2018-05-21",7839072.70770758,87587.404555392
"2018-06-04",13634422.998619,46533.8668894848
"2018-12-11",3502884.53832912,46705.1271777216
"2018-12-26",25977445.5609108,285466.434735283
"2019-01-07",39830861.5366738,531078.153822317
"2019-01-22",101144858.287327,1042730.49780749
"2019-02-04",256766317.577739,3169954.53799678
"2019-02-18",564901620.365487,4828218.97748279
"2019-03-04",348459907.735408,2701239.59484812
"2019-03-06",325238480.595825,2306655.89075053
"2019-05-20",84065363.3305359,1136018.42338562
"2019-06-03",15022805.6895993,278200.10536295
"2019-06-20",113294063.134845,1770219.73648195
"2019-07-01",743905442.534912,1942311.86040447
"2019-07-15",237145271.012004,1959878.27282648
"2019-07-29",165231118.720935,1776678.69592403
"2019-08-12",1224454520.53225,7077771.79498408
"2019-08-26",1621850587.68599,12475773.7514307
"2019-09-09",35693726.7537374,364221.701568749
"2019-09-23",200965629.889027,2512070.37361284
"2019-10-08",87669854.1513003,894590.348482656
"2019-10-21",40570094.3379702,507126.179224627
"2019-11-04",22865156.8085389,282285.886525171
"2019-11-18",80646910.1143075,983498.903833018
"2019-12-02",53877899.5011662,841842.179705722
"2019-12-16",47343194.080181,676331.344002586
"2019-12-30",65030418.4026575,985309.369737235
"2020-01-13",58988208.6391304,702240.579037267
"2020-01-27",24858773.358148,306898.436520346
"2020-02-10",146057771.014405,1872535.52582571
"2020-02-24",109048765.247009,1239190.51417056
"2020-03-09",81620108.9350908,1073948.80177751
"2020-03-23",64635908.0958265,1133963.29992678
"2020-04-06",79391645.5987978,1031060.33245192
"2020-04-20",38706146.2923118,624292.682134061
"2020-05-04",103878784.131472,1648869.58938845
"2020-05-18",13628208.6967316,243360.869584493
"2020-06-01",348567924.045774,2206126.10155553
"2020-06-15",810406448.566904,2232524.65169946
"2020-06-29",322776516.089399,2123529.71111447
"2020-07-13",360273564.746759,3398807.21459207
"2020-07-27",1150589199.7773,9354383.73802679
"2020-08-10",1090152129.09968,9821190.35224938
"2020-08-24",328536317.637624,4266705.42386525
"2020-09-08",453865452.870756,6483792.18386794
"2020-09-21",790101608.601751,8877546.16406462
"2020-10-05",1536546523.15639,12004269.7121593
"2020-10-19",369175136.282688,3549760.92579508
"2020-11-02",319071519.945196,2823641.76942651
"2020-11-16",795981806.132606,4709951.51557755
"2020-11-30",288021956.290597,3740544.88689087
"2020-12-14",228532664.513841,4232086.37988595
"2020-12-28",152073704.556566,2816179.71401048
"2021-01-11",106346718.282231,1715269.6497134
"2021-01-25",143440326.632016,2140900.39749277
"2021-02-08",60022033.6019496,2308539.75392114
"2021-02-22",255532436.132504,2505219.96208337
"2021-03-08",179731311.408102,2246641.39260127
"2021-03-22",173967473.010226,2022877.59314216
"2021-04-05",52713916.719287,732137.73221232
"2021-04-19",126609672.874034,1947841.12113898
"2021-05-03",137720918.046059,2118783.35455476
"2021-05-17",87334012.7260678,1134207.9574814
"2021-06-01",43991018.5955003,771772.256061408
"2021-06-14",30273925.8091738,605478.516183475
"2021-06-28",62705926.976175,2239497.39200625
"2021-07-12",289614750.368466,2681618.05896728
"2021-07-26",491690489.445845,4202482.81577645
"2021-08-09",666594560.506681,4273042.05453001
"2021-08-23",743750256.248016,5237677.86090152
"2021-09-07",332979543.487151,4110858.56156976
"2021-09-20",370727243.809223,5148989.49735032
"2021-10-04",606240869.123683,5773722.5630827
"2021-10-18",338370572.70329,4511607.63604387
"2021-11-01",235401621.085954,3566691.22857506
"2021-11-15",301631864.602243,3634118.85062943
"2021-11-29",79979337.5107604,929992.296636749
"2021-12-13",48877245.8791844,922212.186399706
"2021-12-27",67996597.663408,931460.241964493
"2022-01-10",60007892.3952924,857255.605647034
"2022-01-24",71922274.9218828,1179053.68724398
"2022-02-07",184255102.990365,2670363.81145457
"2022-02-21",175992210.000783,2514174.42858261
"2022-03-07",58352979.7643047,703047.948967527
"2022-03-21",125485838.396868,2091430.6399478
"2022-04-04",140157903.016159,2260611.3389703
"2022-04-18",194496663.95297,2902935.28288015
"2022-05-02",578814072.20918,3964479.94663822
"2022-05-16",221343842.654814,3074220.03687241
"2022-05-31",101103657.955128,1366265.64804227
"2022-06-13",34172446.0790853,727073.320831603
"2022-06-27",48927009.2257949,940904.023572979
"2022-07-11",36715367.7703362,464751.49076375
"2022-07-25",7810643.4998603,108481.159720282
"2022-08-08",15047687.3629045,135564.751017158
"2022-08-22",100039299.729491,658153.287694022
"2022-09-06",98392460.7978063,702803.291412902
"2022-09-19",393656451.965562,3028126.55358125
"2022-10-03",4593555586.10216,23924768.6776154
"2022-10-17",3312531076.66644,32475794.8692788
"2022-10-31",1537620765.54724,11474781.8324421
"2022-11-14",1083164856.13415,7079508.86362191
"2022-11-28",936613317.243005,7317291.54096098
"2022-12-12",376130408.040072,3838065.388164
"2022-12-27",222195324.342172,3526909.9101932
"2023-01-09",215044448.869866,3707662.91154941
"2023-01-23",161866221.043413,3372212.93840444
"2023-02-06",228211845.062463,3406146.94123079
"2023-02-20",173366545.124558,3152119.00226469
"2023-03-06",113122802.846608,1885380.04744347
"2023-03-20",81400112.8619731,1271876.76346833
"2023-04-03",48747919.8958101,1107907.27035932
"2023-04-17",60162026.6547055,859457.52363865
"2023-05-01",53770837.3552627,597453.748391808
