"","date","L001_AIRT_Degrees Celsius"
"2458",2001-04-26,21.08
"2459",2001-04-27,20.57
"2460",2001-04-28,21.6
"2461",2001-04-29,21.66
"2462",2001-04-30,21.33
"2463",2001-05-01,21.06
"2464",2001-05-02,22.17
"2465",2001-05-03,21.71
"2466",2001-05-04,21.96
"2467",2001-05-05,22.38
"2468",2001-05-06,22.97
"2469",2001-05-07,22.71
"2470",2001-05-08,22.37
"2471",2001-05-09,22.11
"2472",2001-05-10,22.32
"2473",2001-05-11,22.59
"2474",2001-05-12,22.79
"2475",2001-05-13,24
"2476",2001-05-14,24.9
"2477",2001-05-15,24.7
"2478",2001-05-16,24.59
"2479",2001-05-17,24.94
"2480",2001-05-18,25.82
"2481",2001-05-19,25.61
"2482",2001-05-20,25.52
"2483",2001-05-21,26.39
"2484",2001-05-22,26.01
"2485",2001-05-23,25.45
"2486",2001-05-24,25.29
"2487",2001-05-25,25.85
"2488",2001-05-26,25.74
"2489",2001-05-27,25.12
"2490",2001-05-28,25.4
"2491",2001-05-29,26.51
"2492",2001-05-30,27.01
"2493",2001-05-31,26.24
"2494",2001-06-01,25.74
"2495",2001-06-02,26.41
"2496",2001-06-03,26.81
"2497",2001-06-04,26.9
"2498",2001-06-05,26.29
"2499",2001-06-06,26.49
"2500",2001-06-07,26.79
"2501",2001-06-08,27.38
"2502",2001-06-09,27.23
"2503",2001-06-10,27.09
"2504",2001-06-11,28.06
"2505",2001-06-12,28.12
"2506",2001-06-13,27.74
"2507",2001-06-14,28.35
"2508",2001-06-15,28.39
"2509",2001-06-16,26.98
"2510",2001-06-17,26.78
"2511",2001-06-18,26.57
"2512",2001-06-19,26.35
"2513",2001-06-20,26.59
"2514",2001-06-21,26.47
"2515",2001-06-22,26.03
"2516",2001-06-23,25
"2517",2001-06-24,24.63
"2518",2001-06-25,26.04
"2519",2001-06-26,26.36
"2520",2001-06-27,26.05
"2521",2001-06-28,24.94
"2522",2001-06-29,27.23
"2523",2001-06-30,27.7
"2524",2001-07-01,28.02
"2525",2001-07-02,28.14
"2526",2001-07-03,28.47
"2527",2001-07-04,26.63
"2528",2001-07-05,26.99
"2529",2001-07-06,28.19
"2530",2001-07-07,28.67
"2531",2001-07-08,27.01
"2532",2001-07-09,25.91
"2533",2001-07-10,25.74
"2534",2001-07-11,25.23
"2535",2001-07-12,26.53
"2536",2001-07-13,26.26
"2537",2001-07-14,25.28
"2538",2001-07-15,25.29
"2539",2001-07-16,26.2
"2540",2001-07-17,26.85
"2541",2001-07-18,27.07
"2542",2001-07-19,27.57
"2543",2001-07-20,27.09
"2544",2001-07-21,25.8
"2545",2001-07-22,25.94
"2546",2001-07-23,24.39
"2547",2001-07-24,26.69
"2548",2001-07-25,27.19
"2549",2001-07-26,27.69
"2550",2001-07-27,27.29
"2551",2001-07-28,28.07
"2552",2001-07-29,28.16
"2553",2001-07-30,28.83
"2554",2001-07-31,28.7
"2555",2001-08-01,25.29
"2556",2001-08-02,24.18
"2557",2001-08-03,24.9
"2558",2001-08-04,25.41
"2559",2001-08-05,26.44
"2560",2001-08-06,26.39
"2561",2001-08-07,27.34
"2562",2001-08-08,28.55
"2563",2001-08-09,28.33
"2564",2001-08-10,28.28
"2565",2001-08-11,27.74
"2566",2001-08-12,28.71
"2567",2001-08-13,28.92
"2568",2001-08-14,28.97
"2569",2001-08-15,28.57
"2570",2001-08-16,29.52
"2571",2001-08-17,29.47
"2572",2001-08-18,29.59
"2573",2001-08-19,29.73
"2574",2001-08-20,28.3
"2575",2001-08-21,27.56
"2576",2001-08-22,27.47
"2577",2001-08-23,28.21
"2578",2001-08-24,28.41
"2579",2001-08-25,28.95
"2580",2001-08-26,27.9
"2581",2001-08-27,27.68
"2582",2001-08-28,28.34
"2583",2001-08-29,28.51
"2584",2001-08-30,28.82
"2585",2001-08-31,29.53
"2586",2001-09-01,28.5
"2587",2001-09-02,28.69
"2588",2001-09-03,28.3
"2589",2001-09-04,27.9
"2590",2001-09-05,27.81
"2591",2001-09-06,27.25
"2592",2001-09-07,25.64
"2593",2001-09-08,26.15
"2594",2001-09-09,26.21
"2595",2001-09-10,26.37
"2596",2001-09-11,26.17
"2597",2001-09-12,24.79
"2598",2001-09-13,24.8
"2599",2001-09-14,25.4
"2600",2001-09-15,23.41
"2601",2001-09-16,23.93
"2602",2001-09-17,25.73
"2603",2001-09-18,26.62
"2604",2001-09-19,26.97
"2605",2001-09-20,27.31
"2606",2001-09-21,27.83
"2607",2001-09-22,27.44
"2608",2001-09-23,26.78
"2609",2001-09-24,27.91
"2610",2001-09-25,27.25
"2611",2001-09-26,26.07
"2612",2001-09-27,24.8
"2613",2001-09-28,24.29
"2614",2001-09-29,23.04
"2615",2001-09-30,23.92
"2616",2001-10-01,22.15
"2617",2001-10-02,22.59
"2618",2001-10-03,24.14
"2619",2001-10-04,25.05
"2620",2001-10-05,26.21
"2621",2001-10-06,27.06
"2622",2001-10-07,26.3
"2623",2001-10-08,24.96
"2624",2001-10-09,25.48
"2625",2001-10-10,25.21
"2626",2001-10-11,24.95
"2627",2001-10-12,25.15
"2628",2001-10-13,25.72
"2629",2001-10-14,26.32
"2630",2001-10-15,26.27
"2631",2001-10-16,25.66
"2632",2001-10-17,22.58
"2633",2001-10-18,23.18
"2634",2001-10-19,25.37
"2635",2001-10-20,25.12
"2636",2001-10-21,24.19
"2637",2001-10-22,24.43
"2638",2001-10-23,25.2
"2639",2001-10-24,25.63
"2640",2001-10-25,25.24
"2641",2001-10-26,22.03
"2642",2001-10-27,17.72
"2643",2001-10-28,17.66
"2644",2001-10-29,20.96
"2645",2001-10-30,21.39
"2646",2001-10-31,21.43
"2647",2001-11-01,23.11
"2648",2001-11-02,23.57
"2649",2001-11-03,23.56
"2650",2001-11-04,22.55
"2651",2001-11-05,21.15
"2652",2001-11-06,20.19
"2653",2001-11-07,20.34
"2654",2001-11-08,21.21
"2655",2001-11-09,21.2
"2656",2001-11-10,21.13
"2657",2001-11-11,21.42
"2658",2001-11-12,20.59
"2659",2001-11-13,19.81
"2660",2001-11-14,20.47
"2661",2001-11-15,20.07
"2662",2001-11-16,20.62
"2663",2001-11-17,21.47
"2664",2001-11-18,21.61
"2665",2001-11-19,20.82
"2666",2001-11-20,21.24
"2667",2001-11-21,21.12
"2668",2001-11-22,21.75
"2669",2001-11-23,22.57
"2670",2001-11-24,22.69
"2671",2001-11-25,22.94
"2672",2001-11-26,22.68
"2673",2001-11-27,22.55
"2674",2001-11-28,22.51
"2675",2001-11-29,22.7
"2676",2001-11-30,22.89
"2677",2001-12-01,22.34
"2678",2001-12-02,22.44
"2679",2001-12-03,21.85
"2680",2001-12-04,22.31
"2681",2001-12-05,22.39
"2682",2001-12-06,22.98
"2683",2001-12-07,23.02
"2684",2001-12-08,23.82
"2685",2001-12-09,23.85
"2686",2001-12-10,23.96
"2687",2001-12-11,23.96
"2688",2001-12-12,23.77
"2689",2001-12-13,24.12
"2690",2001-12-14,24.25
"2691",2001-12-15,24.07
"2692",2001-12-16,23.73
"2693",2001-12-17,23.83
"2694",2001-12-18,22.03
"2695",2001-12-19,19.85
"2696",2001-12-20,18.13
"2697",2001-12-21,17.31
"2698",2001-12-22,18.73
"2699",2001-12-23,20.43
"2700",2001-12-24,21.31
"2701",2001-12-25,17.09
"2702",2001-12-26,12.64
"2703",2001-12-27,12.18
"2704",2001-12-28,17.34
"2705",2001-12-29,19.15
"2706",2001-12-30,17.85
"2707",2001-12-31,17.62
"2708",2002-01-01,15.55
"2709",2002-01-02,16.74
"2710",2002-01-03,12.07
"2711",2002-01-04,6.55
"2712",2002-01-05,12.29
"2713",2002-01-06,16.55
"2714",2002-01-07,12.71
"2715",2002-01-08,8.77
"2716",2002-01-09,10.08
"2717",2002-01-10,14.08
"2718",2002-01-11,16.11
"2719",2002-01-12,16.69
"2720",2002-01-13,16.95
"2721",2002-01-14,17.41
"2722",2002-01-15,17.41
"2723",2002-01-16,17.37
"2724",2002-01-17,20.06
"2725",2002-01-18,18.66
"2726",2002-01-19,19.64
"2727",2002-01-20,20.69
"2728",2002-01-21,21.85
"2729",2002-01-22,22.2
"2730",2002-01-23,21.97
"2731",2002-01-24,22.2
"2732",2002-01-25,22.06
"2733",2002-01-26,23.24
"2734",2002-01-27,21.4
"2735",2002-01-28,22.52
"2736",2002-01-29,23.11
"2737",2002-01-30,23.23
"2738",2002-01-31,23.28
"2739",2002-02-01,23.35
"2740",2002-02-02,22.75
"2741",2002-02-03,20.88
"2742",2002-02-04,17.76
"2743",2002-02-05,15.85
"2744",2002-02-06,19.93
"2745",2002-02-07,20.79
"2746",2002-02-08,14.84
"2747",2002-02-09,18.56
"2748",2002-02-10,20.74
"2749",2002-02-11,18.53
"2750",2002-02-12,19.37
"2751",2002-02-13,18.31
"2752",2002-02-14,15.34
"2753",2002-02-15,19.41
"2754",2002-02-16,19.18
"2755",2002-02-17,17.22
"2756",2002-02-18,16.02
"2757",2002-02-19,17.89
"2758",2002-02-20,20.08
"2759",2002-02-21,21.28
"2760",2002-02-22,20.1
"2761",2002-02-23,17.62
"2762",2002-02-24,15.25
"2763",2002-02-25,17.4
"2764",2002-02-26,19.32
"2765",2002-02-27,14.63
"2766",2002-02-28,11.05
"2767",2002-03-01,17.12
"2768",2002-03-02,20.48
"2769",2002-03-03,21.08
"2770",2002-03-04,14.59
"2771",2002-03-05,13.56
"2772",2002-03-06,16.87
"2773",2002-03-07,18.89
"2774",2002-03-08,20.02
"2775",2002-03-09,20.68
"2776",2002-03-10,20.78
"2777",2002-03-11,20.69
"2778",2002-03-12,22.21
"2779",2002-03-13,23.1
"2780",2002-03-14,20.21
"2781",2002-03-15,24.09
"2782",2002-03-16,24.09
"2783",2002-03-17,23.45
"2784",2002-03-18,23.79
"2785",2002-03-19,23.75
"2786",2002-03-20,24.68
"2787",2002-03-21,24.76
"2788",2002-03-22,21.82
"2789",2002-03-23,20.39
"2790",2002-03-24,22.56
"2791",2002-03-25,24.07
"2792",2002-03-26,23.93
"2793",2002-03-27,24.15
"2794",2002-03-28,22.35
"2795",2002-03-29,23.87
"2796",2002-03-30,24.59
"2797",2002-03-31,25
"2798",2002-04-01,25.39
"2799",2002-04-02,24.8
"2800",2002-04-03,23.93
"2801",2002-04-04,24.52
"2802",2002-04-05,22.09
"2803",2002-04-06,20.97
"2804",2002-04-07,21.16
"2805",2002-04-08,22.4
"2806",2002-04-09,23.63
"2807",2002-04-10,23.59
"2808",2002-04-11,23.4
"2809",2002-04-12,22.26
"2810",2002-04-13,23.74
"2811",2002-04-14,22.61
"2812",2002-04-15,23.76
"2813",2002-04-16,24.51
"2814",2002-04-17,24.29
"2815",2002-04-18,24.6
"2816",2002-04-19,24.44
"2817",2002-04-20,24.79
"2818",2002-04-21,25.74
"2819",2002-04-22,26.05
"2820",2002-04-23,26.06
"2821",2002-04-24,25.15
"2822",2002-04-25,25.54
"2823",2002-04-26,25.91
"2824",2002-04-27,25.97
"2825",2002-04-28,25.98
"2826",2002-04-29,25.77
"2827",2002-04-30,25.77
"2828",2002-05-01,26.35
"2829",2002-05-02,27.29
"2830",2002-05-03,27.76
"2831",2002-05-04,27.75
"2832",2002-05-05,27.27
"2833",2002-05-06,26.96
"2834",2002-05-07,26.44
"2835",2002-05-08,26.13
"2836",2002-05-09,26.67
"2837",2002-05-10,26.46
"2838",2002-05-11,26.42
"2839",2002-05-12,26.45
"2840",2002-05-13,26.91
"2841",2002-05-14,25.15
"2842",2002-05-15,24.31
"2843",2002-05-16,24.58
"2844",2002-05-17,26.27
"2845",2002-05-18,27.36
"2846",2002-05-19,23.5
"2847",2002-05-20,23.45
"2848",2002-05-21,22.88
"2849",2002-05-22,23.04
"2850",2002-05-23,23.52
"2851",2002-05-24,23.83
"2852",2002-05-25,24.11
"2853",2002-05-26,24.61
"2854",2002-05-27,25.46
"2855",2002-05-28,25.63
"2856",2002-05-29,25.79
"2857",2002-05-30,26.31
"2858",2002-05-31,25.89
"2859",2002-06-01,26.82
"2860",2002-06-02,27.71
"2861",2002-06-03,28.92
"2862",2002-06-04,28.03
"2863",2002-06-05,27.76
"2864",2002-06-06,26.75
"2865",2002-06-07,26.29
"2866",2002-06-08,25.95
"2867",2002-06-09,26.49
"2868",2002-06-10,26.39
"2869",2002-06-11,26.31
"2870",2002-06-12,26.27
"2871",2002-06-13,26.48
"2872",2002-06-14,26.38
"2873",2002-06-15,25.9
"2874",2002-06-16,25.1
"2875",2002-06-17,25.5
"2876",2002-06-18,25.88
"2877",2002-06-19,25.75
"2878",2002-06-20,24.68
"2879",2002-06-21,24.38
"2880",2002-06-22,24.81
"2881",2002-06-23,25.08
"2882",2002-06-24,25.67
"2883",2002-06-25,25.19
"2884",2002-06-26,26.59
"2885",2002-06-27,27.17
"2886",2002-06-28,27.31
"2887",2002-06-29,26.78
"2888",2002-06-30,26.22
"2889",2002-07-01,24.64
"2890",2002-07-02,25.53
"2891",2002-07-03,26.28
"2892",2002-07-04,26.69
"2893",2002-07-05,26.52
"2894",2002-07-06,25.86
"2895",2002-07-07,26.4
"2896",2002-07-08,25.65
"2897",2002-07-09,25.65
"2898",2002-07-10,25.22
"2899",2002-07-11,25.96
"2900",2002-07-12,26.16
"2901",2002-07-13,27.76
"2902",2002-07-14,28.75
"2903",2002-07-15,28.83
"2904",2002-07-16,29.2
"2905",2002-07-17,28.29
"2906",2002-07-18,27.64
"2907",2002-07-19,28.88
"2908",2002-07-20,28.54
"2909",2002-07-21,27.66
"2910",2002-07-22,27.68
"2911",2002-07-23,28.35
"2912",2002-07-24,28.74
"2913",2002-07-25,28.03
"2914",2002-07-26,28.41
"2915",2002-07-27,28.89
"2916",2002-07-28,29
"2917",2002-07-29,27.75
"2918",2002-07-30,27.93
"2919",2002-07-31,29.37
"2920",2002-08-01,28.61
"2921",2002-08-02,26.72
"2922",2002-08-03,27.73
"2923",2002-08-04,28.26
"2924",2002-08-05,28.52
"2925",2002-08-06,28.73
"2926",2002-08-07,26.55
"2927",2002-08-08,27.2
"2928",2002-08-09,27.28
"2929",2002-08-10,27.39
"2930",2002-08-11,26.04
"2931",2002-08-12,26.82
"2932",2002-08-13,26.72
"2933",2002-08-14,27.33
"2934",2002-08-15,28.42
"2935",2002-08-16,27.66
"2936",2002-08-17,27.1
"2937",2002-08-18,27.37
"2938",2002-08-19,27.92
"2939",2002-08-20,27.31
"2940",2002-08-21,26.63
"2941",2002-08-22,26.65
"2942",2002-08-23,27.33
"2943",2002-08-24,28.17
"2944",2002-08-25,28.73
"2945",2002-08-26,28.02
"2946",2002-08-27,27.45
"2947",2002-08-28,26.97
"2948",2002-08-29,27.09
"2949",2002-08-30,26.78
"2950",2002-08-31,27.5
"2951",2002-09-01,28.38
"2952",2002-09-02,28.18
"2953",2002-09-03,27.05
"2954",2002-09-04,27.53
"2955",2002-09-05,27.31
"2956",2002-09-06,27.8
"2957",2002-09-07,27.81
"2958",2002-09-08,27.77
"2959",2002-09-09,27.26
"2960",2002-09-10,27.95
"2961",2002-09-11,25.69
"2962",2002-09-12,26.96
"2963",2002-09-13,28.23
"2964",2002-09-14,28.43
"2965",2002-09-15,28.67
"2966",2002-09-16,28.54
"2967",2002-09-17,28.26
"2968",2002-09-18,28.42
"2969",2002-09-19,27.96
"2970",2002-09-20,27.8
"2971",2002-09-21,27.59
"2972",2002-09-22,27.44
"2973",2002-09-23,27.04
"2974",2002-09-24,27.01
"2975",2002-09-25,27.89
"2976",2002-09-26,28.75
"2977",2002-09-27,27.93
"2978",2002-09-28,27.92
"2979",2002-09-29,28.28
"2980",2002-09-30,27.3
"2981",2002-10-01,27.67
"2982",2002-10-02,27.58
"2983",2002-10-03,26.91
"2984",2002-10-04,26.58
"2985",2002-10-05,27
"2986",2002-10-06,26.63
"2987",2002-10-07,26.79
"2988",2002-10-08,26.81
"2989",2002-10-09,26.68
"2990",2002-10-10,27.19
"2991",2002-10-11,27.76
"2992",2002-10-12,27.83
"2993",2002-10-13,27.01
"2994",2002-10-14,26.26
"2995",2002-10-15,25.89
"2996",2002-10-16,25.4
"2997",2002-10-17,22.43
"2998",2002-10-18,22.94
"2999",2002-10-19,24.31
"3000",2002-10-20,25.55
"3001",2002-10-21,26.37
"3002",2002-10-22,26.52
"3003",2002-10-23,26.34
"3004",2002-10-24,26.32
"3005",2002-10-25,26.64
"3006",2002-10-26,26.68
"3007",2002-10-27,26.91
"3008",2002-10-28,27.21
"3009",2002-10-29,27.56
"3010",2002-10-30,27.1
"3011",2002-10-31,25.05
"3012",2002-11-01,24.35
"3013",2002-11-02,23.43
"3014",2002-11-03,23.17
"3015",2002-11-04,25.08
"3016",2002-11-05,25.79
"3017",2002-11-06,24.66
"3018",2002-11-07,18.03
"3019",2002-11-08,21
"3020",2002-11-09,23.87
"3021",2002-11-10,24.73
"3022",2002-11-11,25.6
"3023",2002-11-12,25.46
"3024",2002-11-13,19.93
"3025",2002-11-14,19.01
"3026",2002-11-15,22.12
"3027",2002-11-16,21.58
"3028",2002-11-17,17.49
"3029",2002-11-18,13.57
"3030",2002-11-19,16.86
"3031",2002-11-20,19.58
"3032",2002-11-21,20.61
"3033",2002-11-22,19.2
"3034",2002-11-23,14.11
"3035",2002-11-24,17.23
"3036",2002-11-25,20.1
"3037",2002-11-26,18.9
"3038",2002-11-27,18.16
"3039",2002-11-28,18.13
"3040",2002-11-29,13.42
"3041",2002-11-30,14.92
"3042",2002-12-01,16.57
"3043",2002-12-02,16.98
"3044",2002-12-03,17.61
"3045",2002-12-04,19.58
"3046",2002-12-05,20.96
"3047",2002-12-06,17.07
"3048",2002-12-07,16.8
"3049",2002-12-08,18.99
"3050",2002-12-09,20.02
"3051",2002-12-10,20.44
"3052",2002-12-11,20.4
"3053",2002-12-12,19.68
"3054",2002-12-13,20.42
"3055",2002-12-14,16.65
"3056",2002-12-15,11.52
"3057",2002-12-16,12.59
"3058",2002-12-17,15.77
"3059",2002-12-18,18.31
"3060",2002-12-19,19.73
"3061",2002-12-20,17.92
"3062",2002-12-21,13.65
"3063",2002-12-22,15.35
"3064",2002-12-23,18.04
"3065",2002-12-24,19.56
"3066",2002-12-25,17.39
"3067",2002-12-26,11.84
"3068",2002-12-27,14.13
"3069",2002-12-28,13
"3070",2002-12-29,13.54
"3071",2002-12-30,16.67
"3072",2002-12-31,18.45
"3073",2003-01-01,19.54
"3074",2003-01-02,18.87
"3075",2003-01-03,16.27
"3076",2003-01-04,10.62
"3077",2003-01-05,13.43
"3078",2003-01-06,14.18
"3079",2003-01-07,11.62
"3080",2003-01-08,11.57
"3081",2003-01-09,14.51
"3082",2003-01-10,17.06
"3083",2003-01-11,16.66
"3084",2003-01-12,13.38
"3085",2003-01-13,15.93
"3086",2003-01-14,13.54
"3087",2003-01-15,12.48
"3088",2003-01-16,15
"3089",2003-01-17,13.46
"3090",2003-01-18,7.7
"3091",2003-01-19,9.73
"3092",2003-01-20,12.4
"3093",2003-01-21,13.89
"3094",2003-01-22,15.06
"3095",2003-01-23,14.45
"3096",2003-01-24,4.32
"3097",2003-01-25,10.05
"3098",2003-01-26,14.01
"3099",2003-01-27,11.68
"3100",2003-01-28,12.38
"3101",2003-01-29,15.28
"3102",2003-01-30,17.16
"3103",2003-01-31,17.37
"3104",2003-02-01,15.52
"3105",2003-02-02,14.42
"3106",2003-02-03,17.04
"3107",2003-02-04,17.72
"3108",2003-02-05,17.04
"3109",2003-02-06,18.42
"3110",2003-02-07,19.16
"3111",2003-02-08,14.76
"3112",2003-02-09,18.11
"3113",2003-02-10,18.91
"3114",2003-02-11,16.89
"3115",2003-02-12,15.23
"3116",2003-02-13,15.31
"3117",2003-02-14,17
"3118",2003-02-15,20.66
"3119",2003-02-16,21.01
"3120",2003-02-17,19.58
"3121",2003-02-18,15.56
"3122",2003-02-19,18.98
"3123",2003-02-20,21
"3124",2003-02-21,22.41
"3125",2003-02-22,22.48
"3126",2003-02-23,19.45
"3127",2003-02-24,19.44
"3128",2003-02-25,20.83
"3129",2003-02-26,22.03
"3130",2003-02-27,22.77
"3131",2003-02-28,22.85
"3132",2003-03-01,23.56
"3133",2003-03-02,23.94
"3134",2003-03-03,21.08
"3135",2003-03-04,24.4
"3136",2003-03-05,25.28
"3137",2003-03-06,25.23
"3138",2003-03-07,25.65
"3139",2003-03-08,24.49
"3140",2003-03-09,24.85
"3141",2003-03-10,22.34
"3142",2003-03-11,22.99
"3143",2003-03-12,24.25
"3144",2003-03-13,25.2
"3145",2003-03-14,24.62
"3146",2003-03-15,23.19
"3147",2003-03-16,23.09
"3148",2003-03-17,22.73
"3149",2003-03-18,23.43
"3150",2003-03-19,25.95
"3151",2003-03-20,26.35
"3152",2003-03-21,26.52
"3153",2003-03-22,25.23
"3154",2003-03-23,21.23
"3155",2003-03-24,20.42
"3156",2003-03-25,21.08
"3157",2003-03-26,22.85
"3158",2003-03-27,21.61
"3159",2003-03-28,22.6
"3160",2003-03-29,23.89
"3161",2003-03-30,19.76
"3162",2003-03-31,12.48
"3163",2003-04-01,15.09
"3164",2003-04-02,17.71
"3165",2003-04-03,19.87
"3166",2003-04-04,21.93
"3167",2003-04-05,22.84
"3168",2003-04-06,23.6
"3169",2003-04-07,24.15
"3170",2003-04-08,24.37
"3171",2003-04-09,24.09
"3172",2003-04-10,17.82
"3173",2003-04-11,17.29
"3174",2003-04-12,19.08
"3175",2003-04-13,19.96
"3176",2003-04-14,21.44
"3177",2003-04-15,21.05
"3178",2003-04-16,21.56
"3179",2003-04-17,22.81
"3180",2003-04-18,23.25
"3181",2003-04-19,23.06
"3182",2003-04-20,23.13
"3183",2003-04-21,23.39
"3184",2003-04-22,24.32
"3185",2003-04-23,22.22
"3186",2003-04-24,23.05
"3187",2003-04-25,24.66
"3188",2003-04-26,20.48
"3189",2003-04-27,22.15
"3190",2003-04-28,23.83
"3191",2003-04-29,23.91
"3192",2003-04-30,23.61
"3193",2003-05-01,23.29
"3194",2003-05-02,23.85
"3195",2003-05-03,24.94
"3196",2003-05-04,25.81
"3197",2003-05-05,26.78
"3198",2003-05-06,26.93
"3199",2003-05-07,27.09
"3200",2003-05-08,26.91
"3201",2003-05-09,27.51
"3202",2003-05-10,27.64
"3203",2003-05-11,27.94
"3204",2003-05-12,27.48
"3205",2003-05-13,26.67
"3206",2003-05-14,26.67
"3207",2003-05-15,27.05
"3208",2003-05-16,27.58
"3209",2003-05-17,27.38
"3210",2003-05-18,27.08
"3211",2003-05-19,26.82
"3212",2003-05-20,25.59
"3213",2003-05-21,25.48
"3214",2003-05-22,24.52
"3215",2003-05-23,23.95
"3216",2003-05-24,24.96
"3217",2003-05-25,25.74
"3218",2003-05-26,26.34
"3219",2003-05-27,25.25
"3220",2003-05-28,24.45
"3221",2003-05-29,25.01
"3222",2003-05-30,25.28
"3223",2003-05-31,26.02
"3224",2003-06-01,27.33
"3225",2003-06-02,26.67
"3226",2003-06-03,25.92
"3227",2003-06-04,26.66
"3228",2003-06-05,26.37
"3229",2003-06-06,26.79
"3230",2003-06-07,26.81
"3231",2003-06-08,26.28
"3232",2003-06-09,26.28
"3233",2003-06-10,27.38
"3234",2003-06-11,27.49
"3235",2003-06-12,27.06
"3236",2003-06-13,27.66
"3237",2003-06-14,27.4
"3238",2003-06-15,27.23
"3239",2003-06-16,27.2
"3240",2003-06-17,27.76
"3241",2003-06-18,26.93
"3242",2003-06-19,26.28
"3243",2003-06-20,25.89
"3244",2003-06-21,24.9
"3245",2003-06-22,24.47
"3246",2003-06-23,24.91
"3247",2003-06-24,26.51
"3248",2003-06-25,26.33
"3249",2003-06-26,26.14
"3250",2003-06-27,26.85
"3251",2003-06-28,26.81
"3252",2003-06-29,28.27
"3253",2003-06-30,28.26
"3254",2003-07-01,27.29
"3255",2003-07-02,27.19
"3256",2003-07-03,27.08
"3257",2003-07-04,26.6
"3258",2003-07-05,27.25
"3259",2003-07-06,27.91
"3260",2003-07-07,28
"3261",2003-07-08,27.92
"3262",2003-07-09,28.27
"3263",2003-07-10,27.85
"3264",2003-07-11,28.45
"3265",2003-07-12,27.9
"3266",2003-07-13,27.42
"3267",2003-07-14,27.48
"3268",2003-07-15,27.05
"3269",2003-07-16,26.46
"3270",2003-07-17,27.31
"3271",2003-07-18,28.04
"3272",2003-07-19,28.27
"3273",2003-07-20,27.81
"3274",2003-07-21,27.79
"3275",2003-07-22,27.86
"3276",2003-07-23,27.46
"3277",2003-07-24,25.59
"3278",2003-07-25,26
"3279",2003-07-26,26.47
"3280",2003-07-27,27.4
"3281",2003-07-28,27.45
"3282",2003-07-29,27.56
"3283",2003-07-30,27.06
"3284",2003-07-31,27.62
"3285",2003-08-01,27.08
"3286",2003-08-02,26.35
"3287",2003-08-03,26.36
"3288",2003-08-04,27.92
"3289",2003-08-05,27.7
"3290",2003-08-06,27.47
"3291",2003-08-07,27.28
"3292",2003-08-08,27.28
"3293",2003-08-09,26.71
"3294",2003-08-10,26.56
"3295",2003-08-11,26.55
"3296",2003-08-12,27.33
"3297",2003-08-13,27.42
"3298",2003-08-14,25.99
"3299",2003-08-15,26.46
"3300",2003-08-16,26.03
"3301",2003-08-17,27.18
"3302",2003-08-18,26.87
"3303",2003-08-19,26.01
"3304",2003-08-20,25.55
"3305",2003-08-21,26.34
"3306",2003-08-22,26.65
"3307",2003-08-23,26.65
"3308",2003-08-24,26.87
"3309",2003-08-25,27.3
"3310",2003-08-26,27.2
"3311",2003-08-27,27.15
"3312",2003-08-28,26.95
"3313",2003-08-29,27.28
"3314",2003-08-30,27.89
"3315",2003-08-31,27.55
"3316",2003-09-01,26.55
"3317",2003-09-02,26.55
"3318",2003-09-03,27.66
"3319",2003-09-04,26.42
"3320",2003-09-05,25.86
"3321",2003-09-06,27.54
"3322",2003-09-07,27.69
"3323",2003-09-08,27.09
"3324",2003-09-09,25.84
"3325",2003-09-10,26.08
"3326",2003-09-11,25.82
"3327",2003-09-12,26.1
"3328",2003-09-13,26.93
"3329",2003-09-14,27.04
"3330",2003-09-15,26.64
"3331",2003-09-16,25.59
"3332",2003-09-17,25.72
"3333",2003-09-18,26.53
"3334",2003-09-19,27.77
"3335",2003-09-20,27.12
"3336",2003-09-21,27.28
"3337",2003-09-22,27.56
"3338",2003-09-23,26.95
"3339",2003-09-24,26.68
"3340",2003-09-25,25.53
"3341",2003-09-26,25.25
"3342",2003-09-27,26.21
"3343",2003-09-28,26.11
"3344",2003-09-29,24.78
"3345",2003-09-30,25.52
"3346",2003-10-01,25
"3347",2003-10-02,23.9
"3348",2003-10-03,24.72
"3349",2003-10-04,25.62
"3350",2003-10-05,25.94
"3351",2003-10-06,26.01
"3352",2003-10-07,26.06
"3353",2003-10-08,25.95
"3354",2003-10-09,25.56
"3355",2003-10-10,25.57
"3356",2003-10-11,26.41
"3357",2003-10-12,26.85
"3358",2003-10-13,26.84
"3359",2003-10-14,27.06
"3360",2003-10-15,23.74
"3361",2003-10-16,23.23
"3362",2003-10-17,25.53
"3363",2003-10-18,23.95
"3364",2003-10-19,23.09
"3365",2003-10-20,23.83
"3366",2003-10-21,24.47
"3367",2003-10-22,23.62
"3368",2003-10-23,24.14
"3369",2003-10-24,24.07
"3370",2003-10-25,24.69
"3371",2003-10-26,24.96
"3372",2003-10-27,25.18
"3373",2003-10-28,25.34
"3374",2003-10-29,22.31
"3375",2003-10-30,23.15
"3376",2003-10-31,23.99
"3377",2003-11-01,23.72
"3378",2003-11-02,23.7
"3379",2003-11-03,24.04
"3380",2003-11-04,24.53
"3381",2003-11-05,24.58
"3382",2003-11-06,23.98
"3383",2003-11-07,24.33
"3384",2003-11-08,24.61
"3385",2003-11-09,23.99
"3386",2003-11-10,24.01
"3387",2003-11-11,23.74
"3388",2003-11-12,23.5
"3389",2003-11-13,23.13
"3390",2003-11-14,19.41
