"Date","S191_NITRATE+NITRITE-N_mg/L","S191_PHOSPHATE, TOTAL AS P_mg/L","S191_AMMONIA-N_mg/L","S191_S_FLOW_cfs"
"1994-08-30",0.109,0.818,0.092,1768066.75000126
"1994-09-07",0.137,0.621,0.16,347707.316631629
"1994-09-12",0.163,0.55,0.149,563837.800386471
"1994-09-14",0.192,0.655,0.132,1078401.56927167
"1994-09-21",0.086,0.528,0.09,3069816.20088918
"1994-09-28",0.086,0.475333333333333,0.150333333333333,1166282.56289261
"1994-10-05",0.133,0.695,0.083,840741.220709914
"1994-10-10",0.168,0.685,0.121,338410.329555917
"1994-10-11",0.177,0.717,0.128,314458.354958227
"1994-10-19",0.219,0.671,0.149,258138.185883782
"1994-10-24",0.306,0.7485,0.106,153033.300417312
"1994-10-25",0.1986,0.4688,0.0604,155675.602007251
"1994-11-01",0.229,0.412,0.023,776225.023555565
"1994-11-07",0.228,0.5135,0.076,183615.494745312
"1994-11-21",0.076,0.744,0.0805,1687574.41452996
"1994-11-22",0.0875,0.3665,0.073,1207800.9499123
"1994-11-30",0.146,0.436333333333333,0.036,183150.645391526
"1994-12-05",0.466,0.587,0.071,384577.210113466
"1994-12-06",0.2255,0.383,0.0205,463870.723567104
"1994-12-19",0.201,0.267333333333333,0.007,165486.369947674
"1995-01-04",0.122,0.323,0.02,184545.193452883
"1995-01-17",0.1195,0.252666666666667,0.0055,875702.785265683
"1995-01-31",0.248,0.447,0.049,190172.317209235
"1995-02-01",0.1592,0.426571428571429,0.032,180288.152002426
"1995-02-13",0.36,0.323,0.029,174979.083067085
"1995-02-15",0.2106,0.205833333333333,0.0048,198613.002843763
"1995-02-22",0.261,0.273,0.027,405544.362544742
"1995-03-01",0.1678,0.1536,0.0202,209524.729779994
"1995-03-08",0.175,0.333,0.0255,469742.50487808
"1995-03-13",0.2885,0.339,0.0665,178012.836744422
"1995-03-15",0.1576,0.252833333333333,0.0152,176642.754438528
"1995-03-29",0.1764,0.3538,0.0542,178135.165521734
"1995-04-10",0.3875,0.545,0.029,167394.698873741
"1995-04-24",0.311,0.493,0.028,178233.028543584
"1995-05-22",0.08,0.4505,0.038,200350.071481594
"1995-05-24",0.0332,0.324,0.0046,167443.630384666
"1995-06-05",0.016,0.441,0.062,166269.27412247
"1995-06-07",0.0084,0.284,0.0088,172312.315721683
"1995-06-28",0.0398,0.3984,0.0422,1098243.29695167
"1995-07-05",0.041,0.4265,0.0621666666666667,382889.07298656
"1995-07-12",0.0432,0.460166666666667,0.0832,379953.182331072
"1995-07-17",0.123,0.627,0.06,655388.657326771
"1995-07-19",0.0776,0.3566,0.0512,254957.63767367
"1995-07-26",0.085,0.392833333333333,0.061,1216510.75885692
"1995-08-03",0.042,0.499571428571429,0.0803333333333333,4198250.24008145
"1995-08-09",0.0236,0.6542,0.1572,1154759.19206982
"1995-08-14",0.1,0.6905,0.215,1335952.57702435
"1995-08-16",0.0482,0.496666666666667,0.0964,906480.705637382
"1995-08-23",0.06,0.3932,0.1208,697420.825211174
"1995-08-29",0.058,0.706,0.126,1334337.83716383
"1995-08-30",0.0367142857142857,0.533333333333333,0.0894285714285714,850821.111960422
"1995-09-06",0.0656,0.4884,0.0974,1994228.19349569
"1995-09-11",0.087,0.666,0.131,7847953.77694044
"1995-09-13",0.0522,0.343166666666667,0.059,2556622.51430988
"1995-09-20",0.069,0.3745,0.0888,801473.683192762
"1995-09-26",0.127,0.513,0.14,532179.112818125
"1995-09-27",0.089,0.3352,0.0796,370705.126766285
"1995-10-04",0.0924,0.4265,0.0876,2281162.57355871
"1995-10-09",0.103,0.7845,0.147,1443479.5722816
"1995-10-11",0.0558,0.535,0.0814,966177.148965639
"1995-10-18",0.0443333333333333,0.407857142857143,0.0548333333333333,3564636.10511622
"1995-10-24",0.044,0.532,0.0525,1356699.53765647
"1995-10-25",0.0634,0.518,0.0804,853145.35872935
"1995-11-01",0.1298,0.483666666666667,0.0876,358252.057235923
"1995-11-06",0.382,0.639,0.166,194453.824415155
"1995-11-08",0.2486,0.410166666666667,0.056,192105.111890765
"1995-11-15",0.324,0.429166666666667,0.0458,172654.836298157
"1995-11-19",0.606,0.613,0.061,172165.521188909
"1996-01-02",0.478,0.3765,0.039,128518.613443987
"1996-01-03",0.216,0.251833333333333,0.01125,167419.164629203
"1996-01-10",0.3026,0.229333333333333,0.0198,136714.641523891
"1996-01-16",0.3246,0.208666666666667,0.0388,190735.02958487
"1996-01-29",0.371,0.2715,0.084,53898.0592836672
"1996-02-07",0.1764,0.1548,0.0204,125974.174875898
"1996-02-12",0.131,0.169166666666667,0.012,151296.231779482
"1996-02-21",0.0668,0.1358,0.0428,119319.489390125
"1996-03-11",0.0414,0.158,0.0454,278713.886227661
"1996-03-13",0.1414,0.173333333333333,0.066,396663.293311891
"1996-03-25",0.568,0.451,0.187,112542.47512704
"1996-04-03",0.1786,0.440166666666667,0.145,483345.464915174
"1996-04-08",0.1622,0.486333333333333,0.0644,212240.42863632
"1996-04-10",0.1656,0.477333333333333,0.1096,178771.275163757
"1996-04-17",0.1794,0.450666666666667,0.0774,109826.776270714
"1996-04-22",0.274,0.663,0.092,117827.078306918
"1996-05-06",0.0954,0.377166666666667,0.0532,142708.751612179
"1996-05-29",0.122,0.398,0.054,537879.633840864
"1996-06-03",0.2654,0.366166666666667,0.053,181438.042509158
"1996-06-05",0.2534,0.382666666666667,0.0358,124408.366526304
"1996-06-12",0.1766,0.3875,0.057,162844.068357734
"1996-06-18",0.198,0.465,0.088,192692.290021862
"1996-06-26",0.071,0.3596,0.0372,687732.386048064
"1996-07-01",0.0496,0.441666666666667,0.0758,214784.86720441
"1996-07-10",0.091,0.3115,0.057,715158.497921414
"1996-07-15",0.10375,0.6664,0.066,1009799.5909551
"1996-07-16",0.0666,0.465666666666667,0.0528,1216584.1561233
"1996-07-24",0.0416,0.3526,0.096,180728.535600749
"1996-08-14",0.116,0.468,0.136,190001.056920998
"1996-09-09",0.05075,0.3542,0.05675,203261.496381619
"1996-09-18",0.0256,0.291666666666667,0.0348,93972.9667310784
"1996-09-23",0.0194,0.291,0.0124,153424.75250471
"1996-10-02",0.0162,0.266166666666667,0.0186,169988.068952755
"1996-10-07",0.03925,0.3182,0.0315,166293.739877933
"1996-10-09",0.0774,0.251166666666667,0.0206,531224.948355091
"1996-10-16",0.0744,0.273333333333333,0.069,185279.166116755
"1996-10-21",0.1188,0.262166666666667,0.0346,197096.126005094
"1996-10-23",0.0914,0.2615,0.0218,150342.067316448
"1997-05-05",0.1816,0.397,0.0644,205830.400705171
"1997-06-02",0.06,0.419666666666667,0.1508,216619.79886409
"1997-06-16",0.157,0.5715,0.149,1176068.86507757
"1997-06-30",0.0348,0.357333333333333,0.066,170379.521040154
"1997-07-14",0.037,0.3615,0.049,460836.969889766
"1997-07-28",0.032,0.419666666666667,0.0898,220436.456716224
"1997-08-11",0.0422,0.349333333333333,0.109,655706.712147782
"1997-08-25",0.12,1.017,0.38,637822.244904768
"1997-09-22",0.12,1.245,0.162,161571.84907369
"1997-10-06",0.073,0.767,0.147,171040.096437638
"1997-11-03",0.0804,0.408,0.0686,148262.478102144
"1997-12-22",0.1982,0.383,0.09,203897.606023642
"1998-01-05",0.334,0.508,0.123,388026.881633664
"1998-01-20",0.1014,0.372666666666667,0.0508,662385.863389018
"1998-02-02",0.1908,0.3238,0.026,210723.551797651
"1998-02-17",0.234,0.5585,0.096,2631047.3424265
"1998-03-02",0.18475,0.5232,0.09375,748505.322616666
"1998-03-16",0.478,0.4195,0.201,382081.703056301
"1998-04-06",0.1024,0.285,0.0506,416015.70588265
"1998-05-04",0.2076,0.360666666666667,0.0836,185866.344247853
"1998-08-10",0.023,0.797,0.022,1719795.81447395
"1998-08-24",0.055,0.7395,0.277,635253.340581216
"1998-09-21",0.522,0.459,0.03,903153.362894496
"1998-10-05",0.0514,0.633666666666667,0.1356,301344.710030381
"1998-11-16",0.204,0.6675,0.15,287350.297905888
"1999-01-25",0.323,0.241,0.031,283411.311276442
"1999-02-08",0.1174,0.149666666666667,0.0358,257795.665307309
"1999-06-21",0.094,0.3665,0.247,1270017.36605318
"1999-07-12",0.0286,0.579833333333333,0.249,904890.431532327
"1999-07-26",0.091,0.6825,0.263,426487.049220557
"1999-08-09",0.077,0.395666666666667,0.217,151173.90300217
"1999-08-23",0.188,0.437,0.123,1153193.38372022
"1999-09-07",0.0714,0.485166666666667,0.1688,283142.187966355
"1999-09-20",0.192,0.7245,0.177,855518.537009203
"1999-10-04",0.1065,0.433,0.069,751636.939315853
"1999-10-18",0.082,0.9765,0.184,4319649.31868588
"1999-11-01",0.1385,0.446,0.1725,583826.322599251
"1999-11-15",0.811,0.583,0.017,282481.61256887
"2000-01-24",0.274,0.237,0.106,303179.641690061
"2000-04-17",0.025,0.169,0.012,281600.845372224
"2000-08-07",0.0902,0.3724,0.1322,323363.889946541
"2000-09-05",0.2026,0.3156,0.0928,339511.288551725
"2000-09-18",0.038,0.492,0.166,681885.07049255
"2001-07-16",0.451,0.634,0.302,1891618.81508638
"2001-07-30",0.1398,0.563,0.2264,454598.202246854
"2001-08-13",0.093,0.92,0.24,965125.121480755
"2001-08-27",0.0472,0.6502,0.2286,262664.350644326
"2001-09-10",0.179,0.76,0.307,2378316.0884999
"2001-09-24",0.0078,0.7362,0.1966,319987.61569273
"2001-10-08",0.104,0.769,0.477,288279.996613459
"2001-10-22",0.121,0.283,0.056,441019.707965222
"2001-11-05",0.283,0.622,0.188,1106830.77711898
"2001-11-19",0.2146,0.2994,0.0648,274187.721467117
"2001-12-17",0.292833333333333,0.196166666666667,0.012,278028.845074714
"2002-07-08",0.094,1.075,0.302,1707954.38883014
"2002-07-22",0.028,1.23,0.552,292830.627129466
"2002-08-05",0.01,1.102,0.566,271496.488366253
"2002-09-03",0.247,0.539,0.123,1653591.48019269
"2002-09-16",0.092,0.307,0.097,293491.20252695
"2002-12-30",0.399,0.326,0.109,284071.886673926
"2003-01-13",0.359,0.472,0.115,271741.145920877
"2003-03-24",0.182,0.377,0.059,40882.2773776704
"2003-07-21",0.068,0.382,0.078,130059.956038118
"2003-08-04",0.079,0.415,0.116,299509.778370701
"2003-09-02",0.152,0.845,0.193,672367.891617677
"2003-09-15",0.0985,0.437,0.1085,299827.833191712
"2003-10-06",0.149,1.01,0.214,1001236.57654326
"2003-11-03",0.384,0.613,0.051,308170.65580439
"2004-02-02",0.164,0.277,0.12,304769.915795117
"2004-07-12",0.007,0.445,0.029,268780.789509926
"2004-08-09",0.088,0.319,0.086,571397.718824352
"2004-08-23",0.042,0.687,0.197,953503.887636115
"2004-09-13",0.012,1.03,0.123,2226873.06218765
"2004-10-04",0.0045,0.452,0.17,1931449.06497917
"2004-11-15",0.62,0.483,0.036,280083.968533555
"2005-02-28",0.017,0.138,0.041,274163.255711654
"2005-06-13",0.054,0.854,0.356,1667659.28958357
"2005-06-27",0.101,0.666,0.119,2077852.14566617
"2005-07-11",0.18,0.705,0.638,1511959.22182086
"2005-07-25",0.29,0.647,0.196,309247.149044736
"2005-08-08",0.218,0.444,0.126,307510.080406906
"2005-09-06",0.169,0.523,0.228,625393.641129869
"2005-09-20",0.485,0.515,0.089,296231.367138739
"2005-10-17",0.21,0.454,0.244,279325.530114221
"2005-11-14",0.196,0.64,0.155,298286.490597581
"2005-12-05",0.312,0.408,0.122,292610.435330304
"2006-01-09",0.2735,0.135,0.018,314727.478268314
"2006-02-06",0.979,0.459,0.482,1046914.14199156
"2006-02-21",0.321,0.51,0.122,267141.583893946
"2006-07-17",0.05,0.221,0.016,265428.981011578
"2006-09-11",0.096,0.805,0.216,563837.800386471
"2006-09-25",0.18,0.629,0.145,107453.597990861
"2007-07-09",0.098,0.379,0.171,575116.513654637
"2007-09-24",0.21,0.492,0.068,903055.499872647
"2007-10-08",0.06,0.768,0.236,551433.662367034
"2007-10-22",0.129,0.673,0.101,227751.717599482
"2008-04-02",0.149,0.157333333333333,0.03,388026.881633664
"2008-07-16",0.018,0.322,0.218,306066.600834624
"2008-07-30",0.013,0.501,0.219,366619.345604064
"2008-09-10",0.025,0.581,0.519,435735.104785344
"2008-09-24",0.51,0.647,0.08,127368.722937254
"2008-10-08",0.405,0.5235,0.085,857940.646799981
"2008-10-22",0.214,0.339,0.095,187945.933462157
"2009-01-07",0.353,0.155666666666667,0.053,191126.481672269
"2009-02-18",0.005,0.164,0.02,198001.358957203
"2009-06-03",0.008,0.116,0.014,186575.851156262
"2009-07-08",0.06,0.326666666666667,0.102,399452.389434605
"2009-07-22",0.086,0.398666666666667,0.178,201279.770189165
"2009-08-12",0.101,0.301,0.153,604891.338052378
"2009-08-26",0.177,0.48,0.253,185279.166116755
"2009-09-09",0.0345,0.26775,0.0645,631828.13481648
"2009-09-23",0.108,0.577,0.156,196288.756074835
"2009-12-23",0.424,0.279,0.043,185939.74151424
"2010-02-24",0.111,0.175,0.017,179652.042360403
"2010-03-03",5e-04,0.0835,0.0085,181511.439775546
"2010-03-17",0.178,0.198666666666667,0.121,176006.644796506
"2010-04-21",0.248,0.45,0.086,1467700.67018938
"2010-06-30",0.259,0.593,0.069,248498.678231597
"2010-07-14",0.046,0.401333333333333,0.175,396956.88237744
"2010-09-15",0.069,0.5305,0.157,334177.753860922
"2010-09-29",0.291,0.4945,0.044,204974.099263987
"2010-11-17",0.365,0.255,0.037,269.1233100864
"2011-08-24",0.107,0.406,0.181,88150.1169310272
"2011-09-07",0.194,0.549,0.146,133313.901514618
"2011-09-21",0.119,0.382,0.221,112689.269659814
"2011-10-05",0.13,0.381,0.226,37187.948302848
"2011-10-19",0.106,0.6585,0.304,4142982.09849189
"2011-11-02",0.217,0.5905,0.226,883898.813345587
"2011-11-16",0.234,0.4735,0.176,100431.926173152
"2011-12-21",0.457,0.292,0.041,42423.6199718016
"2012-06-20",0.007,0.2655,0.058,85312.0892973888
"2012-08-22",0.024,0.3005,0.143,769154.420226931
"2012-09-05",0.005,0.763,0.072,1616794.98397724
"2012-09-20",0.205,0.567,0.331,1124568.44982922
"2012-10-03",0.171,0.6575,0.332,271105.036278854
"2012-10-17",0.177,0.5925,0.272,187554.481374758
"2012-12-05",0.502,0.273,0.042,57005.210227392
"2012-12-19",0.461,0.2205,0.045,12648.7955740608
"2013-02-06",0.378,0.197,0.046,49029.3739466496
"2013-02-21",0.261,0.177,0.068,1516.8768386688
"2013-06-19",0.034,0.419,0.148,327474.136864224
"2013-07-10",0.068,0.741,0.251,666618.439084013
"2013-07-24",0.097,0.6615,0.181,1220082.75915443
"2013-08-07",0.059,0.704,0.239,4342671.594576
"2013-08-21",0.196,0.605,0.384,440897.37918791
"2013-09-04",0.318,0.326,0.145,293980.517636198
"2013-09-18",0.159,0.413,0.153,1328735.17916294
"2013-10-07",0.17,0.515,0.207,99428.8301991936
"2014-06-23",0.026,0.851,0.128,1404579.02109638
"2014-07-07",0.031,0.789,0.236,191469.002248742
"2014-07-21",0.078,0.695,0.193,1206112.8127854
"2014-08-04",0.143,0.494,0.31,704124.442207872
"2014-08-18",0.1,0.55,0.151,1242468.92540252
"2014-09-22",0.324,0.325,0.059,1283718.18911213
"2014-10-06",0.16,0.483,0.157,295008.079365619
"2014-10-20",0.099,0.548,0.186,179382.919050317
"2015-08-03",0.139,0.362,0.085,507199.576491014
"2015-08-17",0.033,0.313,0.168,1012588.68707781
"2015-08-31",0.091,0.577,0.127,2406916.55663545
"2015-09-14",0.091,0.47,0.257,430695.15916009
"2015-09-28",0.123,0.499,0.215,878883.333475795
"2015-10-12",0.183,0.437,0.139,89202.1444159104
"2015-12-07",0.211,0.522,0.273,515199.878527219
"2016-01-20",0.164,0.539,0.107,812532.204661767
"2016-02-01",0.122,0.6775,0.127,2238469.83027683
"2016-02-15",0.229,0.54,0.163,16783.5082472064
"2016-04-11",0.09,0.766,0.166,146.7945327744
"2016-05-09",0.279,0.53,0.054,83795.21245872
"2016-05-23",0.119,0.507,0.084,92651.8159361088
"2016-06-20",0.105,0.701,0.565,698986.633560768
"2016-07-06",0.182,0.576,0.573,15168.768386688
"2016-08-15",0.071,0.51,0.071,193988.97506137
"2016-08-29",0.112,0.576,0.168,845927.960867942
"2016-09-12",0.057,0.82,0.191,457167.106570406
"2016-09-26",0.134,0.884,0.309,846466.207488115
"2016-10-10",0.114,0.705,0.197,1633382.76618075
"2017-06-19",0.021,0.4165,0.05,681126.632073216
"2017-07-05",0.022,0.961,0.454,20918.220920352
"2017-07-31",0.084,0.523,0.167,476176.998564691
"2017-08-01",0.034,0.475,0.307,1710033.97804445
"2017-08-14",0.068,0.5075,0.281,805412.669822208
"2017-08-28",0.132,0.3725,0.191,262566.487622477
"2017-09-13",0.014,0.573,0.118,7603002.63325089
"2017-09-25",0.018,0.871,0.353,335670.164944128
"2017-10-09",0.045,0.8655,0.215,3202665.25305001
"2017-10-23",0.073,0.5845,0.156,576095.143873133
"2017-11-06",0.196,0.592,0.222,457167.106570406
"2017-11-20",0.263,0.585,0.224,368919.12661753
"2017-12-18",0.521,0.384,0.435,81642.2259780288
"2018-05-21",0.083,0.622,0.164,1886481.00643928
"2018-06-04",0.126,0.821,0.228,717164.689869331
"2018-06-18",0.182,0.637,0.184,428150.720592
"2018-07-02",0.106,0.5385,0.141,576829.116537005
"2018-07-16",0.192,0.377,0.191,211604.318994298
"2018-08-13",0.383,0.287,0.053,89936.1170797824
"2018-08-27",0.326,0.317,0.052,412933.020694387
"2018-09-10",0.222,0.32,0.072,372099.674827642
"2019-02-11",0.169,0.25,0.029,6483.425197536
"2019-02-25",0.177,0.288,0.082,12379.6722639744
"2019-08-12",0.052,0.605,0.142,650104.054146893
"2019-08-26",0.042,0.706,0.31,120958.695006106
"2019-12-30",0.246,0.455,0.115,1061324.47195891
"2020-01-13",0.277,0.633,0.089,38753.7566524416
"2020-02-10",0.455,0.457,0.046,73.3972663872
"2020-06-15",0.018,0.815,0.291,243263.006562643
"2020-08-10",0.142,0.391,0.147,983009.58872377
"2020-08-24",0.116,0.393,0.182,487333.383055546
"2020-09-08",0.122,0.532,0.173,3044102.6918982
"2020-09-21",0.085,0.543,0.12,6658795.73269048
"2020-10-05",0.082,0.596,0.124,5802959.14086027
"2020-10-19",0.166,0.59,0.536,177817.110700723
"2020-11-02",0.472,0.412,0.102,485987.766505114
"2021-02-22",0.391,0.282,0.053,122.328777312
"2021-07-12",0.083,0.536,0.187,1266200.70820105
"2022-09-19",0.086,0.324,0.166,335205.315590342
"2022-10-03",0.022,0.753,0.123,472580.532511718
"2022-10-17",0.047,0.34,0.186,834257.795512378
"2022-11-14",0.209,0.612,0.182,1262457.4476153
"2022-11-28",0.187,0.404,0.154,499223.740210272
"2022-12-12",0.261,0.364,0.053,169082.836000646
