"Date","S191_NITRATE+NITRITE-N_mg/L","S191_S_FLOW_cfs"
"1998-10-05",0.0514,301344.710030381
"1998-11-16",0.204,287350.297905888
"1999-01-25",0.323,283411.311276442
"1999-02-08",0.1174,257795.665307309
"1999-06-21",0.094,1270017.36605318
"1999-07-12",0.0286,904890.431532327
"1999-07-26",0.091,426487.049220557
"1999-08-09",0.077,151173.90300217
"1999-08-23",0.188,1153193.38372022
"1999-09-07",0.0714,283142.187966355
"1999-09-20",0.192,855518.537009203
"1999-10-04",0.1065,751636.939315853
"1999-10-18",0.082,4319649.31868588
"1999-11-01",0.1385,583826.322599251
"1999-11-15",0.811,282481.61256887
"2000-01-24",0.274,303179.641690061
"2000-04-17",0.025,281600.845372224
"2000-07-24",0.005,295375.065697555
"2000-08-07",0.0902,323363.889946541
"2000-09-05",0.2026,339511.288551725
"2000-09-18",0.038,681885.07049255
"2001-07-16",0.451,1891618.81508638
"2001-07-30",0.1398,454598.202246854
"2001-08-13",0.093,965125.121480755
"2001-08-27",0.0472,262664.350644326
"2001-09-10",0.179,2378316.0884999
"2001-09-24",0.0078,319987.61569273
"2001-10-08",0.104,288279.996613459
"2001-10-22",0.121,441019.707965222
"2001-11-05",0.283,1106830.77711898
"2001-11-19",0.2146,274187.721467117
"2001-12-17",0.292833333333333,278028.845074714
"2002-06-24",0.108,283362.379765517
"2002-07-08",0.094,1707954.38883014
"2002-07-22",0.028,292830.627129466
"2002-08-05",0.01,271496.488366253
"2002-09-03",0.247,1653591.48019269
"2002-09-16",0.092,293491.20252695
"2002-12-30",0.399,284071.886673926
"2003-01-13",0.359,271741.145920877
"2003-03-24",0.182,40882.2773776704
"2003-07-21",0.068,130059.956038118
"2003-08-04",0.079,299509.778370701
"2003-09-02",0.152,672367.891617677
"2003-09-15",0.0985,299827.833191712
"2003-10-06",0.149,1001236.57654326
"2003-11-03",0.384,308170.65580439
"2004-02-02",0.164,304769.915795117
"2004-07-12",0.007,268780.789509926
"2004-08-09",0.088,571397.718824352
"2004-08-23",0.042,953503.887636115
"2004-09-13",0.012,2226873.06218765
"2004-10-04",0.0045,1931449.06497917
"2004-11-15",0.62,280083.968533555
"2005-02-28",0.017,274163.255711654
"2005-06-13",0.054,1667659.28958357
"2005-06-27",0.101,2077852.14566617
"2005-07-11",0.18,1511959.22182086
"2005-07-25",0.29,309247.149044736
"2005-08-08",0.218,307510.080406906
"2005-09-06",0.169,625393.641129869
"2005-09-20",0.485,296231.367138739
"2005-10-17",0.21,279325.530114221
"2005-11-01",0.084,1283620.32609028
"2005-11-14",0.196,298286.490597581
"2005-12-05",0.312,292610.435330304
"2006-01-09",0.2735,314727.478268314
"2006-02-06",0.979,1046914.14199156
"2006-02-21",0.321,267141.583893946
"2006-07-17",0.05,265428.981011578
"2006-09-11",0.096,563837.800386471
"2006-09-25",0.18,107453.597990861
"2007-07-09",0.098,575116.513654637
"2007-09-24",0.21,903055.499872647
"2007-10-08",0.06,551433.662367034
"2007-10-22",0.129,227751.717599482
"2008-04-02",0.149,388026.881633664
"2008-07-16",0.018,306066.600834624
"2008-07-30",0.013,366619.345604064
"2008-09-10",0.025,435735.104785344
"2008-09-24",0.51,127368.722937254
"2008-10-08",0.405,857940.646799981
"2008-10-22",0.214,187945.933462157
"2009-01-07",0.353,191126.481672269
"2009-02-18",0.005,198001.358957203
"2009-06-03",0.008,186575.851156262
"2009-07-08",0.06,399452.389434605
"2009-07-22",0.086,201279.770189165
"2009-08-12",0.101,604891.338052378
"2009-08-26",0.177,185279.166116755
"2009-09-09",0.0345,631828.13481648
"2009-09-23",0.108,196288.756074835
"2009-12-23",0.424,185939.74151424
"2010-02-24",0.111,179652.042360403
"2010-03-03",5e-04,181511.439775546
"2010-03-17",0.178,176006.644796506
"2010-04-21",0.248,1467700.67018938
"2010-06-30",0.259,248498.678231597
"2010-07-14",0.046,396956.88237744
"2010-09-15",0.069,334177.753860922
"2010-09-29",0.291,204974.099263987
"2010-11-17",0.365,269.1233100864
"2011-08-24",0.107,88150.1169310272
"2011-09-07",0.194,133313.901514618
"2011-09-21",0.119,112689.269659814
"2011-10-05",0.13,37187.948302848
"2011-10-19",0.106,4142982.09849189
"2011-11-02",0.217,883898.813345587
"2011-11-16",0.234,100431.926173152
"2011-12-21",0.457,42423.6199718016
"2012-06-20",0.007,85312.0892973888
"2012-08-22",0.024,769154.420226931
"2012-09-05",0.005,1616794.98397724
"2012-09-20",0.205,1124568.44982922
"2012-10-03",0.171,271105.036278854
"2012-10-17",0.177,187554.481374758
"2012-12-05",0.502,57005.210227392
"2012-12-19",0.461,12648.7955740608
"2013-02-06",0.378,49029.3739466496
"2013-02-21",0.261,1516.8768386688
"2013-06-19",0.034,327474.136864224
"2013-07-10",0.068,666618.439084013
"2013-07-24",0.097,1220082.75915443
"2013-08-07",0.059,4342671.594576
"2013-08-21",0.196,440897.37918791
"2013-09-04",0.318,293980.517636198
"2013-09-18",0.159,1328735.17916294
"2013-10-07",0.17,99428.8301991936
"2014-06-23",0.026,1404579.02109638
"2014-07-07",0.031,191469.002248742
"2014-07-21",0.078,1206112.8127854
"2014-08-04",0.143,704124.442207872
"2014-08-18",0.1,1242468.92540252
"2014-09-22",0.324,1283718.18911213
"2014-10-06",0.16,295008.079365619
"2014-10-20",0.099,179382.919050317
"2015-08-03",0.139,507199.576491014
"2015-08-17",0.033,1012588.68707781
"2015-08-31",0.091,2406916.55663545
"2015-09-14",0.091,430695.15916009
"2015-09-28",0.123,878883.333475795
"2015-10-12",0.183,89202.1444159104
"2015-12-07",0.211,515199.878527219
"2016-01-20",0.164,812532.204661767
"2016-02-01",0.122,2238469.83027683
"2016-02-15",0.229,16783.5082472064
"2016-04-11",0.09,146.7945327744
"2016-05-09",0.279,83795.21245872
"2016-05-23",0.119,92651.8159361088
"2016-06-20",0.105,698986.633560768
"2016-07-06",0.182,15168.768386688
"2016-08-15",0.071,193988.97506137
"2016-08-29",0.112,845927.960867942
"2016-09-12",0.057,457167.106570406
"2016-09-26",0.134,846466.207488115
"2016-10-10",0.114,1633382.76618075
"2017-06-19",0.021,681126.632073216
"2017-07-05",0.022,20918.220920352
"2017-07-31",0.084,476176.998564691
"2017-08-01",0.034,1710033.97804445
"2017-08-14",0.068,805412.669822208
"2017-08-28",0.132,262566.487622477
"2017-09-13",0.014,7603002.63325089
"2017-09-25",0.018,335670.164944128
"2017-10-09",0.045,3202665.25305001
"2017-10-23",0.073,576095.143873133
"2017-11-06",0.196,457167.106570406
"2017-11-20",0.263,368919.12661753
"2017-12-18",0.521,81642.2259780288
"2018-05-21",0.083,1886481.00643928
"2018-06-04",0.126,717164.689869331
"2018-06-18",0.182,428150.720592
"2018-07-02",0.106,576829.116537005
"2018-07-16",0.192,211604.318994298
"2018-08-13",0.383,89936.1170797824
"2018-08-27",0.326,412933.020694387
"2018-09-10",0.222,372099.674827642
"2019-02-11",0.169,6483.425197536
"2019-02-25",0.177,12379.6722639744
"2019-08-12",0.052,650104.054146893
"2019-08-26",0.042,120958.695006106
"2019-12-30",0.246,1061324.47195891
"2020-01-13",0.277,38753.7566524416
"2020-02-10",0.455,73.3972663872
"2020-06-15",0.018,243263.006562643
"2020-08-10",0.142,983009.58872377
"2020-08-24",0.116,487333.383055546
"2020-09-08",0.122,3044102.6918982
"2020-09-21",0.085,6658795.73269048
"2020-10-05",0.082,5802959.14086027
"2020-10-19",0.166,177817.110700723
"2020-11-02",0.472,485987.766505114
"2021-02-22",0.391,122.328777312
"2021-07-12",0.083,1266200.70820105
"2022-09-19",0.086,335205.315590342
"2022-10-03",0.022,472580.532511718
"2022-10-17",0.047,834257.795512378
"2022-11-14",0.209,1262457.4476153
"2022-11-28",0.187,499223.740210272
"2022-12-12",0.261,169082.836000646
