"","date","INDUST_FLOW_cfs"
"1401",2003-11-01,105202.74848832
"1402",2003-11-02,63610.96420224
"1403",2003-11-03,19083.289260672
"1404",2003-11-04,-17370.686378304
"1405",2003-11-05,5871.781310976
"1406",2003-11-06,23731.782798528
"1407",2003-11-07,7584.384193344
"1408",2003-11-08,587.1781310976
"1409",2003-11-09,-19083.289260672
"1410",2003-11-10,-3914.520873984
"1411",2003-11-11,61164.388656
"1412",2003-11-12,134561.6550432
"1413",2003-11-13,176153.43932928
"1414",2003-11-14,266676.73454016
"1415",2003-11-15,217745.22361536
"1416",2003-11-16,266676.73454016
"1417",2003-11-17,190832.89260672
"1418",2003-11-18,134561.6550432
"1419",2003-11-19,58717.81310976
"1420",2003-11-20,19817.261924544
"1421",2003-11-21,114989.05067328
"1422",2003-11-22,141901.38168192
"1423",2003-11-23,212852.07252288
"1424",2003-11-24,222638.37470784
"1425",2003-11-25,220191.7991616
"1426",2003-11-26,261783.58344768
"1427",2003-11-27,132115.07949696
"1428",2003-11-28,168813.71269056
"1429",2003-11-29,300928.79218752
"1430",2003-11-30,266676.73454016
"1431",2003-12-01,173706.86378304
"1432",2003-12-02,114989.05067328
"1433",2003-12-03,12477.535285824
"1434",2003-12-04,129668.50395072
"1435",2003-12-05,-1394.5480613568
"1436",2003-12-06,92969.87075712
"1437",2003-12-07,-19327.946815296
"1438",2003-12-08,19083.289260672
"1439",2003-12-09,29358.90655488
"1440",2003-12-10,132115.07949696
"1441",2003-12-11,83183.56857216
"1442",2003-12-12,-1492.4110832064
"1443",2003-12-13,24465.7554624
"1444",2003-12-14,21529.864806912
"1445",2003-12-15,11009.58995808
"1446",2003-12-16,12966.850395072
"1447",2003-12-17,-8563.01441184
"1448",2003-12-18,-36698.6331936
"1449",2003-12-19,978.630218496
"1450",2003-12-20,-23487.125243904
"1451",2003-12-21,-12477.535285824
"1452",2003-12-22,9541.644630336
"1453",2003-12-23,26912.33100864
"1454",2003-12-24,21040.549697664
"1455",2003-12-25,-21285.207252288
"1456",2003-12-26,-1957.260436992
"1457",2003-12-27,68504.11529472
"1458",2003-12-28,198172.61924544
"1459",2003-12-29,173706.86378304
"1460",2003-12-30,349860.30311232
"1461",2003-12-31,242210.97907776
"1462",2004-01-01,105202.74848832
"1463",2004-01-02,266676.73454016
"1464",2004-01-03,232424.6768928
"1465",2004-01-04,127221.92840448
"1466",2004-01-05,88076.71966464
"1467",2004-01-06,134561.6550432
"1468",2004-01-07,129668.50395072
"1469",2004-01-08,122328.777312
"1470",2004-01-09,117435.62621952
"1471",2004-01-10,283802.76336384
"1472",2004-01-11,203065.77033792
"1473",2004-01-12,298482.21664128
"1474",2004-01-13,276463.03672512
"1475",2004-01-14,102756.17294208
"1476",2004-01-15,293589.0655488
"1477",2004-01-16,-24465.7554624
"1478",2004-01-17,102756.17294208
"1479",2004-01-18,21040.549697664
"1480",2004-01-19,-203065.77033792
"1481",2004-01-20,-212852.07252288
"1482",2004-01-21,4893.15109248
"1483",2004-01-22,-56271.23756352
"1484",2004-01-23,34252.05764736
"1485",2004-01-24,141901.38168192
"1486",2004-01-25,73397.2663872
"1487",2004-01-26,11254.247512704
"1488",2004-01-27,-83183.56857216
"1489",2004-01-28,-160862.34216528
"1490",2004-01-29,-238541.1157584
"1491",2004-01-30,-316219.88935152
"1492",2004-01-31,-393898.66294464
"1493",2004-02-01,-445276.74941568
"1494",2004-02-02,-342520.5764736
"1495",2004-02-03,-132115.07949696
"1496",2004-02-04,-23242.46768928
"1497",2004-02-05,-1174.3562621952
"1498",2004-02-06,34252.05764736
"1499",2004-02-07,58717.81310976
"1500",2004-02-08,46484.93537856
"1501",2004-02-09,100309.59739584
"1502",2004-02-10,198172.61924544
"1503",2004-02-11,56271.23756352
"1504",2004-02-12,75843.84193344
"1505",2004-02-13,26912.33100864
"1506",2004-02-14,-1125.4247512704
"1507",2004-02-15,856.301441184
"1508",2004-02-16,16636.713714432
"1509",2004-02-17,7339.72663872
"1510",2004-02-18,6361.096420224
"1511",2004-02-19,6116.4388656
"1512",2004-02-20,129668.50395072
"1513",2004-02-21,244657.554624
"1514",2004-02-22,168813.71269056
"1515",2004-02-23,176153.43932928
"1516",2004-02-24,85630.1441184
"1517",2004-02-25,-212852.07252288
"1518",2004-02-26,-340074.00092736
"1519",2004-02-27,-300928.79218752
"1520",2004-02-28,-185939.74151424
"1521",2004-02-29,5382.466201728
"1522",2004-03-01,-18104.659042176
"1523",2004-03-02,34252.05764736
"1524",2004-03-03,132115.07949696
"1525",2004-03-04,107649.32403456
"1526",2004-03-05,217745.22361536
"1527",2004-03-06,335180.84983488
"1528",2004-03-07,7829.041747968
"1529",2004-03-08,178600.01487552
"1530",2004-03-09,215298.64806912
"1531",2004-03-10,269123.3100864
"1532",2004-03-11,183493.165968
"1533",2004-03-12,149241.10832064
"1534",2004-03-13,203065.77033792
"1535",2004-03-14,68504.11529472
"1536",2004-03-15,75843.84193344
"1537",2004-03-16,137008.23058944
"1538",2004-03-17,227531.52580032
"1539",2004-03-18,335180.84983488
"1540",2004-03-19,513780.8647104
"1541",2004-03-20,362093.18084352
"1542",2004-03-21,195726.0436992
"1543",2004-03-22,293589.0655488
"1544",2004-03-23,205512.34588416
"1545",2004-03-24,364539.75638976
"1546",2004-03-25,398791.81403712
"1547",2004-03-26,144347.95722816
"1548",2004-03-27,303375.36773376
"1549",2004-03-28,459956.20269312
"1550",2004-03-29,340074.00092736
"1551",2004-03-30,342520.5764736
"1552",2004-03-31,347413.72756608
"1553",2004-04-01,352306.87865856
"1554",2004-04-02,340074.00092736
"1555",2004-04-03,90523.29521088
"1556",2004-04-04,63610.96420224
"1557",2004-04-05,408578.11622208
"1558",2004-04-06,352306.87865856
"1559",2004-04-07,611643.88656
"1560",2004-04-08,437937.02277696
"1561",2004-04-09,261783.58344768
"1562",2004-04-10,325394.54764992
"1563",2004-04-11,251997.28126272
"1564",2004-04-12,-78290.41747968
"1565",2004-04-13,-396345.23849088
"1566",2004-04-14,-237317.82798528
"1567",2004-04-15,-53824.66201728
"1568",2004-04-16,-29358.90655488
"1569",2004-04-17,39145.20873984
"1570",2004-04-18,237317.82798528
"1571",2004-04-19,288695.91445632
"1572",2004-04-20,552926.07345024
"1573",2004-04-21,335180.84983488
"1574",2004-04-22,638556.21756864
"1575",2004-04-23,481975.38260928
"1576",2004-04-24,391452.0873984
"1577",2004-04-25,90523.29521088
"1578",2004-04-26,296035.64109504
"1579",2004-04-27,239764.40353152
"1580",2004-04-28,61164.388656
"1581",2004-04-29,105202.74848832
"1582",2004-04-30,92969.87075712
"1583",2004-05-01,20061.919479168
"1584",2004-05-02,112542.47512704
"1585",2004-05-03,29358.90655488
"1586",2004-05-04,26912.33100864
"1587",2004-05-05,-34252.05764736
"1588",2004-05-06,85630.1441184
"1589",2004-05-07,183493.165968
"1590",2004-05-08,176153.43932928
"1591",2004-05-09,92969.87075712
"1592",2004-05-10,278909.61227136
"1593",2004-05-11,418364.41840704
"1594",2004-05-12,496654.83588672
"1595",2004-05-13,484421.95815552
"1596",2004-05-14,256890.4323552
"1597",2004-05-15,83183.56857216
"1598",2004-05-16,146794.5327744
"1599",2004-05-17,232424.6768928
"1600",2004-05-18,391452.0873984
"1601",2004-05-19,552926.07345024
"1602",2004-05-20,682594.57740096
"1603",2004-05-21,790243.90143552
"1604",2004-05-22,721739.7861408
"1605",2004-05-23,633663.06647616
"1606",2004-05-24,521120.59134912
"1607",2004-05-25,1007989.12505088
"1608",2004-05-26,905232.9521088
"1609",2004-05-27,NA
"1610",2004-05-28,NA
"1611",2004-05-29,NA
"1612",2004-05-30,NA
"1613",2004-05-31,NA
"1614",2004-06-01,NA
"1615",2004-06-02,NA
"1616",2004-06-03,NA
"1617",2004-06-04,NA
"1618",2004-06-05,NA
"1619",2004-06-06,NA
"1620",2004-06-07,NA
"1621",2004-06-08,NA
"1622",2004-06-09,NA
"1623",2004-06-10,NA
"1624",2004-06-11,NA
"1625",2004-06-12,NA
"1626",2004-06-13,NA
"1627",2004-06-14,NA
"1628",2004-06-15,NA
"1629",2004-06-16,NA
"1630",2004-06-17,NA
"1631",2004-06-18,NA
"1632",2004-06-19,NA
"1633",2004-06-20,NA
"1634",2004-06-21,NA
"1635",2004-06-22,NA
"1636",2004-06-23,NA
"1637",2004-06-24,NA
"1638",2004-06-25,NA
"1639",2004-06-26,NA
"1640",2004-06-27,NA
"1641",2004-06-28,NA
"1642",2004-06-29,NA
"1643",2004-06-30,NA
"1644",2004-07-01,NA
"1645",2004-07-02,NA
"1646",2004-07-03,NA
"1647",2004-07-04,NA
"1648",2004-07-05,NA
"1649",2004-07-06,NA
"1650",2004-07-07,NA
"1651",2004-07-08,NA
"1652",2004-07-09,NA
"1653",2004-07-10,NA
"1654",2004-07-11,NA
"1655",2004-07-12,NA
"1656",2004-07-13,NA
"1657",2004-07-14,NA
"1658",2004-07-15,NA
"1659",2004-07-16,NA
"1660",2004-07-17,NA
"1661",2004-07-18,NA
"1662",2004-07-19,NA
"1663",2004-07-20,NA
"1664",2004-07-21,NA
"1665",2004-07-22,NA
"1666",2004-07-23,NA
"1667",2004-07-24,NA
"1668",2004-07-25,NA
"1669",2004-07-26,NA
"1670",2004-07-27,NA
"1671",2004-07-28,NA
"1672",2004-07-29,NA
"1673",2004-07-30,NA
"1674",2004-07-31,NA
"1675",2004-08-01,NA
"1676",2004-08-02,NA
"1677",2004-08-03,NA
"1678",2004-08-04,NA
"1679",2004-08-05,NA
"1680",2004-08-06,NA
"1681",2004-08-07,NA
"1682",2004-08-08,NA
"1683",2004-08-09,NA
"1684",2004-08-10,NA
"1685",2004-08-11,NA
"1686",2004-08-12,NA
"1687",2004-08-13,NA
"1688",2004-08-14,NA
"1689",2004-08-15,NA
"1690",2004-08-16,NA
"1691",2004-08-17,NA
"1692",2004-08-18,NA
"1693",2004-08-19,NA
"1694",2004-08-20,NA
"1695",2004-08-21,NA
"1696",2004-08-22,NA
"1697",2004-08-23,NA
"1698",2004-08-24,NA
"1699",2004-08-25,NA
"1700",2004-08-26,NA
"1701",2004-08-27,NA
"1702",2004-08-28,NA
"1703",2004-08-29,NA
"1704",2004-08-30,NA
"1705",2004-08-31,NA
"1706",2004-09-01,NA
"1707",2004-09-02,85630.1441184
"1708",2004-09-03,-8563.01441184
"1709",2004-09-04,-13456.16550432
"1710",2004-09-05,46484.93537856
"1711",2004-09-06,489315.109248
"1712",2004-09-07,606750.73546752
"1713",2004-09-08,528460.31798784
"1714",2004-09-09,518674.01580288
"1715",2004-09-10,521120.59134912
"1716",2004-09-11,308268.51882624
"1717",2004-09-12,239764.40353152
"1718",2004-09-13,134561.6550432
"1719",2004-09-14,36698.6331936
"1720",2004-09-15,63610.96420224
"1721",2004-09-16,73397.2663872
"1722",2004-09-17,100309.59739584
"1723",2004-09-18,107649.32403456
"1724",2004-09-19,203065.77033792
"1725",2004-09-20,406131.54067584
"1726",2004-09-21,95416.44630336
"1727",2004-09-22,-39145.20873984
"1728",2004-09-23,-73397.2663872
"1729",2004-09-24,-75843.84193344
"1730",2004-09-25,-83183.56857216
"1731",2004-09-26,4648.493537856
"1732",2004-09-27,-44038.35983232
"1733",2004-09-28,-34252.05764736
"1734",2004-09-29,7095.069084096
"1735",2004-09-30,24465.7554624
"1736",2004-10-01,-53824.66201728
"1737",2004-10-02,-41591.78428608
"1738",2004-10-03,-68504.11529472
"1739",2004-10-04,-34252.05764736
"1740",2004-10-05,-85630.1441184
"1741",2004-10-06,-112542.47512704
"1742",2004-10-07,-141901.38168192
"1743",2004-10-08,-92969.87075712
"1744",2004-10-09,-114989.05067328
"1745",2004-10-10,-92969.87075712
"1746",2004-10-11,-129668.50395072
"1747",2004-10-12,-26912.33100864
"1748",2004-10-13,-46484.93537856
"1749",2004-10-14,10030.959739584
"1750",2004-10-15,-20061.919479168
"1751",2004-10-16,-117435.62621952
"1752",2004-10-17,-75843.84193344
"1753",2004-10-18,-34252.05764736
"1754",2004-10-19,-31805.48210112
"1755",2004-10-20,-46484.93537856
"1756",2004-10-21,-85630.1441184
"1757",2004-10-22,-44038.35983232
"1758",2004-10-23,-61164.388656
"1759",2004-10-24,-75843.84193344
"1760",2004-10-25,-31805.48210112
"1761",2004-10-26,-97863.0218496
"1762",2004-10-27,-132115.07949696
"1763",2004-10-28,-154134.25941312
"1764",2004-10-29,-85630.1441184
"1765",2004-10-30,-31805.48210112
"1766",2004-10-31,-63610.96420224
"1767",2004-11-01,-63610.96420224
"1768",2004-11-02,-58717.81310976
"1769",2004-11-03,-95416.44630336
"1770",2004-11-04,-44038.35983232
"1771",2004-11-05,-114989.05067328
"1772",2004-11-06,-90523.29521088
"1773",2004-11-07,-66057.53974848
"1774",2004-11-08,-110095.8995808
"1775",2004-11-09,-100309.59739584
"1776",2004-11-10,-88076.71966464
"1777",2004-11-11,-73397.2663872
"1778",2004-11-12,-68504.11529472
"1779",2004-11-13,-171260.2882368
"1780",2004-11-14,-73397.2663872
"1781",2004-11-15,-117435.62621952
"1782",2004-11-16,-13456.16550432
"1783",2004-11-17,-122328.777312
"1784",2004-11-18,-181046.59042176
"1785",2004-11-19,-92969.87075712
"1786",2004-11-20,-95416.44630336
"1787",2004-11-21,-18349.3165968
"1788",2004-11-22,-95416.44630336
"1789",2004-11-23,-102756.17294208
"1790",2004-11-24,-15168.768386688
"1791",2004-11-25,-21040.549697664
"1792",2004-11-26,-29358.90655488
"1793",2004-11-27,-58717.81310976
"1794",2004-11-28,-70950.69084096
"1795",2004-11-29,-34252.05764736
"1796",2004-11-30,-2691.233100864
"1797",2004-12-01,-95416.44630336
"1798",2004-12-02,-195726.0436992
"1799",2004-12-03,-185939.74151424
"1800",2004-12-04,-44038.35983232
"1801",2004-12-05,3425.205764736
"1802",2004-12-06,-171260.2882368
"1803",2004-12-07,-122328.777312
"1804",2004-12-08,-102756.17294208
"1805",2004-12-09,-73397.2663872
"1806",2004-12-10,-24465.7554624
"1807",2004-12-11,-124775.35285824
"1808",2004-12-12,-183493.165968
"1809",2004-12-13,-166367.13714432
"1810",2004-12-14,-293589.0655488
"1811",2004-12-15,-261783.58344768
"1812",2004-12-16,-78290.41747968
"1813",2004-12-17,-16636.713714432
"1814",2004-12-18,-85630.1441184
"1815",2004-12-19,-61164.388656
"1816",2004-12-20,-159027.4105056
"1817",2004-12-21,-53824.66201728
"1818",2004-12-22,-58717.81310976
"1819",2004-12-23,-107649.32403456
"1820",2004-12-24,-75843.84193344
"1821",2004-12-25,-137008.23058944
"1822",2004-12-26,-80736.99302592
"1823",2004-12-27,-139454.80613568
"1824",2004-12-28,83183.56857216
"1825",2004-12-29,-22753.152580032
"1826",2004-12-30,-34252.05764736
"1827",2004-12-31,-124775.35285824
"1828",2005-01-01,-73397.2663872
"1829",2005-01-02,-4403.835983232
"1830",2005-01-03,-90523.29521088
"1831",2005-01-04,-110095.8995808
"1832",2005-01-05,-90523.29521088
"1833",2005-01-06,-102756.17294208
"1834",2005-01-07,-29358.90655488
"1835",2005-01-08,17370.686378304
"1836",2005-01-09,-90523.29521088
"1837",2005-01-10,-22508.495025408
"1838",2005-01-11,-85630.1441184
"1839",2005-01-12,1223.28777312
"1840",2005-01-13,-119882.20176576
"1841",2005-01-14,-66057.53974848
"1842",2005-01-15,215298.64806912
"1843",2005-01-16,68504.11529472
"1844",2005-01-17,-139454.80613568
"1845",2005-01-18,-44038.35983232
"1846",2005-01-19,3914.520873984
"1847",2005-01-20,-78290.41747968
"1848",2005-01-21,-34252.05764736
"1849",2005-01-22,-110095.8995808
"1850",2005-01-23,-183493.165968
"1851",2005-01-24,-168813.71269056
"1852",2005-01-25,-188386.31706048
"1853",2005-01-26,-144347.95722816
"1854",2005-01-27,-31805.48210112
"1855",2005-01-28,-114989.05067328
"1856",2005-01-29,-85630.1441184
"1857",2005-01-30,-21529.864806912
"1858",2005-01-31,-176153.43932928
"1859",2005-02-01,-137008.23058944
"1860",2005-02-02,-61164.388656
"1861",2005-02-03,-1247.7535285824
"1862",2005-02-04,-119882.20176576
"1863",2005-02-05,-17860.001487552
"1864",2005-02-06,-46484.93537856
"1865",2005-02-07,-134561.6550432
"1866",2005-02-08,-181046.59042176
"1867",2005-02-09,-124775.35285824
"1868",2005-02-10,-68504.11529472
"1869",2005-02-11,-198172.61924544
"1870",2005-02-12,-173706.86378304
"1871",2005-02-13,-9541.644630336
"1872",2005-02-14,-112542.47512704
"1873",2005-02-15,-156580.83495936
"1874",2005-02-16,-198172.61924544
"1875",2005-02-17,-117435.62621952
"1876",2005-02-18,-173706.86378304
"1877",2005-02-19,-127221.92840448
"1878",2005-02-20,-139454.80613568
"1879",2005-02-21,-100309.59739584
"1880",2005-02-22,-203065.77033792
"1881",2005-02-23,-222638.37470784
"1882",2005-02-24,-70950.69084096
"1883",2005-02-25,171260.2882368
"1884",2005-02-26,251997.28126272
"1885",2005-02-27,335180.84983488
"1886",2005-02-28,296035.64109504
"1887",2005-03-01,166367.13714432
"1888",2005-03-02,102756.17294208
"1889",2005-03-03,8563.01441184
"1890",2005-03-04,112542.47512704
"1891",2005-03-05,107649.32403456
"1892",2005-03-06,-48931.5109248
"1893",2005-03-07,-36698.6331936
"1894",2005-03-08,-70950.69084096
"1895",2005-03-09,198172.61924544
"1896",2005-03-10,308268.51882624
"1897",2005-03-11,220191.7991616
"1898",2005-03-12,229978.10134656
"1899",2005-03-13,-7339.72663872
"1900",2005-03-14,8318.356857216
"1901",2005-03-15,-19327.946815296
"1902",2005-03-16,-29358.90655488
"1903",2005-03-17,291142.49000256
"1904",2005-03-18,638556.21756864
"1905",2005-03-19,540693.19571904
"1906",2005-03-20,271569.88563264
"1907",2005-03-21,193279.46815296
"1908",2005-03-22,154134.25941312
"1909",2005-03-23,66057.53974848
"1910",2005-03-24,44038.35983232
"1911",2005-03-25,-46484.93537856
"1912",2005-03-26,-31805.48210112
"1913",2005-03-27,21040.549697664
"1914",2005-03-28,-114989.05067328
"1915",2005-03-29,-90523.29521088
"1916",2005-03-30,46484.93537856
"1917",2005-03-31,56271.23756352
"1918",2005-04-01,9052.329521088
"1919",2005-04-02,-48931.5109248
"1920",2005-04-03,-15168.768386688
"1921",2005-04-04,-48931.5109248
"1922",2005-04-05,102756.17294208
"1923",2005-04-06,-21040.549697664
"1924",2005-04-07,58717.81310976
"1925",2005-04-08,7829.041747968
"1926",2005-04-09,-21040.549697664
"1927",2005-04-10,-11988.220176576
"1928",2005-04-11,1614.7398605184
"1929",2005-04-12,22019.17991616
"1930",2005-04-13,-17860.001487552
"1931",2005-04-14,-171260.2882368
"1932",2005-04-15,-227531.52580032
"1933",2005-04-16,-227531.52580032
"1934",2005-04-17,-200619.19479168
"1935",2005-04-18,-185939.74151424
"1936",2005-04-19,-215298.64806912
"1937",2005-04-20,-178600.01487552
"1938",2005-04-21,-205512.34588416
"1939",2005-04-22,-266676.73454016
"1940",2005-04-23,-200619.19479168
"1941",2005-04-24,-127221.92840448
"1942",2005-04-25,-266676.73454016
"1943",2005-04-26,-210405.49697664
"1944",2005-04-27,-88076.71966464
"1945",2005-04-28,46484.93537856
"1946",2005-04-29,13456.16550432
"1947",2005-04-30,-46484.93537856
"1948",2005-05-01,39145.20873984
"1949",2005-05-02,313161.66991872
"1950",2005-05-03,239764.40353152
"1951",2005-05-04,-357200.02975104
"1952",2005-05-05,-452616.4760544
"1953",2005-05-06,-330287.6987424
"1954",2005-05-07,-271569.88563264
"1955",2005-05-08,-92969.87075712
"1956",2005-05-09,36698.6331936
"1957",2005-05-10,36698.6331936
"1958",2005-05-11,97863.0218496
"1959",2005-05-12,447723.32496192
"1960",2005-05-13,584731.55555136
"1961",2005-05-14,359646.60529728
"1962",2005-05-15,286249.33891008
"1963",2005-05-16,430597.29613824
"1964",2005-05-17,340074.00092736
"1965",2005-05-18,185939.74151424
"1966",2005-05-19,812263.08135168
"1967",2005-05-20,939485.00975616
"1968",2005-05-21,836728.83681408
"1969",2005-05-22,741312.39051072
"1970",2005-05-23,870980.89446144
"1971",2005-05-24,636109.6420224
"1972",2005-05-25,401238.38958336
"1973",2005-05-26,163920.56159808
"1974",2005-05-27,-70950.69084096
"1975",2005-05-28,-24465.7554624
"1976",2005-05-29,-73397.2663872
"1977",2005-05-30,-85630.1441184
"1978",2005-05-31,-237317.82798528
"1979",2005-06-01,-462402.77823936
"1980",2005-06-02,-689934.30403968
"1981",2005-06-03,-658128.82193856
"1982",2005-06-04,-719293.21059456
"1983",2005-06-05,-614090.46210624
"1984",2005-06-06,-628769.91538368
"1985",2005-06-07,-941931.5853024
"1986",2005-06-08,-875874.04555392
"1987",2005-06-09,-621430.18874496
"1988",2005-06-10,-486868.53370176
"1989",2005-06-11,-636109.6420224
"1990",2005-06-12,-856301.441184
"1991",2005-06-13,-636109.6420224
"1992",2005-06-14,-494208.26034048
"1993",2005-06-15,-330287.6987424
"1994",2005-06-16,-166367.13714432
"1995",2005-06-17,-88076.71966464
"1996",2005-06-18,-44038.35983232
"1997",2005-06-19,-13945.480613568
"1998",2005-06-20,-168813.71269056
"1999",2005-06-21,-198172.61924544
"2000",2005-06-22,-212852.07252288
"2001",2005-06-23,-161473.98605184
"2002",2005-06-24,-278909.61227136
"2003",2005-06-25,-100309.59739584
"2004",2005-06-26,-134561.6550432
"2005",2005-06-27,-347413.72756608
"2006",2005-06-28,-411024.69176832
"2007",2005-06-29,-56271.23756352
"2008",2005-06-30,5627.123756352
"2009",2005-07-01,7095.069084096
"2010",2005-07-02,-5627.123756352
"2011",2005-07-03,11009.58995808
"2012",2005-07-04,342.5205764736
"2013",2005-07-05,-6116.4388656
"2014",2005-07-06,-3425.205764736
"2015",2005-07-07,-10030.959739584
"2016",2005-07-08,-4893.15109248
"2017",2005-07-09,22997.810134656
"2018",2005-07-10,29358.90655488
"2019",2005-07-11,14190.138168192
"2020",2005-07-12,-8318.356857216
"2021",2005-07-13,-269.1233100864
"2022",2005-07-14,12722.192840448
"2023",2005-07-15,13211.507949696
"2024",2005-07-16,13700.823058944
"2025",2005-07-17,14679.45327744
"2026",2005-07-18,19817.261924544
"2027",2005-07-19,6850.411529472
"2028",2005-07-20,12477.535285824
"2029",2005-07-21,13456.16550432
"2030",2005-07-22,1052.0274848832
"2031",2005-07-23,2935.890655488
"2032",2005-07-24,-9052.329521088
"2033",2005-07-25,2935.890655488
"2034",2005-07-26,39145.20873984
"2035",2005-07-27,83183.56857216
"2036",2005-07-28,288695.91445632
"2037",2005-07-29,310715.09437248
"2038",2005-07-30,315608.24546496
"2039",2005-07-31,92969.87075712
"2040",2005-08-01,56271.23756352
"2041",2005-08-02,48931.5109248
"2042",2005-08-03,24465.7554624
"2043",2005-08-04,34252.05764736
"2044",2005-08-05,24465.7554624
"2045",2005-08-06,-19817.261924544
"2046",2005-08-07,-8563.01441184
"2047",2005-08-08,-13211.507949696
"2048",2005-08-09,2935.890655488
"2049",2005-08-10,-7095.069084096
"2050",2005-08-11,-9296.987075712
"2051",2005-08-12,-2691.233100864
"2052",2005-08-13,-11498.905067328
"2053",2005-08-14,-5627.123756352
"2054",2005-08-15,12477.535285824
"2055",2005-08-16,-92969.87075712
"2056",2005-08-17,22508.495025408
"2057",2005-08-18,21529.864806912
"2058",2005-08-19,39145.20873984
"2059",2005-08-20,105202.74848832
"2060",2005-08-21,66057.53974848
"2061",2005-08-22,63610.96420224
"2062",2005-08-23,95416.44630336
"2063",2005-08-24,-183493.165968
"2064",2005-08-25,44038.35983232
"2065",2005-08-26,13211.507949696
"2066",2005-08-27,13945.480613568
"2067",2005-08-28,2691.233100864
"2068",2005-08-29,391.4520873984
"2069",2005-08-30,39145.20873984
"2070",2005-08-31,58717.81310976
"2071",2005-09-01,-12722.192840448
"2072",2005-09-02,-20795.89214304
"2073",2005-09-03,-16636.713714432
"2074",2005-09-04,1981.7261924544
"2075",2005-09-05,9296.987075712
"2076",2005-09-06,-1859.3974151424
"2077",2005-09-07,3425.205764736
"2078",2005-09-08,-12232.8777312
"2079",2005-09-09,-12966.850395072
"2080",2005-09-10,-4159.178428608
"2081",2005-09-11,2691.233100864
"2082",2005-09-12,-2446.57554624
"2083",2005-09-13,1614.7398605184
"2084",2005-09-14,-15658.083495936
"2085",2005-09-15,17370.686378304
"2086",2005-09-16,200619.19479168
"2087",2005-09-17,132115.07949696
"2088",2005-09-18,7339.72663872
"2089",2005-09-19,73397.2663872
"2090",2005-09-20,-15902.74105056
"2091",2005-09-21,-66057.53974848
"2092",2005-09-22,-10030.959739584
"2093",2005-09-23,-21529.864806912
"2094",2005-09-24,-29358.90655488
"2095",2005-09-25,12232.8777312
"2096",2005-09-26,51378.08647104
"2097",2005-09-27,41591.78428608
"2098",2005-09-28,-44038.35983232
"2099",2005-09-29,-195726.0436992
"2100",2005-09-30,-163920.56159808
"2101",2005-10-01,-58717.81310976
"2102",2005-10-02,-58717.81310976
"2103",2005-10-03,-36698.6331936
"2104",2005-10-04,11743.562621952
"2105",2005-10-05,-15902.74105056
"2106",2005-10-06,-21774.522361536
"2107",2005-10-07,-66057.53974848
"2108",2005-10-08,-31805.48210112
"2109",2005-10-09,-24465.7554624
"2110",2005-10-10,538.2466201728
"2111",2005-10-11,53824.66201728
"2112",2005-10-12,61164.388656
"2113",2005-10-13,117435.62621952
"2114",2005-10-14,58717.81310976
"2115",2005-10-15,70950.69084096
"2116",2005-10-16,61164.388656
"2117",2005-10-17,-12232.8777312
"2118",2005-10-18,31805.48210112
"2119",2005-10-19,-75843.84193344
"2120",2005-10-20,-22019.17991616
"2121",2005-10-21,-36698.6331936
"2122",2005-10-22,7829.041747968
"2123",2005-10-23,15413.425941312
"2124",2005-10-24,NA
"2125",2005-10-25,NA
"2126",2005-10-26,NA
"2127",2005-10-27,NA
"2128",2005-10-28,NA
"2129",2005-10-29,NA
"2130",2005-10-30,NA
"2131",2005-10-31,NA
"2132",2005-11-01,NA
"2133",2005-11-02,NA
"2134",2005-11-03,NA
"2135",2005-11-04,NA
"2136",2005-11-05,1370.0823058944
"2137",2005-11-06,-1345.616550432
"2138",2005-11-07,-3914.520873984
"2139",2005-11-08,11988.220176576
"2140",2005-11-09,9786.30218496
"2141",2005-11-10,7829.041747968
"2142",2005-11-11,5627.123756352
"2143",2005-11-12,11743.562621952
"2144",2005-11-13,11009.58995808
"2145",2005-11-14,11988.220176576
"2146",2005-11-15,20061.919479168
"2147",2005-11-16,11743.562621952
"2148",2005-11-17,2397.6440353152
"2149",2005-11-18,6361.096420224
"2150",2005-11-19,12966.850395072
"2151",2005-11-20,22997.810134656
"2152",2005-11-21,14679.45327744
"2153",2005-11-22,39145.20873984
"2154",2005-11-23,44038.35983232
"2155",2005-11-24,34252.05764736
"2156",2005-11-25,85630.1441184
"2157",2005-11-26,105202.74848832
"2158",2005-11-27,21040.549697664
"2159",2005-11-28,10030.959739584
"2160",2005-11-29,10764.932403456
"2161",2005-11-30,21285.207252288
"2162",2005-12-01,34252.05764736
"2163",2005-12-02,36698.6331936
"2164",2005-12-03,23242.46768928
"2165",2005-12-04,23242.46768928
"2166",2005-12-05,19572.60436992
"2167",2005-12-06,-15413.425941312
"2168",2005-12-07,4159.178428608
"2169",2005-12-08,7829.041747968
"2170",2005-12-09,31805.48210112
"2171",2005-12-10,18838.631706048
"2172",2005-12-11,31805.48210112
"2173",2005-12-12,41591.78428608
"2174",2005-12-13,29358.90655488
"2175",2005-12-14,14434.795722816
"2176",2005-12-15,24465.7554624
"2177",2005-12-16,-8807.671966464
"2178",2005-12-17,11498.905067328
"2179",2005-12-18,18593.974151424
"2180",2005-12-19,-3669.86331936
"2181",2005-12-20,6116.4388656
"2182",2005-12-21,39145.20873984
"2183",2005-12-22,22753.152580032
"2184",2005-12-23,18593.974151424
