"","date","L001_RADP_MICROMOLE/m^2/s"
"1004",2002-09-30,487.88
"1005",2002-10-01,509.32
"1006",2002-10-02,502.65
"1007",2002-10-03,504.05
"1008",2002-10-04,390.76
"1009",2002-10-05,544.67
"1010",2002-10-06,529.17
"1011",2002-10-07,526.24
"1012",2002-10-08,443.25
"1013",2002-10-09,458.84
"1014",2002-10-10,526.32
"1015",2002-10-11,523.31
"1016",2002-10-12,446.86
"1017",2002-10-13,507.32
"1018",2002-10-14,416.3
"1019",2002-10-15,345.9
"1020",2002-10-16,316.14
"1021",2002-10-17,286.86
"1022",2002-10-18,356.29
"1023",2002-10-19,376.23
"1024",2002-10-20,316.09
"1025",2002-10-21,421.01
"1026",2002-10-22,429.79
"1027",2002-10-23,467.4
"1028",2002-10-24,363.75
"1029",2002-10-25,263.02
"1030",2002-10-26,333.4
"1031",2002-10-27,398.89
"1032",2002-10-28,431.36
"1033",2002-10-29,430.67
"1034",2002-10-30,367.15
"1035",2002-10-31,385.37
"1036",2002-11-01,233.8
"1037",2002-11-02,367.08
"1038",2002-11-03,394.56
"1039",2002-11-04,413.96
"1040",2002-11-05,384.61
"1041",2002-11-06,329.57
"1042",2002-11-07,427.19
"1043",2002-11-08,386.11
"1044",2002-11-09,410
"1045",2002-11-10,389.35
"1046",2002-11-11,412.28
"1047",2002-11-12,403.47
"1048",2002-11-13,355.86
"1049",2002-11-14,338.15
"1050",2002-11-15,150.92
"1051",2002-11-16,43.32
"1052",2002-11-17,172.14
"1053",2002-11-18,408.79
"1054",2002-11-19,347.62
"1055",2002-11-20,311.55
"1056",2002-11-21,195.81
"1057",2002-11-22,315.04
"1058",2002-11-23,383.25
"1059",2002-11-24,396.09
"1060",2002-11-25,360.21
"1061",2002-11-26,238.97
"1062",2002-11-27,382.84
"1063",2002-11-28,297.6
"1064",2002-11-29,379.14
"1065",2002-11-30,346.86
"1066",2002-12-01,86.89
"1067",2002-12-02,288.43
"1068",2002-12-03,319.96
"1069",2002-12-04,294.72
"1070",2002-12-05,331.88
"1071",2002-12-06,69.6
"1072",2002-12-07,262.48
"1073",2002-12-08,219.15
"1074",2002-12-09,54.17
"1075",2002-12-10,259.98
"1076",2002-12-11,315.14
"1077",2002-12-12,173.9
"1078",2002-12-13,88.85
"1079",2002-12-14,264.37
"1080",2002-12-15,182.47
"1081",2002-12-16,363.65
"1082",2002-12-17,328.24
"1083",2002-12-18,266.09
"1084",2002-12-19,332.09
"1085",2002-12-20,141.6
"1086",2002-12-21,344.11
"1087",2002-12-22,249.42
"1088",2002-12-23,320.77
"1089",2002-12-24,261.89
"1090",2002-12-25,287.97
"1091",2002-12-26,360.56
"1092",2002-12-27,177.39
"1093",2002-12-28,248.04
"1094",2002-12-29,360.36
"1095",2002-12-30,338.14
"1096",2002-12-31,301.54
"1097",2003-01-01,216.33
"1098",2003-01-02,310.1
"1099",2003-01-03,185.52
"1100",2003-01-04,369.99
"1101",2003-01-05,354.24
"1102",2003-01-06,270.58
"1103",2003-01-07,265.68
"1104",2003-01-08,361.05
"1105",2003-01-09,365.46
"1106",2003-01-10,313.12
"1107",2003-01-11,241.66
"1108",2003-01-12,308.74
"1109",2003-01-13,314.09
"1110",2003-01-14,206.76
"1111",2003-01-15,374.75
"1112",2003-01-16,349.5
"1113",2003-01-17,301.06
"1114",2003-01-18,235.78
"1115",2003-01-19,375.65
"1116",2003-01-20,346.34
"1117",2003-01-21,374.34
"1118",2003-01-22,369.43
"1119",2003-01-23,267.71
"1120",2003-01-24,313.35
"1121",2003-01-25,289.78
"1122",2003-01-26,390.41
"1123",2003-01-27,253.52
"1124",2003-01-28,368.14
"1125",2003-01-29,348.42
"1126",2003-01-30,354.53
"1127",2003-01-31,367.19
"1128",2003-02-01,319.76
"1129",2003-02-02,386.27
"1130",2003-02-03,390.58
"1131",2003-02-04,338.43
"1132",2003-02-05,227.41
"1133",2003-02-06,292.94
"1134",2003-02-07,297.4
"1135",2003-02-08,73.94
"1136",2003-02-09,283.6
"1137",2003-02-10,319.74
"1138",2003-02-11,414.62
"1139",2003-02-12,179.73
"1140",2003-02-13,74.35
"1141",2003-02-14,385.18
"1142",2003-02-15,409.89
"1143",2003-02-16,320.06
"1144",2003-02-17,83.18
"1145",2003-02-18,432.01
"1146",2003-02-19,306.3
"1147",2003-02-20,310.69
"1148",2003-02-21,326.84
"1149",2003-02-22,332.8
"1150",2003-02-23,455.71
"1151",2003-02-24,275.37
"1152",2003-02-25,402.07
"1153",2003-02-26,415.93
"1154",2003-02-27,246.83
"1155",2003-02-28,135.09
"1156",2003-03-01,203.95
"1157",2003-03-02,220.85
"1158",2003-03-03,113.47
"1159",2003-03-04,369.26
"1160",2003-03-05,345.89
"1161",2003-03-06,330.63
"1162",2003-03-07,313.52
"1163",2003-03-08,351.5
"1164",2003-03-09,317.3
"1165",2003-03-10,252.46
"1166",2003-03-11,330.06
"1167",2003-03-12,0.03
"1168",2003-03-13,NA
"1169",2003-03-14,NA
"1170",2003-03-15,NA
"1171",2003-03-16,NA
"1172",2003-03-17,0
"1173",2003-03-18,0
"1174",2003-03-19,NA
"1175",2003-03-20,NA
"1176",2003-03-21,NA
"1177",2003-03-22,NA
"1178",2003-03-23,NA
"1179",2003-03-24,0.04
"1180",2003-03-25,0.08
"1181",2003-03-26,188.41
"1182",2003-03-27,0.16
"1183",2003-03-28,159.48
"1184",2003-03-29,439.59
"1185",2003-03-30,0.3
"1186",2003-03-31,312.63
"1187",2003-04-01,338.07
"1188",2003-04-02,277.79
"1189",2003-04-03,366.76
"1190",2003-04-04,508.94
"1191",2003-04-05,458.97
"1192",2003-04-06,429.08
"1193",2003-04-07,322.59
"1194",2003-04-08,108.49
"1195",2003-04-09,455.52
"1196",2003-04-10,376.33
"1197",2003-04-11,136.36
"1198",2003-04-12,211.6
"1199",2003-04-13,367.07
"1200",2003-04-14,636.3
"1201",2003-04-15,250.48
"1202",2003-04-16,350.14
"1203",2003-04-17,598.76
"1204",2003-04-18,270.48
"1205",2003-04-19,329.01
"1206",2003-04-20,235.08
"1207",2003-04-21,390.95
"1208",2003-04-22,405.32
"1209",2003-04-23,342.77
"1210",2003-04-24,407.27
"1211",2003-04-25,368.29
"1212",2003-04-26,87.52
"1213",2003-04-27,378.31
"1214",2003-04-28,398.46
"1215",2003-04-29,383.02
"1216",2003-04-30,147.82
"1217",2003-05-01,301.72
"1218",2003-05-02,478.43
"1219",2003-05-03,479.61
"1220",2003-05-04,506.27
"1221",2003-05-05,506.87
"1222",2003-05-06,483.67
"1223",2003-05-07,518.6
"1224",2003-05-08,526.31
"1225",2003-05-09,528.97
"1226",2003-05-10,522.03
"1227",2003-05-11,532.12
"1228",2003-05-12,510.29
"1229",2003-05-13,475.8
"1230",2003-05-14,447.62
"1231",2003-05-15,469.27
"1232",2003-05-16,494.16
"1233",2003-05-17,540.66
"1234",2003-05-18,563.7
"1235",2003-05-19,516.59
"1236",2003-05-20,369.72
"1237",2003-05-21,558.92
"1238",2003-05-22,463.91
"1239",2003-05-23,180.83
"1240",2003-05-24,353.94
"1241",2003-05-25,442.5
"1242",2003-05-26,478.29
"1243",2003-05-27,385.86
"1244",2003-05-28,202.08
"1245",2003-05-29,425.22
"1246",2003-05-30,477.59
"1247",2003-05-31,563
"1248",2003-06-01,556.2
"1249",2003-06-02,549.12
"1250",2003-06-03,339.56
"1251",2003-06-04,252.17
"1252",2003-06-05,217.93
"1253",2003-06-06,302.94
"1254",2003-06-07,346.25
"1255",2003-06-08,372.99
"1256",2003-06-09,337.49
"1257",2003-06-10,360.85
"1258",2003-06-11,459.89
"1259",2003-06-12,300.81
"1260",2003-06-13,538.41
"1261",2003-06-14,584.88
"1262",2003-06-15,469.94
"1263",2003-06-16,423.6
"1264",2003-06-17,528.68
"1265",2003-06-18,454.11
"1266",2003-06-19,357.19
"1267",2003-06-20,392.46
"1268",2003-06-21,NA
"1269",2003-06-22,NA
"1270",2003-06-23,NA
"1271",2003-06-24,751.17
"1272",2003-06-25,1303.15
"1273",2003-06-26,1132.92
"1274",2003-06-27,NA
"1275",2003-06-28,830.24
"1276",2003-06-29,937.34
"1277",2003-06-30,1157.59
"1278",2003-07-01,812.57
"1279",2003-07-02,751.6
"1280",2003-07-03,823.03
"1281",2003-07-04,575.93
"1282",2003-07-05,877.63
"1283",2003-07-06,1169.23
"1284",2003-07-07,634.16
"1285",2003-07-08,542.78
"1286",2003-07-09,726.62
"1287",2003-07-10,317.62
"1288",2003-07-11,649
"1289",2003-07-12,223.13
"1290",2003-07-13,659.66
"1291",2003-07-14,571.72
"1292",2003-07-15,934.83
"1293",2003-07-16,902.89
"1294",2003-07-17,939.58
"1295",2003-07-18,1210.51
"1296",2003-07-19,1286.5
"1297",2003-07-20,1002.12
"1298",2003-07-21,1262.12
"1299",2003-07-22,1238.69
"1300",2003-07-23,1364.55
"1301",2003-07-24,909.3
"1302",2003-07-25,1055.24
"1303",2003-07-26,730.53
"1304",2003-07-27,697.66
"1305",2003-07-28,1060.97
"1306",2003-07-29,1186.53
"1307",2003-07-30,1048.65
"1308",2003-07-31,1120.83
"1309",2003-08-01,778.41
"1310",2003-08-02,653.72
"1311",2003-08-03,863.54
"1312",2003-08-04,888.52
"1313",2003-08-05,1006.19
"1314",2003-08-06,1079.18
"1315",2003-08-07,656.39
"1316",2003-08-08,678.64
"1317",2003-08-09,1118.86
"1318",2003-08-10,543.34
"1319",2003-08-11,715.48
"1320",2003-08-12,1093.28
"1321",2003-08-13,993.95
"1322",2003-08-14,430.23
"1323",2003-08-15,724.71
"1324",2003-08-16,673.95
"1325",2003-08-17,800.59
"1326",2003-08-18,1124.46
"1327",2003-08-19,1055
"1328",2003-08-20,703.53
"1329",2003-08-21,789.68
"1330",2003-08-22,827.62
"1331",2003-08-23,805.38
"1332",2003-08-24,1027.92
"1333",2003-08-25,1176.5
"1334",2003-08-26,658.68
"1335",2003-08-27,665.29
"1336",2003-08-28,920.8
"1337",2003-08-29,772.68
"1338",2003-08-30,1069.53
"1339",2003-08-31,887.04
"1340",2003-09-01,718.29
"1341",2003-09-02,930.37
"1342",2003-09-03,1009.45
"1343",2003-09-04,657.81
"1344",2003-09-05,520.42
"1345",2003-09-06,932.24
"1346",2003-09-07,1093.37
"1347",2003-09-08,1142.01
"1348",2003-09-09,71.05
"1349",2003-09-10,NA
"1350",2003-09-11,NA
"1351",2003-09-12,NA
"1352",2003-09-13,NA
"1353",2003-09-14,NA
"1354",2003-09-15,795.27
"1355",2003-09-16,309
"1356",2003-09-17,343.38
"1357",2003-09-18,736.54
"1358",2003-09-19,725.07
"1359",2003-09-20,453.67
"1360",2003-09-21,723.04
"1361",2003-09-22,1084.39
"1362",2003-09-23,532.2
"1363",2003-09-24,1023.48
"1364",2003-09-25,690.58
"1365",2003-09-26,484.18
"1366",2003-09-27,430.25
"1367",2003-09-28,276.85
"1368",2003-09-29,107.12
"1369",2003-09-30,262.49
"1370",2003-10-01,365.41
"1371",2003-10-02,391.98
"1372",2003-10-03,505.51
"1373",2003-10-04,558.57
"1374",2003-10-05,610.6
"1375",2003-10-06,1028.58
"1376",2003-10-07,820.25
"1377",2003-10-08,933.14
"1378",2003-10-09,969.38
"1379",2003-10-10,1017.59
"1380",2003-10-11,605.3
"1381",2003-10-12,956.22
"1382",2003-10-13,926.94
"1383",2003-10-14,360.01
"1384",2003-10-15,543.17
"1385",2003-10-16,416.97
"1386",2003-10-17,NA
"1387",2003-10-18,NA
"1388",2003-10-19,NA
"1389",2003-10-20,NA
"1390",2003-10-21,NA
"1391",2003-10-22,781.52
"1392",2003-10-23,534.85
"1393",2003-10-24,530.37
"1394",2003-10-25,446.69
"1395",2003-10-26,696.47
"1396",2003-10-27,710.08
"1397",2003-10-28,236.88
"1398",2003-10-29,408.05
"1399",2003-10-30,211.09
"1400",2003-10-31,234.15
"1401",2003-11-01,235.58
"1402",2003-11-02,389.84
"1403",2003-11-03,439.4
"1404",2003-11-04,161.12
"1405",2003-11-05,297.4
"1406",2003-11-06,232.87
"1407",2003-11-07,371.76
"1408",2003-11-08,254.27
"1409",2003-11-09,262.5
"1410",2003-11-10,311.15
"1411",2003-11-11,300.67
"1412",2003-11-12,411.23
"1413",2003-11-13,452.76
"1414",2003-11-14,253.77
"1415",2003-11-15,402.37
"1416",2003-11-16,357.46
"1417",2003-11-17,191.17
"1418",2003-11-18,175.86
"1419",2003-11-19,56.54
"1420",2003-11-20,0.01
"1421",2003-11-21,65.43
"1422",2003-11-22,102.32
"1423",2003-11-23,152.88
"1424",2003-11-24,141.73
"1425",2003-11-25,303.44
"1426",2003-11-26,464.26
"1427",2003-11-27,190.54
"1428",2003-11-28,259.77
"1429",2003-11-29,111.56
"1430",2003-11-30,11.33
"1431",2003-12-01,34.79
"1432",2003-12-02,106.75
"1433",2003-12-03,104.39
"1434",2003-12-04,44.77
"1435",2003-12-05,140.99
"1436",2003-12-06,66.04
"1437",2003-12-07,74.46
"1438",2003-12-08,80.89
"1439",2003-12-09,80.13
"1440",2003-12-10,28.67
"1441",2003-12-11,58.28
"1442",2003-12-12,248.38
"1443",2003-12-13,135.4
"1444",2003-12-14,18.16
"1445",2003-12-15,45.87
"1446",2003-12-16,215.56
"1447",2003-12-17,85.32
"1448",2003-12-18,295.88
"1449",2003-12-19,213.57
"1450",2003-12-20,100.55
"1451",2003-12-21,123.2
"1452",2003-12-22,248.67
"1453",2003-12-23,354.18
"1454",2003-12-24,226.9
"1455",2003-12-25,62.73
"1456",2003-12-26,108.76
"1457",2003-12-27,132.49
"1458",2003-12-28,168.79
"1459",2003-12-29,132.48
"1460",2003-12-30,277.22
"1461",2003-12-31,227.72
"1462",2004-01-01,234.21
"1463",2004-01-02,255.27
"1464",2004-01-03,130.82
"1465",2004-01-04,122.96
"1466",2004-01-05,130.49
"1467",2004-01-06,238.6
"1468",2004-01-07,109.85
"1469",2004-01-08,121.68
"1470",2004-01-09,144.37
"1471",2004-01-10,121.83
"1472",2004-01-11,54.6
"1473",2004-01-12,205.59
"1474",2004-01-13,178.17
"1475",2004-01-14,297.26
"1476",2004-01-15,264.18
"1477",2004-01-16,193.89
"1478",2004-01-17,215.36
"1479",2004-01-18,74.81
"1480",2004-01-19,206.63
"1481",2004-01-20,162.97
"1482",2004-01-21,82.75
"1483",2004-01-22,63.93
"1484",2004-01-23,105.48
"1485",2004-01-24,148.49
"1486",2004-01-25,266.7
"1487",2004-01-26,227.16
"1488",2004-01-27,19.51
"1489",2004-01-28,57.07
"1490",2004-01-29,97.41
"1491",2004-01-30,52.11
"1492",2004-01-31,26.15
"1493",2004-02-01,251.36
"1494",2004-02-02,142.43
"1495",2004-02-03,167.64
"1496",2004-02-04,182.83
"1497",2004-02-05,83.6
"1498",2004-02-06,183.52
"1499",2004-02-07,48.33
"1500",2004-02-08,95.29
"1501",2004-02-09,91.42
"1502",2004-02-10,222.34
"1503",2004-02-11,0
"1504",2004-02-12,NA
"1505",2004-02-13,218.88
"1506",2004-02-14,229.2
"1507",2004-02-15,233.79
"1508",2004-02-16,154.83
"1509",2004-02-17,76
"1510",2004-02-18,233.52
"1511",2004-02-19,439.65
"1512",2004-02-20,296.79
"1513",2004-02-21,264.29
"1514",2004-02-22,267.55
"1515",2004-02-23,369.81
"1516",2004-02-24,130.83
"1517",2004-02-25,23.23
"1518",2004-02-26,469.5
"1519",2004-02-27,44.49
"1520",2004-02-28,382.53
"1521",2004-02-29,129.14
"1522",2004-03-01,148.4
"1523",2004-03-02,145.93
"1524",2004-03-03,111.91
"1525",2004-03-04,688.62
"1526",2004-03-05,221.25
"1527",2004-03-06,219.07
"1528",2004-03-07,611.36
"1529",2004-03-08,115.99
"1530",2004-03-09,159.8
"1531",2004-03-10,69.95
"1532",2004-03-11,233.81
"1533",2004-03-12,266.43
"1534",2004-03-13,301.42
"1535",2004-03-14,138.88
"1536",2004-03-15,0
"1537",2004-03-16,NA
"1538",2004-03-17,NA
"1539",2004-03-18,NA
"1540",2004-03-19,NA
"1541",2004-03-20,NA
"1542",2004-03-21,NA
"1543",2004-03-22,NA
"1544",2004-03-23,NA
"1545",2004-03-24,NA
"1546",2004-03-25,NA
"1547",2004-03-26,NA
"1548",2004-03-27,NA
"1549",2004-03-28,NA
"1550",2004-03-29,NA
"1551",2004-03-30,NA
"1552",2004-03-31,NA
"1553",2004-04-01,NA
"1554",2004-04-02,NA
"1555",2004-04-03,NA
"1556",2004-04-04,NA
"1557",2004-04-05,NA
"1558",2004-04-06,NA
"1559",2004-04-07,NA
"1560",2004-04-08,NA
"1561",2004-04-09,NA
"1562",2004-04-10,NA
"1563",2004-04-11,NA
"1564",2004-04-12,NA
"1565",2004-04-13,NA
"1566",2004-04-14,NA
"1567",2004-04-15,NA
"1568",2004-04-16,206.13
"1569",2004-04-17,39.31
"1570",2004-04-18,189.87
"1571",2004-04-19,216.73
"1572",2004-04-20,386.31
"1573",2004-04-21,390.37
"1574",2004-04-22,439.93
"1575",2004-04-23,417.24
"1576",2004-04-24,365.16
"1577",2004-04-25,431.99
"1578",2004-04-26,515.67
"1579",2004-04-27,353.79
"1580",2004-04-28,589.77
"1581",2004-04-29,410.53
"1582",2004-04-30,575.75
"1583",2004-05-01,700.97
"1584",2004-05-02,557.38
"1585",2004-05-03,317.23
"1586",2004-05-04,574.49
"1587",2004-05-05,586.62
"1588",2004-05-06,575.32
"1589",2004-05-07,564.43
"1590",2004-05-08,612.36
"1591",2004-05-09,578.3
"1592",2004-05-10,450.1
"1593",2004-05-11,556.93
"1594",2004-05-12,499.05
"1595",2004-05-13,591.99
"1596",2004-05-14,634.46
"1597",2004-05-15,635.35
"1598",2004-05-16,505.38
"1599",2004-05-17,575.12
"1600",2004-05-18,482.15
"1601",2004-05-19,422.73
"1602",2004-05-20,644.36
"1603",2004-05-21,529.51
"1604",2004-05-22,638.35
"1605",2004-05-23,671.29
"1606",2004-05-24,633.85
"1607",2004-05-25,644.92
"1608",2004-05-26,634.02
"1609",2004-05-27,630.51
"1610",2004-05-28,643.2
"1611",2004-05-29,610.56
"1612",2004-05-30,698.81
"1613",2004-05-31,574.66
"1614",2004-06-01,648.6
"1615",2004-06-02,657.96
"1616",2004-06-03,305.56
"1617",2004-06-04,511.98
"1618",2004-06-05,528.57
"1619",2004-06-06,650.78
"1620",2004-06-07,496.89
"1621",2004-06-08,357.72
"1622",2004-06-09,463.55
"1623",2004-06-10,537.89
"1624",2004-06-11,596.34
"1625",2004-06-12,608.28
"1626",2004-06-13,392.96
"1627",2004-06-14,555.83
"1628",2004-06-15,456.37
"1629",2004-06-16,539.87
"1630",2004-06-17,524.46
"1631",2004-06-18,515.02
"1632",2004-06-19,619.63
"1633",2004-06-20,486.59
"1634",2004-06-21,515.64
"1635",2004-06-22,473.04
"1636",2004-06-23,531.16
"1637",2004-06-24,650.9
"1638",2004-06-25,461.91
"1639",2004-06-26,570.1
"1640",2004-06-27,528.98
"1641",2004-06-28,313.76
"1642",2004-06-29,335.1
"1643",2004-06-30,452.67
"1644",2004-07-01,383.44
"1645",2004-07-02,359.57
"1646",2004-07-03,563.7
"1647",2004-07-04,504.16
"1648",2004-07-05,429.56
"1649",2004-07-06,277.88
"1650",2004-07-07,437.06
"1651",2004-07-08,529.64
"1652",2004-07-09,559.18
"1653",2004-07-10,434.55
"1654",2004-07-11,382.57
"1655",2004-07-12,427.79
"1656",2004-07-13,539.64
"1657",2004-07-14,573.29
"1658",2004-07-15,487.71
"1659",2004-07-16,454.37
"1660",2004-07-17,300.26
"1661",2004-07-18,380.03
"1662",2004-07-19,272.08
"1663",2004-07-20,294.96
"1664",2004-07-21,410.95
"1665",2004-07-22,536.03
"1666",2004-07-23,545.59
"1667",2004-07-24,581.35
"1668",2004-07-25,569.86
"1669",2004-07-26,588.74
"1670",2004-07-27,498.21
"1671",2004-07-28,481.03
"1672",2004-07-29,533.47
"1673",2004-07-30,533.57
"1674",2004-07-31,187.05
"1675",2004-08-01,331.78
"1676",2004-08-02,285.6
"1677",2004-08-03,331.12
"1678",2004-08-04,221.53
"1679",2004-08-05,341.71
"1680",2004-08-06,410.63
"1681",2004-08-07,231.64
"1682",2004-08-08,245.21
"1683",2004-08-09,421.62
"1684",2004-08-10,463.97
"1685",2004-08-11,493.21
"1686",2004-08-12,364.17
"1687",2004-08-13,122.75
"1688",2004-08-14,473.46
"1689",2004-08-15,570.98
"1690",2004-08-16,494.67
"1691",2004-08-17,314.45
"1692",2004-08-18,427.5
"1693",2004-08-19,464.28
"1694",2004-08-20,547.86
"1695",2004-08-21,473.14
"1696",2004-08-22,382.19
"1697",2004-08-23,457.51
"1698",2004-08-24,302.77
"1699",2004-08-25,376.68
"1700",2004-08-26,352.35
"1701",2004-08-27,556.46
"1702",2004-08-28,387.92
"1703",2004-08-29,529.43
"1704",2004-08-30,510.1
"1705",2004-08-31,341.16
"1706",2004-09-01,345.53
"1707",2004-09-02,398.13
"1708",2004-09-03,305.9
"1709",2004-09-04,157.24
"1710",2004-09-05,104.61
"1711",2004-09-06,365.41
"1712",2004-09-07,305.42
"1713",2004-09-08,434.99
"1714",2004-09-09,482.38
"1715",2004-09-10,396.19
"1716",2004-09-11,420.09
"1717",2004-09-12,345.02
"1718",2004-09-13,269.14
"1719",2004-09-14,80.18
"1720",2004-09-15,408.25
"1721",2004-09-16,383.47
"1722",2004-09-17,449.67
"1723",2004-09-18,465.43
"1724",2004-09-19,280.75
"1725",2004-09-20,123.39
"1726",2004-09-21,109.67
"1727",2004-09-22,338.39
"1728",2004-09-23,263.12
"1729",2004-09-24,369.4
"1730",2004-09-25,134.82
"1731",2004-09-26,179.93
"1732",2004-09-27,454.27
"1733",2004-09-28,349.62
"1734",2004-09-29,403.34
"1735",2004-09-30,362.36
"1736",2004-10-01,421.9
"1737",2004-10-02,444.76
"1738",2004-10-03,437.49
"1739",2004-10-04,419.8
"1740",2004-10-05,414.04
"1741",2004-10-06,327.73
"1742",2004-10-07,240.1
"1743",2004-10-08,386.35
"1744",2004-10-09,410.47
"1745",2004-10-10,332.38
"1746",2004-10-11,153.88
"1747",2004-10-12,249.38
"1748",2004-10-13,577.75
"1749",2004-10-14,412.31
"1750",2004-10-15,277.3
"1751",2004-10-16,425.44
"1752",2004-10-17,329.48
"1753",2004-10-18,402.84
"1754",2004-10-19,114.29
"1755",2004-10-20,91.45
"1756",2004-10-21,199.53
"1757",2004-10-22,151.86
"1758",2004-10-23,150.55
"1759",2004-10-24,198.38
"1760",2004-10-25,251.34
"1761",2004-10-26,188.18
"1762",2004-10-27,75.38
"1763",2004-10-28,128.57
"1764",2004-10-29,79.66
"1765",2004-10-30,168.69
"1766",2004-10-31,127.18
"1767",2004-11-01,77.86
"1768",2004-11-02,0
"1769",2004-11-03,NA
"1770",2004-11-04,NA
"1771",2004-11-05,NA
"1772",2004-11-06,NA
"1773",2004-11-07,NA
"1774",2004-11-08,NA
"1775",2004-11-09,NA
"1776",2004-11-10,NA
"1777",2004-11-11,NA
"1778",2004-11-12,NA
"1779",2004-11-13,NA
"1780",2004-11-14,NA
"1781",2004-11-15,NA
"1782",2004-11-16,NA
"1783",2004-11-17,NA
"1784",2004-11-18,NA
"1785",2004-11-19,NA
"1786",2004-11-20,NA
"1787",2004-11-21,NA
"1788",2004-11-22,278.08
"1789",2004-11-23,255.56
"1790",2004-11-24,185.58
"1791",2004-11-25,222.74
"1792",2004-11-26,249
"1793",2004-11-27,209.6
"1794",2004-11-28,0.11
"1795",2004-11-29,0.11
"1796",2004-11-30,155.69
"1797",2004-12-01,303.13
"1798",2004-12-02,257.98
"1799",2004-12-03,292.99
"1800",2004-12-04,261.87
"1801",2004-12-05,307.03
"1802",2004-12-06,321.69
"1803",2004-12-07,226.3
"1804",2004-12-08,262.44
"1805",2004-12-09,391.63
"1806",2004-12-10,234.04
"1807",2004-12-11,311.05
"1808",2004-12-12,466.73
"1809",2004-12-13,456.18
"1810",2004-12-14,415.81
"1811",2004-12-15,468.93
"1812",2004-12-16,284.72
"1813",2004-12-17,70.21
"1814",2004-12-18,410.28
"1815",2004-12-19,360.83
"1816",2004-12-20,495.13
"1817",2004-12-21,416.22
"1818",2004-12-22,366.95
"1819",2004-12-23,44.2
"1820",2004-12-24,59.23
"1821",2004-12-25,21.02
"1822",2004-12-26,350.48
"1823",2004-12-27,450.15
"1824",2004-12-28,66.97
"1825",2004-12-29,181.48
"1826",2004-12-30,265.27
"1827",2004-12-31,305.81
"1828",2005-01-01,276.23
"1829",2005-01-02,289.44
"1830",2005-01-03,294.24
"1831",2005-01-04,308.99
"1832",2005-01-05,0
"1833",2005-01-06,NA
"1834",2005-01-07,NA
"1835",2005-01-08,NA
"1836",2005-01-09,NA
"1837",2005-01-10,NA
"1838",2005-01-11,241.21
"1839",2005-01-12,310.43
"1840",2005-01-13,136.05
"1841",2005-01-14,64.66
"1842",2005-01-15,133.8
"1843",2005-01-16,132.25
"1844",2005-01-17,352.2
"1845",2005-01-18,357.7
"1846",2005-01-19,195.41
"1847",2005-01-20,213.87
"1848",2005-01-21,153.53
"1849",2005-01-22,250.52
"1850",2005-01-23,249.4
"1851",2005-01-24,341.11
"1852",2005-01-25,328.46
"1853",2005-01-26,308.98
"1854",2005-01-27,332.55
"1855",2005-01-28,104.71
"1856",2005-01-29,233.41
"1857",2005-01-30,228.57
"1858",2005-01-31,230.48
"1859",2005-02-01,165.21
"1860",2005-02-02,104.98
"1861",2005-02-03,184.06
"1862",2005-02-04,206.65
"1863",2005-02-05,140.71
"1864",2005-02-06,188.8
"1865",2005-02-07,89.89
"1866",2005-02-08,221.88
"1867",2005-02-09,312.55
"1868",2005-02-10,45.82
"1869",2005-02-11,347.29
"1870",2005-02-12,335.56
"1871",2005-02-13,315.49
"1872",2005-02-14,286.49
"1873",2005-02-15,302.08
"1874",2005-02-16,404.02
"1875",2005-02-17,198.49
"1876",2005-02-18,209.18
"1877",2005-02-19,293.74
"1878",2005-02-20,382.12
"1879",2005-02-21,241.81
"1880",2005-02-22,111.25
"1881",2005-02-23,172.23
"1882",2005-02-24,112.82
"1883",2005-02-25,19.1
"1884",2005-02-26,207.29
"1885",2005-02-27,54.24
"1886",2005-02-28,219.13
"1887",2005-03-01,343.85
"1888",2005-03-02,310.43
"1889",2005-03-03,73.53
"1890",2005-03-04,312.69
"1891",2005-03-05,114.66
"1892",2005-03-06,368.92
"1893",2005-03-07,129.57
"1894",2005-03-08,133.06
"1895",2005-03-09,39.39
"1896",2005-03-10,390.58
"1897",2005-03-11,76.15
"1898",2005-03-12,376.66
"1899",2005-03-13,392.46
"1900",2005-03-14,236.96
"1901",2005-03-15,173.04
"1902",2005-03-16,273.04
"1903",2005-03-17,15.65
"1904",2005-03-18,271.72
"1905",2005-03-19,277.44
"1906",2005-03-20,299.41
"1907",2005-03-21,92.6
"1908",2005-03-22,287.82
"1909",2005-03-23,213.4
"1910",2005-03-24,243.1
"1911",2005-03-25,294.53
"1912",2005-03-26,241.56
"1913",2005-03-27,337.49
"1914",2005-03-28,187.33
"1915",2005-03-29,403.82
"1916",2005-03-30,379.96
"1917",2005-03-31,343.8
"1918",2005-04-01,314.02
"1919",2005-04-02,119.82
"1920",2005-04-03,404.87
"1921",2005-04-04,304.3
"1922",2005-04-05,192.42
"1923",2005-04-06,326.69
"1924",2005-04-07,276.37
"1925",2005-04-08,181.65
"1926",2005-04-09,226.56
"1927",2005-04-10,214.16
"1928",2005-04-11,375.74
"1929",2005-04-12,384.91
"1930",2005-04-13,310.48
"1931",2005-04-14,354.94
"1932",2005-04-15,401.41
"1933",2005-04-16,398.52
"1934",2005-04-17,339.51
"1935",2005-04-18,415.12
"1936",2005-04-19,259.6
"1937",2005-04-20,277.97
"1938",2005-04-21,416.38
"1939",2005-04-22,445.35
