"Date","S65E_NITRATE_NITRITE_N_Ld_mg","S65E_PHOSPHATE_Ld_mg","S65E_AMMONIA_N_Ld_mg","S65E_S_FLOW_cfs"
"2016-05-23",283852282.052896,3507603199.65365,1317885595.24559,20275163.0037783
"2016-06-06",87800256.6279149,974582848.569855,702402053.023319,8780025.66279149
"2016-06-20",177124240.506028,1480252581.37181,1492904312.83652,12651731.4647163
"2016-07-06",91977539.715565,423096682.691599,229943849.288912,4598876.98577825
"2016-07-18",200735480.527393,347542025.987725,596214337.685838,2996051.94817004
"2016-08-01",47347475.5873869,200663110.822735,151060993.540711,2254641.69463747
"2016-08-15",43192823.3235395,213264565.159976,164672638.920994,2699551.45772122
"2016-08-29",151510967.715175,279255509.122088,472357722.876723,2970803.28853285
"2016-09-12",276580570.214361,1909722984.81344,1396073354.41535,13170503.343541
"2016-09-26",285956973.132305,1221816157.92894,1039843538.66293,12998044.2332866
"2016-10-10",486366692.125714,1236182009.15286,1074059778.44428,10132639.4192857
"2016-10-24",205147806.12777,352854226.539764,361060138.784875,4102956.1225554
"2016-11-07",160677503.382762,160677503.382762,312550760.004824,2201061.69017482
"2016-11-21",75259110.3778886,114869168.471514,154479226.56514,1980502.90468128
"2016-12-19",66996437.5801051,100494656.370158,104216680.680164,1861012.15500292
"2017-01-09",81107282.2348434,56868324.3255799,57800591.9374746,932267.611894752
"2017-01-23",140032931.937257,45912436.70074,20660596.515333,1147810.9175185
"2017-02-06",224799092.367258,122987909.229913,14660810.3717777,1628978.93019752
"2017-06-05",139454.80613568,934347.201109056,278909.61227136,13945.480613568
"2017-09-13",104122340.7271,2977898944.79506,708031916.94428,10412234.07271
"2017-09-25",142422795.862334,3943331160.43838,1602256453.45126,17802849.4827918
"2017-10-09",644300385.499124,1921792529.16118,1455230181.04113,11108627.3361918
"2017-10-23",336657994.286678,515292848.397976,377881422.158516,3435285.65598651
"2017-11-06",397807360.968824,645280544.827337,370053359.040766,4625666.98800958
"2017-11-20",321892372.6185,367070249.477236,333186841.833184,2823617.30367105
"2017-12-04",235758576.458151,121884895.110646,130468338.428297,1144459.10902015
"2018-03-26",13768373.0097757,31616263.9483738,7649096.11654204,509939.741102803
"2018-04-09",4963661.39972263,19593400.262063,2612453.36827507,261245.336827507
"2018-05-21",3328321.3731049,7839072.70770758,7620104.1963191,87587.404555392
"2018-06-04",1070278.93845815,13634422.998619,2419761.07825321,46533.8668894848
"2018-12-11",16907256.0383352,3502884.53832912,1728089.7055757,46705.1271777216
"2018-12-26",84212598.2469085,25977445.5609108,9705858.78099963,285466.434735283
"2019-01-07",112057490.456509,39830861.5366738,15401266.4608472,531078.153822317
"2019-01-22",209588830.059305,101144858.287327,20854609.9561498,1042730.49780749
"2019-02-04",41209408.9939581,256766317.577739,41209408.9939581,3169954.53799678
"2019-02-18",96564379.5496558,564901620.365487,386257518.198623,4828218.97748279
"2019-03-04",239509910.7432,348459907.735408,328650817.373189,2701239.59484812
"2019-03-06",198372406.604546,325238480.595825,329851792.377326,2306655.89075053
"2019-06-20",24783076.3107473,113294063.134845,224817906.533208,1770219.73648195
"2019-07-15",150910627.007639,237145271.012004,609522142.849035,1959878.27282648
"2019-07-29",8883393.47962015,165231118.720935,35533573.9184806,1776678.69592403
"2019-08-26",137233511.265738,1621850587.68599,6200459554.46106,12475773.7514307
"2019-09-09",9469764.24078747,35693726.7537374,39335943.7694249,364221.701568749
"2019-09-23",45217266.7250311,200965629.889027,135651800.175093,2512070.37361284
"2019-10-08",66199685.7877165,87669854.1513003,234382671.302456,894590.348482656
"2019-10-21",140473951.645222,40570094.3379702,31441823.1119269,507126.179224627
"2019-11-04",88920054.2554289,22865156.8085389,8186290.70922996,282285.886525171
"2019-11-18",319637143.745731,80646910.1143075,28521468.2111575,983498.903833018
"2019-12-02",153215276.706441,53877899.5011662,23571581.0317602,841842.179705722
"2019-12-16",35169229.8881345,47343194.080181,40579880.6401552,676331.344002586
"2019-12-30",114295886.889519,65030418.4026575,22662115.5039564,985309.369737235
"2020-01-13",123594341.910559,58988208.6391304,25280660.8453416,702240.579037267
"2020-01-27",9513851.53213073,24858773.358148,11048343.7147325,306898.436520346
"2020-02-24",16109476.6842173,109048765.247009,79308192.9069158,1239190.51417056
"2020-06-15",29022820.472093,810406448.566904,535805916.40787,2232524.65169946
"2020-06-29",48841183.3556328,322776516.089399,152894139.200242,2123529.71111447
"2020-07-13",33988072.1459207,360273564.746759,448642552.326153,3398807.21459207
"2020-07-27",56126302.4281607,1150589199.7773,729641931.56609,9354383.73802679
"2020-08-10",58927142.1134963,1090152129.09968,756231657.123202,9821190.35224938
"2020-09-08",64837921.8386794,453865452.870756,590025088.731982,6483792.18386794
"2020-09-21",124285646.296905,790101608.601751,727958785.453299,8877546.16406462
"2020-10-05",288102473.091823,1536546523.15639,768273261.578195,12004269.7121593
"2020-10-19",138440676.106008,369175136.282688,379824419.060074,3549760.92579508
"2020-11-02",364249788.25602,319071519.945196,607082980.4267,2823641.76942651
"2020-11-16",442735442.46429,795981806.132606,612293697.025082,4709951.51557755
"2020-11-30",142140705.701853,288021956.290597,149621795.475635,3740544.88689087
"2020-12-28",126728087.130472,152073704.556566,112647188.560419,2816179.71401048
"2021-01-11",37735932.2936948,106346718.282231,36020662.6439814,1715269.6497134
"2021-02-22",80167038.7866678,255532436.132504,225469796.587503,2505219.96208337
"2021-03-08",38192903.6742216,179731311.408102,125811917.985671,2246641.39260127
"2021-03-22",14160143.1519951,173967473.010226,167898840.230799,2022877.59314216
"2021-04-05",5857101.85769856,52713916.719287,46124677.1293762,732137.73221232
"2021-06-28",11197486.9600313,62705926.976175,120932859.168337,2239497.39200625
"2021-07-12",80448541.7690184,289614750.368466,260116951.719826,2681618.05896728
"2021-07-26",21012414.0788822,491690489.445845,117669518.841741,4202482.81577645
"2021-08-09",72641714.9270102,666594560.506681,371754658.744111,4273042.05453001
"2021-08-23",68089812.1917198,743750256.248016,602332954.003675,5237677.86090152
"2021-09-20",61787873.9682038,370727243.809223,535494907.724433,5148989.49735032
"2021-10-04",69284670.7569924,606240869.123683,594693423.997518,5773722.5630827
"2021-10-18",81208937.4487897,338370572.70329,532369701.053177,4511607.63604387
"2021-11-01",107000736.857252,235401621.085954,331702284.257481,3566691.22857506
"2021-11-15",159901229.427695,301631864.602243,312534221.154131,3634118.85062943
"2021-11-29",66959445.3578459,79979337.5107604,228778104.97264,929992.296636749
"2021-12-13",44266184.9471859,48877245.8791844,18444243.7279941,922212.186399706
"2021-12-27",220756077.345585,67996597.663408,16766284.3553609,931460.241964493
"2022-01-10",108871461.917173,60007892.3952924,98584394.6494089,857255.605647034
"2022-01-24",127337798.22235,71922274.9218828,44804040.1152712,1179053.68724398
"2022-03-07",3515239.74483764,58352979.7643047,54134692.0704996,703047.948967527
"2022-05-02",35680319.519744,578814072.20918,269584636.371399,3964479.94663822
"2022-07-11",162663021.767312,36715367.7703362,12083538.7598575,464751.49076375
"2022-07-25",26577884.1314691,7810643.4998603,3254434.79160846,108481.159720282
"2022-08-08",90692818.4304787,15047687.3629045,9353967.8201839,135564.751017158
"2022-08-22",294194519.599228,100039299.729491,165196475.2112,658153.287694022
"2022-09-06",205921364.38398,98392460.7978063,78011165.3468321,702803.291412902
"2022-09-19",1038647407.87837,393656451.965562,390628325.411981,3028126.55358125
"2022-10-31",68848690.9946526,1537620765.54724,1032730364.91979,11474781.8324421
"2022-11-14",127431159.545194,1083164856.13415,835382045.907385,7079508.86362191
"2022-11-28",256105203.933634,936613317.243005,621969780.981683,7317291.54096098
"2022-12-12",260988446.395152,376130408.040072,360778146.487416,3838065.388164
"2022-12-27",239829873.893138,222195324.342172,282152792.815456,3526909.9101932
"2023-01-09",237290426.339162,215044448.869866,240998089.250712,3707662.91154941
"2023-01-23",215821628.057884,161866221.043413,155121795.166604,3372212.93840444
"2023-02-06",224805698.121232,228211845.062463,235024138.944925,3406146.94123079
"2023-02-20",201735616.14494,173366545.124558,107172046.076999,3152119.00226469
"2023-03-06",86727482.1823996,113122802.846608,58446781.4707476,1885380.04744347
"2023-03-20",232753447.714704,81400112.8619731,29253165.5597716,1271876.76346833
"2023-04-03",23266052.6775457,48747919.8958101,17726516.3257491,1107907.27035932
"2023-04-17",121183510.83305,60162026.6547055,13751320.3782184,859457.52363865
