"","date","L001_RAIN_Inches","L005_RAIN_Inches","L006_RAIN_Inches","LZ40_RAIN_Inches","average_rainfall"
"1618","2004-06-05",NA,NA,NA,0.02,NA
"1619","2004-06-06",NA,NA,NA,0.09,NA
"1620","2004-06-07",NA,NA,NA,0,NA
"1621","2004-06-08",NA,NA,NA,0.06,NA
"1622","2004-06-09",NA,NA,NA,0.38,NA
"1623","2004-06-10",NA,NA,NA,0.02,NA
"1624","2004-06-11",NA,NA,NA,0.06,NA
"1625","2004-06-12",NA,NA,NA,0,NA
"1626","2004-06-13",NA,NA,NA,0,NA
"1627","2004-06-14",NA,NA,NA,0,NA
"1628","2004-06-15",NA,NA,NA,0.2,NA
"1629","2004-06-16",NA,NA,NA,0,NA
"1630","2004-06-17",NA,NA,NA,0,NA
"1631","2004-06-18",NA,NA,NA,0,NA
"1632","2004-06-19",NA,NA,NA,0.05,NA
"1633","2004-06-20",NA,NA,NA,0.01,NA
"1634","2004-06-21",NA,NA,NA,0.01,NA
"1635","2004-06-22",NA,NA,NA,0,NA
"1636","2004-06-23",NA,NA,NA,0,NA
"1637","2004-06-24",NA,NA,NA,0,NA
"1638","2004-06-25",NA,NA,NA,0,NA
"1639","2004-06-26",NA,NA,NA,0,NA
"1640","2004-06-27",NA,NA,NA,0,NA
"1641","2004-06-28",NA,NA,NA,0,NA
"1642","2004-06-29",NA,NA,NA,0.34,NA
"1643","2004-06-30",NA,NA,NA,0,NA
"1644","2004-07-01",NA,NA,NA,0,NA
"1645","2004-07-02",NA,NA,NA,0,NA
"1646","2004-07-03",NA,NA,NA,0,NA
"1647","2004-07-04",NA,NA,NA,0,NA
"1648","2004-07-05",0,NA,0,0,NA
"1649","2004-07-06",0.03,2.9,0.01,0.01,0.7375
"1650","2004-07-07",0.01,0.1,0,0,0.0275
"1651","2004-07-08",0,0,0,0,0
"1652","2004-07-09",0,0,0,0,0
"1653","2004-07-10",0,0,0,0,0
"1654","2004-07-11",0.03,0.04,0,0,0.0175
"1655","2004-07-12",0,0.09,0,0,0.0225
"1656","2004-07-13",0,0,0,0,0
"1657","2004-07-14",0,0,0,0,0
"1658","2004-07-15",0.05,0,0,0.09,0.035
"1659","2004-07-16",0.2,0.01,0,0.04,0.0625
"1660","2004-07-17",0.44,0,0,0,0.11
"1661","2004-07-18",0.27,0.57,0.02,0.04,0.225
"1662","2004-07-19",0.47,0.62,0.05,0.24,0.345
"1663","2004-07-20",0.15,0.06,0.28,0.03,0.13
"1664","2004-07-21",0,0.06,0,0,0.015
"1665","2004-07-22",0,0,0,0,0
"1666","2004-07-23",0.02,0,0,0,0.005
"1667","2004-07-24",0,0,0,0,0
"1668","2004-07-25",0,0,0,0.01,0.0025
"1669","2004-07-26",0.11,0,0.41,0.02,0.135
"1670","2004-07-27",0,0.35,1.5,1.55,0.85
"1671","2004-07-28",0,0,0.29,1.16,0.3625
"1672","2004-07-29",0,0,0.01,0.04,0.0125
"1673","2004-07-30",0.03,0.01,0.01,0.6,0.1625
"1674","2004-07-31",0.08,0.69,0.94,0,0.4275
"1675","2004-08-01",0.28,0.05,0.43,0.02,0.195
"1676","2004-08-02",0.29,0.17,0.66,0.04,0.29
"1677","2004-08-03",1.01,0.01,0.09,0.04,0.2875
"1678","2004-08-04",0.73,0.46,0.15,0.34,0.42
"1679","2004-08-05",0.53,0.42,0.07,0.16,0.295
"1680","2004-08-06",0,0.26,0.03,0.04,0.0825
"1681","2004-08-07",0.19,0.01,0.14,0.01,0.0875
"1682","2004-08-08",0,0,0.31,0.01,0.08
"1683","2004-08-09",0,0,0,0,0
"1684","2004-08-10",0.02,0.27,0.14,0.09,0.13
"1685","2004-08-11",0,0,0.06,0.1,0.04
"1686","2004-08-12",0.02,0.25,0.17,0.01,0.1125
"1687","2004-08-13",0.18,0.57,0.49,0.38,0.405
"1688","2004-08-14",1.8,0.26,1.15,0.12,0.8325
"1689","2004-08-15",0.04,0,0.06,0.01,0.0275
"1690","2004-08-16",0,0,0,0,0
"1691","2004-08-17",0,0,0,0,0
"1692","2004-08-18",0.12,0.2,0,0.01,0.0825
"1693","2004-08-19",0,0,0.01,0.01,0.005
"1694","2004-08-20",0.01,0,0,0,0.0025
"1695","2004-08-21",0,0,0,0,0
"1696","2004-08-22",0,0.01,0,0,0.0025
"1697","2004-08-23",0,0.29,2.44,0.11,0.71
"1698","2004-08-24",0.6,0.01,0.02,0.04,0.1675
"1699","2004-08-25",0.01,0,0.05,0.04,0.025
"1700","2004-08-26",0,0,0.03,0,0.0075
"1701","2004-08-27",0,0,0.33,0,0.0825
"1702","2004-08-28",0.36,0,0.25,0.24,0.2125
"1703","2004-08-29",0.44,0.42,0.01,0.01,0.22
"1704","2004-08-30",0,0,0,0.01,0.0025
"1705","2004-08-31",0,0,0,0.01,0.0025
"1706","2004-09-01",0.1,0.26,0.11,0.17,0.16
"1707","2004-09-02",0,0,0,0.01,0.0025
"1708","2004-09-03",0.29,0.22,0.25,0.12,0.22
"1709","2004-09-04",2.49,1.49,0,1.05,1.2575
"1710","2004-09-05",3.06,1.82,0.55,1.93,1.84
"1711","2004-09-06",0,0.6,0.07,0,0.1675
"1712","2004-09-07",0.01,0.53,0.08,0,0.155
"1713","2004-09-08",0,0.2,0.38,0,0.145
"1714","2004-09-09",0,0,0.01,0,0.0025
"1715","2004-09-10",0,0,0,0.01,0.0025
"1716","2004-09-11",0.04,0,0.01,0,0.0125
"1717","2004-09-12",0,0,0,0,0
"1718","2004-09-13",0,0,0,0,0
"1719","2004-09-14",0,0,0,0,0
"1720","2004-09-15",0,0,0.03,0,0.0075
"1721","2004-09-16",0.43,0.32,0,0,0.1875
"1722","2004-09-17",0,0,0.03,0.01,0.01
"1723","2004-09-18",0,0,0.01,0,0.0025
"1724","2004-09-19",0,0,0,0.01,0.0025
"1725","2004-09-20",1.19,0.47,0,0.13,0.4475
"1726","2004-09-21",1.33,0.71,0,0.52,0.64
"1727","2004-09-22",0,0,0,0,0
"1728","2004-09-23",0,0,0,0,0
"1729","2004-09-24",0,0,0,0,0
"1730","2004-09-25",1.98,1.31,0.02,1.31,1.155
"1731","2004-09-26",1,1.28,0.31,2.39,1.245
"1732","2004-09-27",0,0,0.13,0,0.0325
"1733","2004-09-28",0,0.08,1.65,0.05,0.445
"1734","2004-09-29",0,0.08,0.44,0.01,0.1325
"1735","2004-09-30",0,0,0,0,0
"1736","2004-10-01",0,0,0,0,0
"1737","2004-10-02",0,0,0,0,0
"1738","2004-10-03",0,0,0,0,0
"1739","2004-10-04",0,0,0,0,0
"1740","2004-10-05",0,0,0,0.02,0.005
"1741","2004-10-06",0.19,0.19,0.69,1.26,0.5825
"1742","2004-10-07",0,0.03,0.09,0.01,0.0325
"1743","2004-10-08",0.03,0,0,0,0.0075
"1744","2004-10-09",0,0,0,0,0
"1745","2004-10-10",0,0,0,0.04,0.01
"1746","2004-10-11",0.17,0.15,0.04,0.05,0.1025
"1747","2004-10-12",0,0,0.01,0,0.0025
"1748","2004-10-13",0,0,0,0,0
"1749","2004-10-14",0,0,0,0,0
"1750","2004-10-15",0,0,0,0,0
"1751","2004-10-16",0,0,0,0,0
"1752","2004-10-17",0,0,0,0,0
"1753","2004-10-18",0,0,0,0,0
"1754","2004-10-19",0,0.01,0.01,0.01,0.0075
"1755","2004-10-20",1.24,0.15,0.64,0.71,0.685
"1756","2004-10-21",0,0,0,0.01,0.0025
"1757","2004-10-22",0,0,0,0,0
"1758","2004-10-23",0,0,0,0,0
"1759","2004-10-24",0,0,0,0,0
"1760","2004-10-25",0,0,0,0,0
"1761","2004-10-26",0,0,0,0,0
"1762","2004-10-27",0,0,0,0,0
"1763","2004-10-28",0,0,0,0,0
"1764","2004-10-29",0.01,0,0.07,0.01,0.0225
"1765","2004-10-30",0,0,0,0,0
"1766","2004-10-31",0,0,0,0,0
"1767","2004-11-01",0.07,0,0,0,0.0175
"1768","2004-11-02",0,0,0,0,0
"1769","2004-11-03",0,0,0,0,0
"1770","2004-11-04",0,0,0,0,0
"1771","2004-11-05",0,0,0,0,0
"1772","2004-11-06",0,0,0,0,0
"1773","2004-11-07",0,0,0,0,0
"1774","2004-11-08",0,0,0,0,0
"1775","2004-11-09",0.1,0.11,0.01,0,0.055
"1776","2004-11-10",0.03,0,0.06,0.02,0.0275
"1777","2004-11-11",0,0,0,0,0
"1778","2004-11-12",0.02,0,0,0,0.005
"1779","2004-11-13",0,0,0,0,0
"1780","2004-11-14",0.23,0.36,0.34,0.04,0.2425
"1781","2004-11-15",0,0,0,0,0
"1782","2004-11-16",0,0,0,0,0
"1783","2004-11-17",0,0,0,0,0
"1784","2004-11-18",0,0,0,0,0
"1785","2004-11-19",0.01,0,0,0,0.0025
"1786","2004-11-20",0,0,0,0,0
"1787","2004-11-21",0,0,0,0,0
"1788","2004-11-22",0.58,0,0,0,0.145
"1789","2004-11-23",0.01,0,0,0,0.0025
"1790","2004-11-24",0.04,0,0.07,0.03,0.035
"1791","2004-11-25",0.01,0.05,0.04,0.01,0.0275
"1792","2004-11-26",0,0,0,0,0
"1793","2004-11-27",0.21,0.1,0.15,0.03,0.1225
"1794","2004-11-28",0,0.01,0,0.01,0.005
"1795","2004-11-29",0,0,0,0,0
"1796","2004-11-30",0,0,0,0,0
"1797","2004-12-01",0,0,0,0,0
"1798","2004-12-02",0,0,0,0,0
"1799","2004-12-03",0,0,0,0,0
"1800","2004-12-04",0,0,0,0,0
"1801","2004-12-05",0,0,0,0,0
"1802","2004-12-06",0,0,0,0,0
"1803","2004-12-07",0,0,0,0,0
"1804","2004-12-08",0,0,0,0,0
"1805","2004-12-09",0.01,0.04,0,0,0.0125
"1806","2004-12-10",0.05,0.06,0,0.04,0.0375
"1807","2004-12-11",0.01,0,0,0,0.0025
"1808","2004-12-12",0,0,0,0,0
"1809","2004-12-13",0,0,0,0,0
"1810","2004-12-14",0,0,0,0,0
"1811","2004-12-15",0,0,0,0,0
"1812","2004-12-16",0,0,0,0,0
"1813","2004-12-17",0.11,0.02,0.11,0,0.06
"1814","2004-12-18",0,0.01,0,0.01,0.005
"1815","2004-12-19",0,0,0,0,0
"1816","2004-12-20",0,0,0,0,0
"1817","2004-12-21",0,0,0,0,0
"1818","2004-12-22",0.01,0,0,0,0.0025
"1819","2004-12-23",0,0.02,0.03,0,0.0125
"1820","2004-12-24",0.01,0.1,0.08,0,0.0475
"1821","2004-12-25",0.79,0.66,0.09,0.13,0.4175
"1822","2004-12-26",0.01,0.02,0.04,0.01,0.02
"1823","2004-12-27",0,0,0,0,0
"1824","2004-12-28",0,0,0,0,0
"1825","2004-12-29",0,0,0,0,0
"1826","2004-12-30",0.02,0,0,0,0.005
"1827","2004-12-31",0,0,0,0,0
"1828","2005-01-01",0.01,0,0,0,0.0025
"1829","2005-01-02",0,0,0,0,0
"1830","2005-01-03",0,0,0,0,0
"1831","2005-01-04",0,0,0,0,0
"1832","2005-01-05",0,0,0,0,0
"1833","2005-01-06",0,0.15,0,0,0.0375
"1834","2005-01-07",0,0.02,0,0,0.005
"1835","2005-01-08",0,0,0,0,0
"1836","2005-01-09",0,0,0,0,0
"1837","2005-01-10",0,0,0,0,0
"1838","2005-01-11",0,0,0,0,0
"1839","2005-01-12",0,0,0,0,0
"1840","2005-01-13",0,0,0,0,0
"1841","2005-01-14",0.75,0.4,0.03,0.01,0.2975
"1842","2005-01-15",0.06,0.08,0.06,0.01,0.0525
"1843","2005-01-16",0,0,0.01,0,0.0025
"1844","2005-01-17",0,0,0,0,0
"1845","2005-01-18",0,0,0,0,0
"1846","2005-01-19",0,0,0,0,0
"1847","2005-01-20",0,0,0,0,0
"1848","2005-01-21",0,0,0,0,0
"1849","2005-01-22",0,0,0,0.01,0.0025
"1850","2005-01-23",0,0,0.04,0,0.01
"1851","2005-01-24",0,0,0,0,0
"1852","2005-01-25",0,0,0,0,0
"1853","2005-01-26",0,0,0,0,0
"1854","2005-01-27",0,0.01,0,0,0.0025
"1855","2005-01-28",0.48,0.02,0,0.01,0.1275
"1856","2005-01-29",0,0,0,0,0
"1857","2005-01-30",0,0.01,0,0,0.0025
"1858","2005-01-31",0,0,0,0,0
"1859","2005-02-01",0,0,0,0,0
"1860","2005-02-02",0,0,0,0,0
"1861","2005-02-03",0,0,0,0,0
"1862","2005-02-04",0.01,0,0.01,0,0.005
"1863","2005-02-05",0,0,0,0,0
"1864","2005-02-06",0,0,0,0,0
"1865","2005-02-07",0,0,0,0,0
"1866","2005-02-08",0,0,0,0,0
"1867","2005-02-09",0.03,0,0,0,0.0075
"1868","2005-02-10",0,0.01,0,0.01,0.005
"1869","2005-02-11",0,0,0,0,0
"1870","2005-02-12",0,0,0,0,0
"1871","2005-02-13",0,0,0,0,0
"1872","2005-02-14",0.01,0,0,0,0.0025
"1873","2005-02-15",0,0,0,0,0
"1874","2005-02-16",0,0,0,0,0
"1875","2005-02-17",0,0,0,0,0
"1876","2005-02-18",0,0,0,0,0
"1877","2005-02-19",0,0,0,0,0
"1878","2005-02-20",0,0,0,0,0
"1879","2005-02-21",0,0,0,0,0
"1880","2005-02-22",0,0,0,0,0
"1881","2005-02-23",0,0,0,0,0
"1882","2005-02-24",0,0,0,0,0
"1883","2005-02-25",0.59,1.06,0.26,0.01,0.48
"1884","2005-02-26",0,0.02,0,0,0.005
"1885","2005-02-27",0.68,0.56,0.03,0.01,0.32
"1886","2005-02-28",0,0.02,0,0.01,0.0075
"1887","2005-03-01",0,0,0,0,0
"1888","2005-03-02",0,0,0,0,0
"1889","2005-03-03",0.13,0.2,0,0.01,0.085
"1890","2005-03-04",0.13,0.16,0,0.01,0.075
"1891","2005-03-05",0,0,0.02,0,0.005
"1892","2005-03-06",0,0,0,0,0
"1893","2005-03-07",0,0,0,0,0
"1894","2005-03-08",0,0,0,0.01,0.0025
"1895","2005-03-09",1.17,1.29,NA,0.17,NA
"1896","2005-03-10",0.01,0,NA,0.01,NA
"1897","2005-03-11",0,0,0,0,0
"1898","2005-03-12",0,0,0,0,0
"1899","2005-03-13",0,0,NA,0,NA
"1900","2005-03-14",0,0,0.02,0.05,0.0175
"1901","2005-03-15",0,0,0,0,0
"1902","2005-03-16",0,0,0.01,0,0.0025
"1903","2005-03-17",3.77,4.4,3.17,0.02,2.84
"1904","2005-03-18",0,0,0,0.01,0.0025
"1905","2005-03-19",0,0,0,0,0
"1906","2005-03-20",0,0,0,0,0
"1907","2005-03-21",0,0.14,0.02,0.22,0.095
"1908","2005-03-22",0.02,0.01,0,0,0.0075
"1909","2005-03-23",0,0.01,0,0,0.0025
"1910","2005-03-24",0,0,0,0,0
"1911","2005-03-25",0.02,0,0,0,0.005
"1912","2005-03-26",0,0,0.15,0.01,0.04
"1913","2005-03-27",0,0,0,0,0
"1914","2005-03-28",0.1,0.01,0.16,0.04,0.0775
"1915","2005-03-29",0,0,0,0,0
"1916","2005-03-30",0,0,0,0,0
"1917","2005-03-31",0,0,0,0,0
"1918","2005-04-01",0,0,0,0,0
"1919","2005-04-02",0.28,0.54,0.19,0.11,0.28
"1920","2005-04-03",0,0,0,0,0
"1921","2005-04-04",0,0,0,0,0
"1922","2005-04-05",0,0,0,0,0
"1923","2005-04-06",0,0,0,0,0
"1924","2005-04-07",0.76,0.86,0.78,0.75,0.7875
"1925","2005-04-08",0,0.02,0.08,0.08,0.045
"1926","2005-04-09",0,0,0,0,0
"1927","2005-04-10",0,0,0,0,0
"1928","2005-04-11",0,0,0,0,0
"1929","2005-04-12",0,0,0,0,0
"1930","2005-04-13",0.01,0,0.01,0.06,0.02
"1931","2005-04-14",0,0,0,0,0
"1932","2005-04-15",0,0,0,0,0
"1933","2005-04-16",0,0,0,0,0
"1934","2005-04-17",0,0,0,0,0
"1935","2005-04-18",0,0,0,0,0
"1936","2005-04-19",0,0,0,0,0
"1937","2005-04-20",0,0,0,0,0
"1938","2005-04-21",0,0,0,0,0
"1939","2005-04-22",0,0,0,0,0
"1940","2005-04-23",0,0.05,0,0,0.0125
"1941","2005-04-24",0,0.01,0,0.01,0.005
"1942","2005-04-25",0,0.01,0,0,0.0025
"1943","2005-04-26",0,0,0.02,0,0.005
"1944","2005-04-27",0.73,1.28,0.67,0.01,0.6725
"1945","2005-04-28",0,0,0,0,0
"1946","2005-04-29",0,0,0,0,0
"1947","2005-04-30",0,0,0,0,0
"1948","2005-05-01",0,0.01,0,0,0.0025
"1949","2005-05-02",0,0.01,0,0,0.0025
"1950","2005-05-03",0.34,0.76,0.21,0.01,0.33
"1951","2005-05-04",0.16,0.42,0.41,0.02,0.2525
"1952","2005-05-05",0,0.01,0.03,0,0.01
"1953","2005-05-06",0,0,0,0,0
"1954","2005-05-07",0,0,0,0,0
"1955","2005-05-08",0,0,0,0,0
"1956","2005-05-09",0,0,0,0,0
"1957","2005-05-10",0,0,0,0,0
"1958","2005-05-11",0,0,0,0,0
"1959","2005-05-12",0,0,0,0,0
"1960","2005-05-13",0,0,0,0,0
"1961","2005-05-14",0,0,0,0,0
"1962","2005-05-15",0,0,0,0,0
"1963","2005-05-16",0,0,0,0,0
"1964","2005-05-17",0,0,0,0,0
"1965","2005-05-18",0,0,0,0,0
"1966","2005-05-19",0,0,0,0,0
"1967","2005-05-20",0,0,0,0,0
"1968","2005-05-21",0,0.02,0,0,0.005
"1969","2005-05-22",0,0,0,0,0
"1970","2005-05-23",0,0,0,0,0
"1971","2005-05-24",0,0,0,1.21,0.3025
"1972","2005-05-25",2.07,0.08,0.17,0,0.58
"1973","2005-05-26",0.4,0.22,1.12,0.51,0.5625
"1974","2005-05-27",0.35,0,0,0,0.0875
"1975","2005-05-28",0,0,0,0,0
"1976","2005-05-29",0.8,0,0,0,0.2
"1977","2005-05-30",0.29,0.04,0.06,0.34,0.1825
"1978","2005-05-31",1.01,0.64,0.76,0.54,0.7375
"1979","2005-06-01",1.07,1.04,0.58,0.43,0.78
"1980","2005-06-02",0.42,0.68,0.9,0.77,0.6925
"1981","2005-06-03",1.2,1.1,1.01,1.89,1.3
"1982","2005-06-04",0.09,0.24,0.17,0.17,0.1675
"1983","2005-06-05",0,0.01,0.09,0.03,0.0325
"1984","2005-06-06",0.01,0,1.56,3.86,1.3575
"1985","2005-06-07",0,0.01,0.15,0.08,0.06
"1986","2005-06-08",0.01,0,0.01,0,0.005
"1987","2005-06-09",0,0,0,0,0
"1988","2005-06-10",0.68,0.48,0.8,0.5,0.615
"1989","2005-06-11",0.27,0.16,1.14,0.42,0.4975
"1990","2005-06-12",0.04,0,0,0,0.01
"1991","2005-06-13",0,0,0,0,0
"1992","2005-06-14",0.01,0,0,0,0.0025
"1993","2005-06-15",0,0,0,0,0
"1994","2005-06-16",0.25,0,0,0.08,0.0825
"1995","2005-06-17",0,0,0,0,0
"1996","2005-06-18",1.24,0,0,0,0.31
"1997","2005-06-19",0.33,0,0.11,0.14,0.145
"1998","2005-06-20",2.01,0,0.02,0.01,0.51
"1999","2005-06-21",0,0,0.01,0.01,0.005
"2000","2005-06-22",0.09,0,3.28,0.51,0.97
"2001","2005-06-23",0.23,1.21,1.75,0.67,0.965
"2002","2005-06-24",0.06,0,0,0.01,0.0175
"2003","2005-06-25",0,0.11,0,0,0.0275
"2004","2005-06-26",0.07,0.19,0.15,0.25,0.165
"2005","2005-06-27",1.23,0,0.78,0.36,0.5925
"2006","2005-06-28",0.53,0.2,0.47,0.14,0.335
"2007","2005-06-29",0,0.01,0.1,0,0.0275
"2008","2005-06-30",0.74,1.49,0.74,0.58,0.8875
"2009","2005-07-01",0.37,0.32,0.04,0,0.1825
"2010","2005-07-02",0.52,0,0,0.19,0.1775
"2011","2005-07-03",0.57,1.55,0,0.05,0.5425
"2012","2005-07-04",0.17,0,0,0,0.0425
"2013","2005-07-05",0,0,0,0,0
"2014","2005-07-06",0,0,0,0,0
"2015","2005-07-07",0,0,0,0,0
"2016","2005-07-08",0,0,0.1,0,0.025
"2017","2005-07-09",1.64,0,1.21,0.11,0.74
"2018","2005-07-10",0.18,0,0.21,0.23,0.155
"2019","2005-07-11",0,0,0,0,0
"2020","2005-07-12",0,NA,0.86,0,NA
"2021","2005-07-13",0,NA,0.97,0,NA
"2022","2005-07-14",0,NA,0,0,NA
"2023","2005-07-15",0,NA,0.4,0.06,NA
"2024","2005-07-16",0,NA,0.04,0.02,NA
"2025","2005-07-17",0,NA,0,0.02,NA
"2026","2005-07-18",0,NA,0,0,NA
"2027","2005-07-19",0,NA,0,0,NA
"2028","2005-07-20",0,NA,0.29,0.11,NA
"2029","2005-07-21",0,NA,0,0,NA
"2030","2005-07-22",0,0,0,0.26,0.065
"2031","2005-07-23",0,0,0,0,0
"2032","2005-07-24",0,0.48,0,0.1,0.145
"2033","2005-07-25",0,0.02,0,0,0.005
"2034","2005-07-26",0,0.02,0,0.22,0.06
"2035","2005-07-27",0,0,0,0,0
"2036","2005-07-28",0,0,0,0,0
"2037","2005-07-29",0,0,0,0,0
"2038","2005-07-30",0.09,0.33,0.41,0.19,0.255
"2039","2005-07-31",0.02,0.01,0.01,0.01,0.0125
"2040","2005-08-01",0,0.06,0.13,0,0.0475
"2041","2005-08-02",0,0.05,0,0,0.0125
"2042","2005-08-03",0,0.15,0,0,0.0375
"2043","2005-08-04",0.01,1.32,0.27,0.47,0.5175
"2044","2005-08-05",0,0.03,0.06,0.31,0.1
"2045","2005-08-06",0.31,0,0,0,0.0775
"2046","2005-08-07",0.04,0.24,0.2,0.48,0.24
"2047","2005-08-08",0,0,0,0,0
"2048","2005-08-09",0,0.63,0.17,0,0.2
"2049","2005-08-10",0,0,0,0,0
"2050","2005-08-11",0,0,0.26,0,0.065
"2051","2005-08-12",0,0,0,0,0
"2052","2005-08-13",0,0,0,0,0
"2053","2005-08-14",0.1,0,0.48,0.08,0.165
"2054","2005-08-15",0,0.01,0,0,0.0025
"2055","2005-08-16",0,0,0,0,0
"2056","2005-08-17",0,0,0,0,0
"2057","2005-08-18",0,0,0,0,0
"2058","2005-08-19",0,0,0,0.3,0.075
"2059","2005-08-20",0.08,0,0.05,0,0.0325
"2060","2005-08-21",0,0,0,0,0
"2061","2005-08-22",0,0,0,0,0
"2062","2005-08-23",0,0.45,0,0.01,0.115
"2063","2005-08-24",0,0.01,0,0,0.0025
"2064","2005-08-25",0.13,0.95,0.24,0.47,0.4475
"2065","2005-08-26",0.64,0.16,0.29,0.05,0.285
"2066","2005-08-27",0,0.32,0.61,0.22,0.2875
"2067","2005-08-28",0,0.1,0.05,0.02,0.0425
"2068","2005-08-29",0,0,0,0.44,0.11
"2069","2005-08-30",0.66,0,0.69,1.62,0.7425
"2070","2005-08-31",0.02,0,0.4,0.97,0.3475
"2071","2005-09-01",0.54,0.11,0.53,0.25,0.3575
"2072","2005-09-02",0.33,0.08,0.57,0.06,0.26
"2073","2005-09-03",0.11,0.07,0.1,0.7,0.245
"2074","2005-09-04",0.05,0,0.42,0,0.1175
"2075","2005-09-05",0.42,0.1,0.17,0.44,0.2825
"2076","2005-09-06",0,0.01,0,0,0.0025
"2077","2005-09-07",0.19,0.44,0.5,0.47,0.4
"2078","2005-09-08",0,0.05,0.01,0.01,0.0175
"2079","2005-09-09",0.21,0,0,0,0.0525
"2080","2005-09-10",0,0,0,0,0
"2081","2005-09-11",0,0,0,0,0
"2082","2005-09-12",0,0,0,0,0
"2083","2005-09-13",0,0,0,0,0
"2084","2005-09-14",0,0,0,0,0
"2085","2005-09-15",0,0,0,0,0
"2086","2005-09-16",0,0,0,NA,NA
"2087","2005-09-17",0,0,0,NA,NA
"2088","2005-09-18",0.01,0,0,NA,NA
"2089","2005-09-19",0.09,0.32,0.46,NA,NA
"2090","2005-09-20",0.52,0.05,0.03,NA,NA
"2091","2005-09-21",0.28,0.27,0.2,NA,NA
"2092","2005-09-22",0,0,0.22,NA,NA
"2093","2005-09-23",0,0,0,NA,NA
"2094","2005-09-24",0,0,0,NA,NA
"2095","2005-09-25",0,0,0,NA,NA
"2096","2005-09-26",0,0,0.01,NA,NA
"2097","2005-09-27",0.05,0.26,0.03,NA,NA
"2098","2005-09-28",0.15,0.68,0.58,NA,NA
"2099","2005-09-29",0,0.01,0,NA,NA
"2100","2005-09-30",0,0,0.01,0,0.0025
"2101","2005-10-01",0,0.23,0.03,0.05,0.0775
"2102","2005-10-02",0.02,0.02,0,0.01,0.0125
"2103","2005-10-03",0,0,0.01,0.06,0.0175
"2104","2005-10-04",0.39,0.51,0.54,0.44,0.47
"2105","2005-10-05",0,0,0,0,0
"2106","2005-10-06",0.62,0.09,0.32,NA,NA
"2107","2005-10-07",0.68,0.2,0.29,NA,NA
"2108","2005-10-08",0,0,0,NA,NA
"2109","2005-10-09",0.19,0,0,NA,NA
"2110","2005-10-10",0,0,0.01,NA,NA
"2111","2005-10-11",0,0,0,NA,NA
"2112","2005-10-12",0.33,0.04,0,0,0.0925
"2113","2005-10-13",0,0.26,0,0,0.065
"2114","2005-10-14",0,0,0.06,0,0.015
"2115","2005-10-15",0,0,0,0,0
"2116","2005-10-16",0,0,0,0,0
"2117","2005-10-17",0,0,0,0,0
"2118","2005-10-18",0,0,0,0,0
"2119","2005-10-19",0.03,0.14,0,0,0.0425
"2120","2005-10-20",0,0,0,0,0
"2121","2005-10-21",0.11,0.38,0.12,0.04,0.1625
"2122","2005-10-22",0.09,0,0,0,0.0225
"2123","2005-10-23",0.33,0,0,0,0.0825
"2124","2005-10-24",6.65,2.81,7.25,0,4.1775
"2125","2005-10-25",0,NA,0,NA,NA
"2126","2005-10-26",0,NA,0,NA,NA
"2127","2005-10-27",0,0,0,NA,NA
"2128","2005-10-28",0,0,0,NA,NA
"2129","2005-10-29",0,0,0,NA,NA
"2130","2005-10-30",0,0,0,NA,NA
"2131","2005-10-31",0,0,0,NA,NA
"2132","2005-11-01",2.19,1.41,1.5,0.96,1.515
"2133","2005-11-02",0.24,0.01,0,0.03,0.07
"2134","2005-11-03",0,0,0,0,0
"2135","2005-11-04",0,0,0,0,0
"2136","2005-11-05",0,0,0,0,0
"2137","2005-11-06",0.01,0,0,0,0.0025
"2138","2005-11-07",0,0,0,0,0
"2139","2005-11-08",0,0,0,0,0
"2140","2005-11-09",0,0,0,0,0
"2141","2005-11-10",0.01,0,0,0,0.0025
"2142","2005-11-11",0.01,0,0,0,0.0025
"2143","2005-11-12",0,0,0,0,0
"2144","2005-11-13",0,0,0,0,0
"2145","2005-11-14",0.14,0.11,0.22,0.25,0.18
"2146","2005-11-15",0,0,0,0,0
"2147","2005-11-16",0.01,0,0,0,0.0025
"2148","2005-11-17",0,0,0,0,0
"2149","2005-11-18",0,0,0,0,0
"2150","2005-11-19",1.18,0.12,0.68,0.43,0.6025
"2151","2005-11-20",0.38,0.92,0.09,0.15,0.385
"2152","2005-11-21",0.01,0.01,0,0.1,0.03
"2153","2005-11-22",0,0,NA,0,NA
"2154","2005-11-23",0,0,NA,0,NA
"2155","2005-11-24",0.01,0,NA,0,NA
"2156","2005-11-25",0,0,NA,0,NA
"2157","2005-11-26",0,0,NA,0,NA
"2158","2005-11-27",0,0,NA,0,NA
"2159","2005-11-28",0,0,0.01,0,0.0025
"2160","2005-11-29",0.95,0.38,0.36,0.52,0.5525
"2161","2005-11-30",0,0.04,0.02,0.01,0.0175
"2162","2005-12-01",0.01,0,0,0,0.0025
"2163","2005-12-02",0,0,0,0,0
"2164","2005-12-03",0,0,0,0,0
"2165","2005-12-04",0,0,0,0,0
"2166","2005-12-05",0,0,0,0,0
"2167","2005-12-06",0,0,0,0,0
"2168","2005-12-07",0,0,0.01,0,0.0025
"2169","2005-12-08",0.14,0.07,0.02,0,0.0575
"2170","2005-12-09",0,0,0,0,0
"2171","2005-12-10",0,0,0,0.01,0.0025
"2172","2005-12-11",0,0,0,0,0
"2173","2005-12-12",0,0.01,0,0,0.0025
