"","date","L8.441_FLOW_cfs"
"1640",2004-06-27,232424.6768928
"1641",2004-06-28,259337.00790144
"1642",2004-06-29,251997.28126272
"1643",2004-06-30,320501.39655744
"1644",2004-07-01,222638.37470784
"1645",2004-07-02,320501.39655744
"1646",2004-07-03,308268.51882624
"1647",2004-07-04,327841.12319616
"1648",2004-07-05,274016.46117888
"1649",2004-07-06,266676.73454016
"1650",2004-07-07,300928.79218752
"1651",2004-07-08,271569.88563264
"1652",2004-07-09,291142.49000256
"1653",2004-07-10,254443.85680896
"1654",2004-07-11,242210.97907776
"1655",2004-07-12,227531.52580032
"1656",2004-07-13,266676.73454016
"1657",2004-07-14,247104.13017024
"1658",2004-07-15,227531.52580032
"1659",2004-07-16,234871.25243904
"1660",2004-07-17,242210.97907776
"1661",2004-07-18,239764.40353152
"1662",2004-07-19,178600.01487552
"1663",2004-07-20,63610.96420224
"1664",2004-07-21,161473.98605184
"1665",2004-07-22,-232424.6768928
"1666",2004-07-23,63610.96420224
"1667",2004-07-24,193279.46815296
"1668",2004-07-25,234871.25243904
"1669",2004-07-26,58717.81310976
"1670",2004-07-27,222638.37470784
"1671",2004-07-28,105202.74848832
"1672",2004-07-29,-112542.47512704
"1673",2004-07-30,-70950.69084096
"1674",2004-07-31,-107649.32403456
"1675",2004-08-01,63610.96420224
"1676",2004-08-02,-132115.07949696
"1677",2004-08-03,-518674.01580288
"1678",2004-08-04,-423257.56949952
"1679",2004-08-05,-508887.71361792
"1680",2004-08-06,-618983.61319872
"1681",2004-08-07,-618983.61319872
"1682",2004-08-08,-486868.53370176
"1683",2004-08-09,-264230.15899392
"1684",2004-08-10,-193279.46815296
"1685",2004-08-11,-305821.94328
"1686",2004-08-12,-643449.36866112
"1687",2004-08-13,-707060.33286336
"1688",2004-08-14,-486868.53370176
"1689",2004-08-15,-423257.56949952
"1690",2004-08-16,-557819.22454272
"1691",2004-08-17,-107649.32403456
"1692",2004-08-18,13945.480613568
"1693",2004-08-19,-26912.33100864
"1694",2004-08-20,-234871.25243904
"1695",2004-08-21,-237317.82798528
"1696",2004-08-22,-291142.49000256
"1697",2004-08-23,-269123.3100864
"1698",2004-08-24,-283802.76336384
"1699",2004-08-25,-161473.98605184
"1700",2004-08-26,-330287.6987424
"1701",2004-08-27,-337627.42538112
"1702",2004-08-28,-198172.61924544
"1703",2004-08-29,-68504.11529472
"1704",2004-08-30,-171260.2882368
"1705",2004-08-31,-80736.99302592
"1706",2004-09-01,-261783.58344768
"1707",2004-09-02,-310715.09437248
"1708",2004-09-03,-288695.91445632
"1709",2004-09-04,-14679.45327744
"1710",2004-09-05,-1093619.26916928
"1711",2004-09-06,-2813561.878176
"1712",2004-09-07,-3082685.1882624
"1713",2004-09-08,-2911424.9000256
"1714",2004-09-09,-2155433.05623744
"1715",2004-09-10,-1827591.93304128
"1716",2004-09-11,-1416567.24127296
"1717",2004-09-12,-907679.52765504
"1718",2004-09-13,-760884.99488064
"1719",2004-09-14,-643449.36866112
"1720",2004-09-15,-391452.0873984
"1721",2004-09-16,-26912.33100864
"1722",2004-09-17,171.2602882368
"1723",2004-09-18,-29358.90655488
"1724",2004-09-19,29358.90655488
"1725",2004-09-20,3425.205764736
"1726",2004-09-21,-477082.2315168
"1727",2004-09-22,-1096065.84471552
"1728",2004-09-23,-907679.52765504
"1729",2004-09-24,-239764.40353152
"1730",2004-09-25,-44038.35983232
"1731",2004-09-26,-1783553.57320896
"1732",2004-09-27,-3107150.9437248
"1733",2004-09-28,-2911424.9000256
"1734",2004-09-29,-2617835.8344768
"1735",2004-09-30,-2346265.94884416
"1736",2004-10-01,-2030657.7033792
"1737",2004-10-02,-1617186.43606464
"1738",2004-10-03,-1074046.66479936
"1739",2004-10-04,-567605.52672768
"1740",2004-10-05,-489315.109248
"1741",2004-10-06,220191.7991616
"1742",2004-10-07,-63610.96420224
"1743",2004-10-08,-85630.1441184
"1744",2004-10-09,-34252.05764736
"1745",2004-10-10,-18349.3165968
"1746",2004-10-11,6605.753974848
"1747",2004-10-12,-12232.8777312
"1748",2004-10-13,-31805.48210112
"1749",2004-10-14,-1003.0959739584
"1750",2004-10-15,-9296.987075712
"1751",2004-10-16,-4403.835983232
"1752",2004-10-17,733.972663872
"1753",2004-10-18,-3914.520873984
"1754",2004-10-19,-12722.192840448
"1755",2004-10-20,-22263.837470784
"1756",2004-10-21,-20306.577033792
"1757",2004-10-22,-20306.577033792
"1758",2004-10-23,-29358.90655488
"1759",2004-10-24,-22263.837470784
"1760",2004-10-25,308268.51882624
"1761",2004-10-26,768224.72151936
"1762",2004-10-27,853854.86563776
"1763",2004-10-28,866087.74336896
"1764",2004-10-29,853854.86563776
"1765",2004-10-30,844068.5634528
"1766",2004-10-31,866087.74336896
"1767",2004-11-01,851408.29009152
"1768",2004-11-02,841621.98790656
"1769",2004-11-03,856301.441184
"1770",2004-11-04,858748.01673024
"1771",2004-11-05,831835.6857216
"1772",2004-11-06,831835.6857216
"1773",2004-11-07,826942.53462912
"1774",2004-11-08,782904.1747968
"1775",2004-11-09,738865.81496448
"1776",2004-11-10,773117.87261184
"1777",2004-11-11,839175.41236032
"1778",2004-11-12,853854.86563776
"1779",2004-11-13,716846.63504832
"1780",2004-11-14,455063.05160064
"1781",2004-11-15,349860.30311232
"1782",2004-11-16,856301.441184
"1783",2004-11-17,1250200.10412864
"1784",2004-11-18,1242860.37748992
"1785",2004-11-19,1316257.64387712
"1786",2004-11-20,1352956.27707072
"1787",2004-11-21,1338276.82379328
"1788",2004-11-22,1343169.97488576
"1789",2004-11-23,1274665.85959104
"1790",2004-11-24,1294238.46396096
"1791",2004-11-25,1357849.4281632
"1792",2004-11-26,1308917.9172384
"1793",2004-11-27,1304024.76614592
"1794",2004-11-28,1311364.49278464
"1795",2004-11-29,1284452.161776
"1796",2004-11-30,1255093.25522112
"1797",2004-12-01,1282005.58622976
"1798",2004-12-02,1301578.19059968
"1799",2004-12-03,1211054.8953888
"1800",2004-12-04,1245306.95303616
"1801",2004-12-05,1257539.83076736
"1802",2004-12-06,1259986.4063136
"1803",2004-12-07,1237967.22639744
"1804",2004-12-08,1220841.19757376
"1805",2004-12-09,1189035.71547264
"1806",2004-12-10,1213501.47093504
"1807",2004-12-11,1299131.61505344
"1808",2004-12-12,1193928.86656512
"1809",2004-12-13,1157230.23337152
"1810",2004-12-14,1078939.81589184
"1811",2004-12-15,1159676.80891776
"1812",2004-12-16,1096065.84471552
"1813",2004-12-17,1071600.08925312
"1814",2004-12-18,724186.36168704
"1815",2004-12-19,1000649.39841216
"1816",2004-12-20,949271.31194112
"1817",2004-12-21,927252.13202496
"1818",2004-12-22,912572.67874752
"1819",2004-12-23,1034901.45605952
"1820",2004-12-24,1027561.7294208
"1821",2004-12-25,562712.3756352
"1822",2004-12-26,641002.79311488
"1823",2004-12-27,503994.56252544
"1824",2004-12-28,736419.23941824
"1825",2004-12-29,846515.13899904
"1826",2004-12-30,890553.49883136
"1827",2004-12-31,697274.0306784
"1828",2005-01-01,596964.43328256
"1829",2005-01-02,707060.33286336
"1830",2005-01-03,900339.80101632
"1831",2005-01-04,853854.86563776
"1832",2005-01-05,1066706.93816064
"1833",2005-01-06,1020222.00278208
"1834",2005-01-07,1100958.995808
"1835",2005-01-08,841621.98790656
"1836",2005-01-09,614090.46210624
"1837",2005-01-10,626323.33983744
"1838",2005-01-11,687487.72849344
"1839",2005-01-12,822049.38353664
"1840",2005-01-13,650789.09529984
"1841",2005-01-14,616537.03765248
"1842",2005-01-15,239764.40353152
"1843",2005-01-16,-21774.522361536
"1844",2005-01-17,5382.466201728
"1845",2005-01-18,83183.56857216
"1846",2005-01-19,259337.00790144
"1847",2005-01-20,457509.62714688
"1848",2005-01-21,154134.25941312
"1849",2005-01-22,344967.15201984
"1850",2005-01-23,650789.09529984
"1851",2005-01-24,763331.57042688
"1852",2005-01-25,1137657.6290016
"1853",2005-01-26,1056920.63597568
"1854",2005-01-27,1007989.12505088
"1855",2005-01-28,937038.43420992
"1856",2005-01-29,941931.5853024
"1857",2005-01-30,971290.49185728
"1858",2005-01-31,944378.16084864
"1859",2005-02-01,929698.7075712
"1860",2005-02-02,922358.98093248
"1861",2005-02-03,883213.77219264
"1862",2005-02-04,934591.85866368
"1863",2005-02-05,966397.3407648
"1864",2005-02-06,917465.82984
"1865",2005-02-07,900339.80101632
"1866",2005-02-08,790243.90143552
"1867",2005-02-09,415917.8428608
"1868",2005-02-10,645895.94420736
"1869",2005-02-11,540693.19571904
"1870",2005-02-12,589624.70664384
"1871",2005-02-13,489315.109248
"1872",2005-02-14,462402.77823936
"1873",2005-02-15,567605.52672768
"1874",2005-02-16,469742.50487808
"1875",2005-02-17,496654.83588672
"1876",2005-02-18,496654.83588672
"1877",2005-02-19,579838.40445888
"1878",2005-02-20,665468.54857728
"1879",2005-02-21,496654.83588672
"1880",2005-02-22,550479.497904
"1881",2005-02-23,672808.275216
"1882",2005-02-24,685041.1529472
"1883",2005-02-25,278909.61227136
"1884",2005-02-26,376772.63412096
"1885",2005-02-27,293589.0655488
"1886",2005-02-28,119882.20176576
"1887",2005-03-01,310715.09437248
"1888",2005-03-02,782904.1747968
"1889",2005-03-03,724186.36168704
"1890",2005-03-04,83183.56857216
"1891",2005-03-05,866087.74336896
"1892",2005-03-06,907679.52765504
"1893",2005-03-07,758438.4193344
"1894",2005-03-08,795137.052528
"1895",2005-03-09,738865.81496448
"1896",2005-03-10,452616.4760544
"1897",2005-03-11,633663.06647616
"1898",2005-03-12,582284.98000512
"1899",2005-03-13,582284.98000512
"1900",2005-03-14,917465.82984
"1901",2005-03-15,523567.16689536
"1902",2005-03-16,729079.51277952
"1903",2005-03-17,570052.10227392
"1904",2005-03-18,310715.09437248
"1905",2005-03-19,526013.7424416
"1906",2005-03-20,667915.12412352
"1907",2005-03-21,516227.44025664
"1908",2005-03-22,545586.34681152
"1909",2005-03-23,579838.40445888
"1910",2005-03-24,724186.36168704
"1911",2005-03-25,941931.5853024
"1912",2005-03-26,1054474.06042944
"1913",2005-03-27,973737.06740352
"1914",2005-03-28,998202.82286592
"1915",2005-03-29,636109.6420224
"1916",2005-03-30,807369.9302592
"1917",2005-03-31,846515.13899904
"1918",2005-04-01,959057.61412608
"1919",2005-04-02,1113191.8735392
"1920",2005-04-03,1049580.90933696
"1921",2005-04-04,1025115.15387456
"1922",2005-04-05,978630.218496
"1923",2005-04-06,993309.67177344
"1924",2005-04-07,1003095.9739584
"1925",2005-04-08,990863.0962272
"1926",2005-04-09,971290.49185728
"1927",2005-04-10,1064260.3626144
"1928",2005-04-11,910126.10320128
"1929",2005-04-12,834282.26126784
"1930",2005-04-13,1015328.8516896
"1931",2005-04-14,915019.25429376
"1932",2005-04-15,858748.01673024
"1933",2005-04-16,988416.52068096
"1934",2005-04-17,1039794.607152
"1935",2005-04-18,890553.49883136
"1936",2005-04-19,858748.01673024
"1937",2005-04-20,978630.218496
"1938",2005-04-21,949271.31194112
"1939",2005-04-22,870980.89446144
"1940",2005-04-23,868534.3189152
"1941",2005-04-24,946824.73639488
"1942",2005-04-25,802476.77916672
"1943",2005-04-26,804923.35471296
"1944",2005-04-27,880767.1966464
"1945",2005-04-28,834282.26126784
"1946",2005-04-29,812263.08135168
"1947",2005-04-30,736419.23941824
"1948",2005-05-01,792690.47698176
"1949",2005-05-02,746205.5416032
"1950",2005-05-03,778011.02370432
"1951",2005-05-04,538246.6201728
"1952",2005-05-05,484421.95815552
"1953",2005-05-06,628769.91538368
"1954",2005-05-07,692380.87958592
"1955",2005-05-08,768224.72151936
"1956",2005-05-09,763331.57042688
"1957",2005-05-10,672808.275216
"1958",2005-05-11,770671.2970656
"1959",2005-05-12,741312.39051072
"1960",2005-05-13,719293.21059456
"1961",2005-05-14,758438.4193344
"1962",2005-05-15,760884.99488064
"1963",2005-05-16,785350.75034304
"1964",2005-05-17,687487.72849344
"1965",2005-05-18,645895.94420736
"1966",2005-05-19,643449.36866112
"1967",2005-05-20,628769.91538368
"1968",2005-05-21,663021.97303104
"1969",2005-05-22,628769.91538368
"1970",2005-05-23,694827.45513216
"1971",2005-05-24,685041.1529472
"1972",2005-05-25,704613.75731712
"1973",2005-05-26,521120.59134912
"1974",2005-05-27,286249.33891008
"1975",2005-05-28,396345.23849088
"1976",2005-05-29,601857.58437504
"1977",2005-05-30,579838.40445888
"1978",2005-05-31,459956.20269312
"1979",2005-06-01,318054.8210112
"1980",2005-06-02,127221.92840448
"1981",2005-06-03,-873427.47000768
"1982",2005-06-04,-1340723.39933952
"1983",2005-06-05,-1184142.56438016
"1984",2005-06-06,-993309.67177344
"1985",2005-06-07,-900339.80101632
"1986",2005-06-08,-621430.18874496
"1987",2005-06-09,-398791.81403712
"1988",2005-06-10,-550479.497904
"1989",2005-06-11,-494208.26034048
"1990",2005-06-12,-303375.36773376
"1991",2005-06-13,-188386.31706048
"1992",2005-06-14,227531.52580032
"1993",2005-06-15,474635.65597056
"1994",2005-06-16,567605.52672768
"1995",2005-06-17,499101.41143296
"1996",2005-06-18,589624.70664384
"1997",2005-06-19,682594.57740096
"1998",2005-06-20,535800.04462656
"1999",2005-06-21,389005.51185216
"2000",2005-06-22,738865.81496448
"2001",2005-06-23,773117.87261184
"2002",2005-06-24,667915.12412352
"2003",2005-06-25,623876.7642912
"2004",2005-06-26,428150.720592
"2005",2005-06-27,-203065.77033792
"2006",2005-06-28,-477082.2315168
"2007",2005-06-29,-552926.07345024
"2008",2005-06-30,-631216.49092992
"2009",2005-07-01,-729079.51277952
"2010",2005-07-02,-17126.02882368
"2011",2005-07-03,11254.247512704
"2012",2005-07-04,222638.37470784
"2013",2005-07-05,340074.00092736
"2014",2005-07-06,354753.4542048
"2015",2005-07-07,357200.02975104
"2016",2005-07-08,269123.3100864
"2017",2005-07-09,100309.59739584
"2018",2005-07-10,232424.6768928
"2019",2005-07-11,247104.13017024
"2020",2005-07-12,599411.0088288
"2021",2005-07-13,785350.75034304
"2022",2005-07-14,748652.11714944
"2023",2005-07-15,689934.30403968
"2024",2005-07-16,729079.51277952
"2025",2005-07-17,785350.75034304
"2026",2005-07-18,831835.6857216
"2027",2005-07-19,846515.13899904
"2028",2005-07-20,1005542.54950464
"2029",2005-07-21,1284452.161776
"2030",2005-07-22,1318704.21942336
"2031",2005-07-23,1277112.43513728
"2032",2005-07-24,1142550.78009408
"2033",2005-07-25,1127871.32681664
"2034",2005-07-26,1154783.65782528
"2035",2005-07-27,1240413.80194368
"2036",2005-07-28,1174356.2621952
"2037",2005-07-29,1108298.72244672
"2038",2005-07-30,1235520.6508512
"2039",2005-07-31,1313811.06833088
"2040",2005-08-01,1262432.98185984
"2041",2005-08-02,1044687.75824448
"2042",2005-08-03,1083832.96698432
"2043",2005-08-04,1130317.90236288
"2044",2005-08-05,1100958.995808
"2045",2005-08-06,1059367.21152192
"2046",2005-08-07,1034901.45605952
"2047",2005-08-08,1083832.96698432
"2048",2005-08-09,1012882.27614336
"2049",2005-08-10,897893.22547008
"2050",2005-08-11,907679.52765504
"2051",2005-08-12,1032454.88051328
"2052",2005-08-13,1093619.26916928
"2053",2005-08-14,1088726.1180768
"2054",2005-08-15,1103405.57135424
"2055",2005-08-16,993309.67177344
"2056",2005-08-17,420810.99395328
"2057",2005-08-18,932145.28311744
"2058",2005-08-19,956611.03857984
"2059",2005-08-20,932145.28311744
"2060",2005-08-21,988416.52068096
"2061",2005-08-22,919912.40538624
"2062",2005-08-23,924805.55647872
"2063",2005-08-24,572498.67782016
"2064",2005-08-25,122328.777312
"2065",2005-08-26,134561.6550432
"2066",2005-08-27,129668.50395072
"2067",2005-08-28,105202.74848832
"2068",2005-08-29,242210.97907776
"2069",2005-08-30,296035.64109504
"2070",2005-08-31,413471.26731456
"2071",2005-09-01,587178.1310976
"2072",2005-09-02,481975.38260928
"2073",2005-09-03,477082.2315168
"2074",2005-09-04,486868.53370176
"2075",2005-09-05,276463.03672512
"2076",2005-09-06,78290.41747968
"2077",2005-09-07,15168.768386688
"2078",2005-09-08,163920.56159808
"2079",2005-09-09,283802.76336384
"2080",2005-09-10,418364.41840704
"2081",2005-09-11,572498.67782016
"2082",2005-09-12,653235.67084608
"2083",2005-09-13,687487.72849344
"2084",2005-09-14,826942.53462912
"2085",2005-09-15,917465.82984
"2086",2005-09-16,956611.03857984
"2087",2005-09-17,1049580.90933696
"2088",2005-09-18,978630.218496
"2089",2005-09-19,880767.1966464
"2090",2005-09-20,721739.7861408
"2091",2005-09-21,929698.7075712
"2092",2005-09-22,929698.7075712
"2093",2005-09-23,954164.4630336
"2094",2005-09-24,941931.5853024
"2095",2005-09-25,978630.218496
"2096",2005-09-26,1083832.96698432
"2097",2005-09-27,1017775.42723584
"2098",2005-09-28,900339.80101632
"2099",2005-09-29,726632.93723328
"2100",2005-09-30,687487.72849344
"2101",2005-10-01,770671.2970656
"2102",2005-10-02,848961.71454528
"2103",2005-10-03,848961.71454528
"2104",2005-10-04,768224.72151936
"2105",2005-10-05,711953.48395584
"2106",2005-10-06,643449.36866112
"2107",2005-10-07,543139.77126528
"2108",2005-10-08,381665.78521344
"2109",2005-10-09,560265.80008896
"2110",2005-10-10,-58717.81310976
"2111",2005-10-11,-134561.6550432
"2112",2005-10-12,-29358.90655488
"2113",2005-10-13,-3669.86331936
"2114",2005-10-14,-24221.097907776
"2115",2005-10-15,-29358.90655488
"2116",2005-10-16,-6116.4388656
"2117",2005-10-17,19083.289260672
"2118",2005-10-18,31805.48210112
"2119",2005-10-19,41591.78428608
"2120",2005-10-20,41591.78428608
"2121",2005-10-21,44038.35983232
"2122",2005-10-22,7584.384193344
"2123",2005-10-23,9296.987075712
"2124",2005-10-24,-198172.61924544
"2125",2005-10-25,-195726.0436992
"2126",2005-10-26,-1030008.30496704
"2127",2005-10-27,-812263.08135168
"2128",2005-10-28,-472189.08042432
"2129",2005-10-29,-122328.777312
"2130",2005-10-30,-2935.890655488
"2131",2005-10-31,-1100.958995808
"2132",2005-11-01,2152.9864806912
"2133",2005-11-02,20795.89214304
"2134",2005-11-03,19817.261924544
"2135",2005-11-04,-5627.123756352
"2136",2005-11-05,14679.45327744
"2137",2005-11-06,-3669.86331936
"2138",2005-11-07,354753.4542048
"2139",2005-11-08,577391.82891264
"2140",2005-11-09,543139.77126528
"2141",2005-11-10,574945.2533664
"2142",2005-11-11,599411.0088288
"2143",2005-11-12,582284.98000512
"2144",2005-11-13,606750.73546752
"2145",2005-11-14,621430.18874496
"2146",2005-11-15,638556.21756864
"2147",2005-11-16,694827.45513216
"2148",2005-11-17,670361.69966976
"2149",2005-11-18,596964.43328256
"2150",2005-11-19,557819.22454272
"2151",2005-11-20,-7339.72663872
"2152",2005-11-21,-178600.01487552
"2153",2005-11-22,-56271.23756352
"2154",2005-11-23,-139454.80613568
"2155",2005-11-24,-90523.29521088
"2156",2005-11-25,220191.7991616
"2157",2005-11-26,347413.72756608
"2158",2005-11-27,393898.66294464
"2159",2005-11-28,425704.14504576
"2160",2005-11-29,464849.3537856
"2161",2005-11-30,506441.13807168
"2162",2005-12-01,526013.7424416
"2163",2005-12-02,557819.22454272
"2164",2005-12-03,587178.1310976
"2165",2005-12-04,643449.36866112
"2166",2005-12-05,609197.31101376
"2167",2005-12-06,406131.54067584
"2168",2005-12-07,259337.00790144
"2169",2005-12-08,442830.17386944
"2170",2005-12-09,770671.2970656
"2171",2005-12-10,863641.16782272
"2172",2005-12-11,917465.82984
"2173",2005-12-12,978630.218496
"2174",2005-12-13,971290.49185728
"2175",2005-12-14,1015328.8516896
"2176",2005-12-15,959057.61412608
"2177",2005-12-16,995756.24731968
"2178",2005-12-17,1003095.9739584
"2179",2005-12-18,1027561.7294208
"2180",2005-12-19,990863.0962272
"2181",2005-12-20,946824.73639488
"2182",2005-12-21,1076493.2403456
"2183",2005-12-22,1066706.93816064
"2184",2005-12-23,1034901.45605952
"2185",2005-12-24,1034901.45605952
"2186",2005-12-25,1081386.39143808
"2187",2005-12-26,1130317.90236288
"2188",2005-12-27,1022668.57832832
"2189",2005-12-28,1022668.57832832
"2190",2005-12-29,1025115.15387456
"2191",2005-12-30,1025115.15387456
"2192",2005-12-31,1157230.23337152
"2193",2006-01-01,1193928.86656512
"2194",2006-01-02,1127871.32681664
"2195",2006-01-03,1144997.35564032
"2196",2006-01-04,1078939.81589184
"2197",2006-01-05,1144997.35564032
"2198",2006-01-06,1294238.46396096
"2199",2006-01-07,1076493.2403456
"2200",2006-01-08,1044687.75824448
"2201",2006-01-09,1037348.03160576
"2202",2006-01-10,880767.1966464
"2203",2006-01-11,932145.28311744
"2204",2006-01-12,846515.13899904
"2205",2006-01-13,503994.56252544
"2206",2006-01-14,785350.75034304
"2207",2006-01-15,-293589.0655488
"2208",2006-01-16,442830.17386944
"2209",2006-01-17,393898.66294464
"2210",2006-01-18,362093.18084352
"2211",2006-01-19,349860.30311232
"2212",2006-01-20,222638.37470784
"2213",2006-01-21,249550.70571648
"2214",2006-01-22,433043.87168448
"2215",2006-01-23,472189.08042432
"2216",2006-01-24,528460.31798784
"2217",2006-01-25,582284.98000512
"2218",2006-01-26,530906.89353408
"2219",2006-01-27,521120.59134912
"2220",2006-01-28,844068.5634528
"2221",2006-01-29,782904.1747968
"2222",2006-01-30,741312.39051072
"2223",2006-01-31,538246.6201728
"2224",2006-02-01,376772.63412096
"2225",2006-02-02,442830.17386944
"2226",2006-02-03,310715.09437248
"2227",2006-02-04,114989.05067328
"2228",2006-02-05,-433043.87168448
"2229",2006-02-06,-129668.50395072
"2230",2006-02-07,73397.2663872
"2231",2006-02-08,181046.59042176
"2232",2006-02-09,259337.00790144
"2233",2006-02-10,48931.5109248
"2234",2006-02-11,97863.0218496
"2235",2006-02-12,548032.92235776
"2236",2006-02-13,411024.69176832
"2237",2006-02-14,300928.79218752
"2238",2006-02-15,364539.75638976
"2239",2006-02-16,442830.17386944
"2240",2006-02-17,954164.4630336
"2241",2006-02-18,1010435.70059712
"2242",2006-02-19,1015328.8516896
"2243",2006-02-20,1088726.1180768
"2244",2006-02-21,1037348.03160576
"2245",2006-02-22,1113191.8735392
"2246",2006-02-23,998202.82286592
"2247",2006-02-24,773117.87261184
"2248",2006-02-25,856301.441184
"2249",2006-02-26,1054474.06042944
"2250",2006-02-27,1022668.57832832
"2251",2006-02-28,993309.67177344
"2252",2006-03-01,998202.82286592
"2253",2006-03-02,1022668.57832832
"2254",2006-03-03,988905.835790208
"2255",2006-03-04,915019.25429376
"2256",2006-03-05,932145.28311744
"2257",2006-03-06,963950.76521856
"2258",2006-03-07,912572.67874752
"2259",2006-03-08,944378.16084864
"2260",2006-03-09,780457.59925056
"2261",2006-03-10,795137.052528
"2262",2006-03-11,853854.86563776
"2263",2006-03-12,822049.38353664
"2264",2006-03-13,809816.50580544
"2265",2006-03-14,897893.22547008
"2266",2006-03-15,755991.84378816
"2267",2006-03-16,741312.39051072
"2268",2006-03-17,719293.21059456
"2269",2006-03-18,697274.0306784
"2270",2006-03-19,675254.85076224
"2271",2006-03-20,653235.67084608
"2272",2006-03-21,631216.49092992
"2273",2006-03-22,609197.31101376
"2274",2006-03-23,587178.1310976
"2275",2006-03-24,362093.18084352
"2276",2006-03-25,552926.07345024
"2277",2006-03-26,826942.53462912
"2278",2006-03-27,643449.36866112
"2279",2006-03-28,122328.777312
"2280",2006-03-29,114989.05067328
"2281",2006-03-30,259337.00790144
"2282",2006-03-31,555372.64899648
"2283",2006-04-01,738865.81496448
"2284",2006-04-02,653235.67084608
"2285",2006-04-03,702167.18177088
"2286",2006-04-04,741312.39051072
"2287",2006-04-05,704613.75731712
"2288",2006-04-06,582284.98000512
"2289",2006-04-07,259337.00790144
"2290",2006-04-08,535800.04462656
"2291",2006-04-09,560265.80008896
"2292",2006-04-10,384112.36075968
"2293",2006-04-11,330287.6987424
"2294",2006-04-12,428150.720592
"2295",2006-04-13,486868.53370176
"2296",2006-04-14,474635.65597056
"2297",2006-04-15,596964.43328256
"2298",2006-04-16,552926.07345024
"2299",2006-04-17,663021.97303104
"2300",2006-04-18,560265.80008896
"2301",2006-04-19,462402.77823936
"2302",2006-04-20,420810.99395328
"2303",2006-04-21,450169.90050816
"2304",2006-04-22,584731.55555136
"2305",2006-04-23,538246.6201728
"2306",2006-04-24,349860.30311232
"2307",2006-04-25,244657.554624
"2308",2006-04-26,481975.38260928
"2309",2006-04-27,704613.75731712
"2310",2006-04-28,288695.91445632
"2311",2006-04-29,239764.40353152
"2312",2006-04-30,433043.87168448
"2313",2006-05-01,469742.50487808
"2314",2006-05-02,582284.98000512
"2315",2006-05-03,582284.98000512
"2316",2006-05-04,682594.57740096
"2317",2006-05-05,592071.28219008
"2318",2006-05-06,511334.28916416
"2319",2006-05-07,491761.68479424
"2320",2006-05-08,538246.6201728
"2321",2006-05-09,540693.19571904
"2322",2006-05-10,704613.75731712
"2323",2006-05-11,719293.21059456
"2324",2006-05-12,574945.2533664
"2325",2006-05-13,530906.89353408
"2326",2006-05-14,452616.4760544
"2327",2006-05-15,411024.69176832
"2328",2006-05-16,198172.61924544
"2329",2006-05-17,156580.83495936
"2330",2006-05-18,124775.35285824
"2331",2006-05-19,-58717.81310976
"2332",2006-05-20,227531.52580032
"2333",2006-05-21,271569.88563264
"2334",2006-05-22,396345.23849088
"2335",2006-05-23,484421.95815552
"2336",2006-05-24,526013.7424416
"2337",2006-05-25,459956.20269312
"2338",2006-05-26,389005.51185216
"2339",2006-05-27,401238.38958336
"2340",2006-05-28,384112.36075968
"2341",2006-05-29,366986.331936
"2342",2006-05-30,354753.4542048
"2343",2006-05-31,330287.6987424
"2344",2006-06-01,183493.165968
"2345",2006-06-02,362093.18084352
"2346",2006-06-03,433043.87168448
"2347",2006-06-04,36698.6331936
"2348",2006-06-05,305821.94328
"2349",2006-06-06,322947.97210368
"2350",2006-06-07,430597.29613824
"2351",2006-06-08,501547.9869792
"2352",2006-06-09,315608.24546496
"2353",2006-06-10,315608.24546496
"2354",2006-06-11,318054.8210112
"2355",2006-06-12,318054.8210112
"2356",2006-06-13,225084.95025408
"2357",2006-06-14,322947.97210368
"2358",2006-06-15,261783.58344768
"2359",2006-06-16,428150.720592
"2360",2006-06-17,342520.5764736
"2361",2006-06-18,340074.00092736
"2362",2006-06-19,296035.64109504
"2363",2006-06-20,215298.64806912
"2364",2006-06-21,141901.38168192
"2365",2006-06-22,56271.23756352
"2366",2006-06-23,254443.85680896
"2367",2006-06-24,254443.85680896
"2368",2006-06-25,251997.28126272
"2369",2006-06-26,80736.99302592
"2370",2006-06-27,-320501.39655744
"2371",2006-06-28,-538246.6201728
"2372",2006-06-29,-447723.32496192
"2373",2006-06-30,-354753.4542048
"2374",2006-07-01,-264230.15899392
"2375",2006-07-02,-198172.61924544
"2376",2006-07-03,-90523.29521088
"2377",2006-07-04,-119882.20176576
"2378",2006-07-05,-39145.20873984
"2379",2006-07-06,168813.71269056
"2380",2006-07-07,173706.86378304
"2381",2006-07-08,-58717.81310976
"2382",2006-07-09,-220191.7991616
"2383",2006-07-10,-337627.42538112
"2384",2006-07-11,-349860.30311232
"2385",2006-07-12,-296035.64109504
"2386",2006-07-13,-239764.40353152
"2387",2006-07-14,-171260.2882368
"2388",2006-07-15,-225084.95025408
"2389",2006-07-16,-95416.44630336
"2390",2006-07-17,-39145.20873984
"2391",2006-07-18,-8807.671966464
"2392",2006-07-19,-100309.59739584
"2393",2006-07-20,-70950.69084096
"2394",2006-07-21,-46484.93537856
"2395",2006-07-22,-296035.64109504
"2396",2006-07-23,-481975.38260928
"2397",2006-07-24,-455063.05160064
"2398",2006-07-25,NA
"2399",2006-07-26,NA
"2400",2006-07-27,NA
"2401",2006-07-28,NA
"2402",2006-07-29,NA
"2403",2006-07-30,NA
