"","date","LZ40_H2OT_Degrees Celsius"
"2481",2001-10-16,25.24
"2482",2001-10-17,25
"2483",2001-10-18,24.04
"2484",2001-10-19,23.78
"2485",2001-10-20,23.96
"2486",2001-10-21,23
"2487",2001-10-22,20.94
"2488",2001-10-23,19.88
"2489",2001-10-24,19.69
"2490",2001-10-25,19.15
"2491",2001-10-26,21.56
"2492",2001-10-27,24.39
"2493",2001-10-28,21.79
"2494",2001-10-29,19.71
"2495",2001-10-30,18.34
"2496",2001-10-31,17.71
"2497",2001-11-01,18.38
"2498",2001-11-02,18.3
"2499",2001-11-03,19.11
"2500",2001-11-04,19.29
"2501",2001-11-05,19.14
"2502",2001-11-06,20.11
"2503",2001-11-07,19.87
"2504",2001-11-08,19.71
"2505",2001-11-09,20.02
"2506",2001-11-10,19.74
"2507",2001-11-11,20.38
"2508",2001-11-12,19.13
"2509",2001-11-13,19.05
"2510",2001-11-14,18.5
"2511",2001-11-15,18.96
"2512",2001-11-16,19.31
"2513",2001-11-17,19.16
"2514",2001-11-18,19.3
"2515",2001-11-19,19.43
"2516",2001-11-20,20.79
"2517",2001-11-21,21.18
"2518",2001-11-22,20.87
"2519",2001-11-23,20.05
"2520",2001-11-24,20.34
"2521",2001-11-25,20.85
"2522",2001-11-26,20.66
"2523",2001-11-27,20.74
"2524",2001-11-28,20.84
"2525",2001-11-29,20.82
"2526",2001-11-30,21.33
"2527",2001-12-01,20.55
"2528",2001-12-02,20.88
"2529",2001-12-03,20.24
"2530",2001-12-04,20.64
"2531",2001-12-05,21.19
"2532",2001-12-06,21.76
"2533",2001-12-07,20.66
"2534",2001-12-08,21.17
"2535",2001-12-09,21.81
"2536",2001-12-10,21.63
"2537",2001-12-11,22.22
"2538",2001-12-12,22.55
"2539",2001-12-13,22.93
"2540",2001-12-14,21.75
"2541",2001-12-15,22.71
"2542",2001-12-16,22.28
"2543",2001-12-17,21.9
"2544",2001-12-18,21.84
"2545",2001-12-19,23.31
"2546",2001-12-20,22.7
"2547",2001-12-21,21.34
"2548",2001-12-22,20.17
"2549",2001-12-23,19.14
"2550",2001-12-24,17.76
"2551",2001-12-25,18.37
"2552",2001-12-26,19.35
"2553",2001-12-27,18.58
"2554",2001-12-28,18.32
"2555",2001-12-29,15.41
"2556",2001-12-30,14.92
"2557",2001-12-31,15.25
"2558",2002-01-01,16.44
"2559",2002-01-02,15.12
"2560",2002-01-03,15.35
"2561",2002-01-04,16.45
"2562",2002-01-05,13.79
"2563",2002-01-06,12.33
"2564",2002-01-07,13.51
"2565",2002-01-08,14.64
"2566",2002-01-09,14.42
"2567",2002-01-10,15.23
"2568",2002-01-11,16.56
"2569",2002-01-12,15.82
"2570",2002-01-13,13.29
"2571",2002-01-14,13.05
"2572",2002-01-15,10.76
"2573",2002-01-16,12.95
"2574",2002-01-17,15.72
"2575",2002-01-18,12.99
"2576",2002-01-19,15.91
"2577",2002-01-20,16.73
"2578",2002-01-21,16.99
"2579",2002-01-22,15.75
"2580",2002-01-23,18.29
"2581",2002-01-24,19.21
"2582",2002-01-25,19.64
"2583",2002-01-26,21.57
"2584",2002-01-27,17.37
"2585",2002-01-28,19.2
"2586",2002-01-29,20.29
"2587",2002-01-30,21.03
"2588",2002-01-31,21.21
"2589",2002-02-01,NA
"2590",2002-02-02,NA
"2591",2002-02-03,NA
"2592",2002-02-04,NA
"2593",2002-02-05,NA
"2594",2002-02-06,NA
"2595",2002-02-07,NA
"2596",2002-02-08,NA
"2597",2002-02-09,NA
"2598",2002-02-10,NA
"2599",2002-02-11,NA
"2600",2002-02-12,NA
"2601",2002-02-13,NA
"2602",2002-02-14,NA
"2603",2002-02-15,19.22
"2604",2002-02-16,17.6
"2605",2002-02-17,19.29
"2606",2002-02-18,19.51
"2607",2002-02-19,18.91
"2608",2002-02-20,17.93
"2609",2002-02-21,17.51
"2610",2002-02-22,16.55
"2611",2002-02-23,14.22
"2612",2002-02-24,17.7
"2613",2002-02-25,18.39
"2614",2002-02-26,21.13
"2615",2002-02-27,18.43
"2616",2002-02-28,18.19
"2617",2002-03-01,16.77
"2618",2002-03-02,16.11
"2619",2002-03-03,16.85
"2620",2002-03-04,17.94
"2621",2002-03-05,17.62
"2622",2002-03-06,15.53
"2623",2002-03-07,14.08
"2624",2002-03-08,11.94
"2625",2002-03-09,15.49
"2626",2002-03-10,17.52
"2627",2002-03-11,18.25
"2628",2002-03-12,18.91
"2629",2002-03-13,19.37
"2630",2002-03-14,21.23
"2631",2002-03-15,22.06
"2632",2002-03-16,21.85
"2633",2002-03-17,22.45
"2634",2002-03-18,22.72
"2635",2002-03-19,23.44
"2636",2002-03-20,23.41
"2637",2002-03-21,23.33
"2638",2002-03-22,23.33
"2639",2002-03-23,22.73
"2640",2002-03-24,22.95
"2641",2002-03-25,22.28
"2642",2002-03-26,22.8
"2643",2002-03-27,25.65
"2644",2002-03-28,22.38
"2645",2002-03-29,23.08
"2646",2002-03-30,22.52
"2647",2002-03-31,22.71
"2648",2002-04-01,23.71
"2649",2002-04-02,23.92
"2650",2002-04-03,22.8
"2651",2002-04-04,26.79
"2652",2002-04-05,23.51
"2653",2002-04-06,23.69
"2654",2002-04-07,23.03
"2655",2002-04-08,21.56
"2656",2002-04-09,21.54
"2657",2002-04-10,21.08
"2658",2002-04-11,21.52
"2659",2002-04-12,21.09
"2660",2002-04-13,21.96
"2661",2002-04-14,19.98
"2662",2002-04-15,21.59
"2663",2002-04-16,23.37
"2664",2002-04-17,22.96
"2665",2002-04-18,25.04
"2666",2002-04-19,25.77
"2667",2002-04-20,27.8
"2668",2002-04-21,27.88
"2669",2002-04-22,26.87
"2670",2002-04-23,26.14
"2671",2002-04-24,26.04
"2672",2002-04-25,26.74
"2673",2002-04-26,27
"2674",2002-04-27,26.41
"2675",2002-04-28,27.14
"2676",2002-04-29,27.78
"2677",2002-04-30,27.66
"2678",2002-05-01,26.96
"2679",2002-05-02,26.73
"2680",2002-05-03,27.09
"2681",2002-05-04,28.85
"2682",2002-05-05,28.4
"2683",2002-05-06,27.77
"2684",2002-05-07,28.01
"2685",2002-05-08,28.88
"2686",2002-05-09,28
"2687",2002-05-10,27.48
"2688",2002-05-11,26.65
"2689",2002-05-12,26.3
"2690",2002-05-13,28.99
"2691",2002-05-14,25.86
"2692",2002-05-15,25.31
"2693",2002-05-16,25.35
"2694",2002-05-17,27.35
"2695",2002-05-18,28.01
"2696",2002-05-19,20.59
"2697",2002-05-20,23.22
"2698",2002-05-21,24.92
"2699",2002-05-22,25.1
"2700",2002-05-23,24.98
"2701",2002-05-24,25.7
"2702",2002-05-25,25.79
"2703",2002-05-26,24.96
"2704",2002-05-27,24.68
"2705",2002-05-28,25.54
"2706",2002-05-29,28.03
"2707",2002-05-30,27.07
"2708",2002-05-31,27.15
"2709",2002-06-01,27.44
"2710",2002-06-02,30.42
"2711",2002-06-03,29.28
"2712",2002-06-04,27.32
"2713",2002-06-05,27.51
"2714",2002-06-06,28.67
"2715",2002-06-07,27.79
"2716",2002-06-08,27.14
"2717",2002-06-09,27.66
"2718",2002-06-10,27.42
"2719",2002-06-11,27.15
"2720",2002-06-12,25.46
"2721",2002-06-13,22.77
"2722",2002-06-14,23.61
"2723",2002-06-15,19.92
"2724",2002-06-16,19.13
"2725",2002-06-17,23.19
"2726",2002-06-18,26.15
"2727",2002-06-19,25.24
"2728",2002-06-20,21.33
"2729",2002-06-21,21.23
"2730",2002-06-22,21.51
"2731",2002-06-23,17.88
"2732",2002-06-24,18.28
"2733",2002-06-25,18.9
"2734",2002-06-26,21.92
"2735",2002-06-27,27.95
"2736",2002-06-28,28.14
"2737",2002-06-29,28.44
"2738",2002-06-30,26.88
"2739",2002-07-01,21.29
"2740",2002-07-02,25.2
"2741",2002-07-03,27.89
"2742",2002-07-04,28.61
"2743",2002-07-05,28.91
"2744",2002-07-06,25.81
"2745",2002-07-07,27.69
"2746",2002-07-08,23.56
"2747",2002-07-09,22.51
"2748",2002-07-10,23.98
"2749",2002-07-11,24.65
"2750",2002-07-12,21.87
"2751",2002-07-13,25.97
"2752",2002-07-14,29.38
"2753",2002-07-15,29.71
"2754",2002-07-16,29.48
"2755",2002-07-17,27.61
"2756",2002-07-18,28.95
"2757",2002-07-19,29.04
"2758",2002-07-20,29.26
"2759",2002-07-21,28.58
"2760",2002-07-22,28.79
"2761",2002-07-23,27.89
"2762",2002-07-24,27.9
"2763",2002-07-25,27.07
"2764",2002-07-26,27.48
"2765",2002-07-27,28.72
"2766",2002-07-28,28.84
"2767",2002-07-29,27.13
"2768",2002-07-30,28.42
"2769",2002-07-31,30.84
"2770",2002-08-01,30.38
"2771",2002-08-02,27.71
"2772",2002-08-03,27.67
"2773",2002-08-04,27.37
"2774",2002-08-05,28.76
"2775",2002-08-06,28.98
"2776",2002-08-07,27.49
"2777",2002-08-08,27.21
"2778",2002-08-09,27.12
"2779",2002-08-10,26.42
"2780",2002-08-11,24.55
"2781",2002-08-12,25.98
"2782",2002-08-13,23.72
"2783",2002-08-14,22.91
"2784",2002-08-15,27.13
"2785",2002-08-16,26.18
"2786",2002-08-17,27.47
"2787",2002-08-18,28.46
"2788",2002-08-19,28.84
"2789",2002-08-20,28.04
"2790",2002-08-21,26.58
"2791",2002-08-22,28.02
"2792",2002-08-23,26.89
"2793",2002-08-24,28.28
"2794",2002-08-25,30.63
"2795",2002-08-26,27.9
"2796",2002-08-27,27.06
"2797",2002-08-28,27.73
"2798",2002-08-29,26.01
"2799",2002-08-30,23.4
"2800",2002-08-31,23.42
"2801",2002-09-01,27.48
"2802",2002-09-02,28.19
"2803",2002-09-03,28.17
"2804",2002-09-04,29
"2805",2002-09-05,26.82
"2806",2002-09-06,27.61
"2807",2002-09-07,28.23
"2808",2002-09-08,26.98
"2809",2002-09-09,27.53
"2810",2002-09-10,28.2
"2811",2002-09-11,24.31
"2812",2002-09-12,25.41
"2813",2002-09-13,25.17
"2814",2002-09-14,24.87
"2815",2002-09-15,25.59
"2816",2002-09-16,26.83
"2817",2002-09-17,26.07
"2818",2002-09-18,26.14
"2819",2002-09-19,26.15
"2820",2002-09-20,25.46
"2821",2002-09-21,25.3
"2822",2002-09-22,25.97
"2823",2002-09-23,24.68
"2824",2002-09-24,24.32
"2825",2002-09-25,25.34
"2826",2002-09-26,26.35
"2827",2002-09-27,25.01
"2828",2002-09-28,26.9
"2829",2002-09-29,27.89
"2830",2002-09-30,27.27
"2831",2002-10-01,27.14
"2832",2002-10-02,26.76
"2833",2002-10-03,26.85
"2834",2002-10-04,25.77
"2835",2002-10-05,26.95
"2836",2002-10-06,26.79
"2837",2002-10-07,26.72
"2838",2002-10-08,26.57
"2839",2002-10-09,25.88
"2840",2002-10-10,24.4
"2841",2002-10-11,24.44
"2842",2002-10-12,25.18
"2843",2002-10-13,25.16
"2844",2002-10-14,25.35
"2845",2002-10-15,24.9
"2846",2002-10-16,26.1
"2847",2002-10-17,25.85
"2848",2002-10-18,24.65
"2849",2002-10-19,23.43
"2850",2002-10-20,24.21
"2851",2002-10-21,23.77
"2852",2002-10-22,26.18
"2853",2002-10-23,23.96
"2854",2002-10-24,25.94
"2855",2002-10-25,26.13
"2856",2002-10-26,26.19
"2857",2002-10-27,25.47
"2858",2002-10-28,25.23
"2859",2002-10-29,25.24
"2860",2002-10-30,23.77
"2861",2002-10-31,24.65
"2862",2002-11-01,23.88
"2863",2002-11-02,24.21
"2864",2002-11-03,23.48
"2865",2002-11-04,24.46
"2866",2002-11-05,21.93
"2867",2002-11-06,23.71
"2868",2002-11-07,24.11
"2869",2002-11-08,21.52
"2870",2002-11-09,21.71
"2871",2002-11-10,22.81
"2872",2002-11-11,22.48
"2873",2002-11-12,23.38
"2874",2002-11-13,23.44
"2875",2002-11-14,23
"2876",2002-11-15,21.91
"2877",2002-11-16,19.65
"2878",2002-11-17,20.15
"2879",2002-11-18,20.45
"2880",2002-11-19,18.73
"2881",2002-11-20,17.34
"2882",2002-11-21,17.38
"2883",2002-11-22,17.32
"2884",2002-11-23,19.53
"2885",2002-11-24,17.69
"2886",2002-11-25,17.31
"2887",2002-11-26,16.65
"2888",2002-11-27,17.68
"2889",2002-11-28,17.74
"2890",2002-11-29,18.82
"2891",2002-11-30,18.26
"2892",2002-12-01,16.47
"2893",2002-12-02,17.62
"2894",2002-12-03,17.76
"2895",2002-12-04,16.62
"2896",2002-12-05,17.35
"2897",2002-12-06,16.95
"2898",2002-12-07,16.32
"2899",2002-12-08,16.44
"2900",2002-12-09,16.1
"2901",2002-12-10,15.06
"2902",2002-12-11,15.68
"2903",2002-12-12,14.84
"2904",2002-12-13,14.26
"2905",2002-12-14,19.29
"2906",2002-12-15,18.08
"2907",2002-12-16,18.03
"2908",2002-12-17,16.92
"2909",2002-12-18,15.49
"2910",2002-12-19,16.05
"2911",2002-12-20,16.03
"2912",2002-12-21,17.05
"2913",2002-12-22,14.67
"2914",2002-12-23,14.47
"2915",2002-12-24,14.74
"2916",2002-12-25,16.72
"2917",2002-12-26,16.52
"2918",2002-12-27,15.22
"2919",2002-12-28,15.9
"2920",2002-12-29,15.03
"2921",2002-12-30,14.49
"2922",2002-12-31,14.8
"2923",2003-01-01,12.78
"2924",2003-01-02,14.51
"2925",2003-01-03,15.44
"2926",2003-01-04,15.43
"2927",2003-01-05,16.14
"2928",2003-01-06,15.31
"2929",2003-01-07,14.66
"2930",2003-01-08,13.82
"2931",2003-01-09,13.07
"2932",2003-01-10,12.01
"2933",2003-01-11,12.02
"2934",2003-01-12,14.23
"2935",2003-01-13,12.3
"2936",2003-01-14,13.67
"2937",2003-01-15,14.36
"2938",2003-01-16,12.64
"2939",2003-01-17,13.51
"2940",2003-01-18,13.94
"2941",2003-01-19,12.9
"2942",2003-01-20,12.8
"2943",2003-01-21,13.81
"2944",2003-01-22,15.15
"2945",2003-01-23,12.78
"2946",2003-01-24,12.42
"2947",2003-01-25,10.23
"2948",2003-01-26,11.21
"2949",2003-01-27,11.87
"2950",2003-01-28,10.46
"2951",2003-01-29,11.35
"2952",2003-01-30,13.71
"2953",2003-01-31,15.4
"2954",2003-02-01,13
"2955",2003-02-02,12.65
"2956",2003-02-03,13.54
"2957",2003-02-04,12.27
"2958",2003-02-05,12.73
"2959",2003-02-06,13.64
"2960",2003-02-07,14.12
"2961",2003-02-08,14.65
"2962",2003-02-09,14.69
"2963",2003-02-10,13.97
"2964",2003-02-11,16.03
"2965",2003-02-12,15.97
"2966",2003-02-13,16.82
"2967",2003-02-14,16.22
"2968",2003-02-15,17.12
"2969",2003-02-16,15.73
"2970",2003-02-17,15.8
"2971",2003-02-18,18.73
"2972",2003-02-19,16.67
"2973",2003-02-20,17.34
"2974",2003-02-21,17.4
"2975",2003-02-22,18.43
"2976",2003-02-23,19.88
"2977",2003-02-24,19.17
"2978",2003-02-25,18.36
"2979",2003-02-26,18.07
"2980",2003-02-27,18.35
"2981",2003-02-28,18.71
"2982",2003-03-01,19.09
"2983",2003-03-02,20.13
"2984",2003-03-03,21.08
"2985",2003-03-04,20.53
"2986",2003-03-05,22.14
"2987",2003-03-06,21.62
"2988",2003-03-07,21.36
"2989",2003-03-08,22.74
"2990",2003-03-09,22.4
"2991",2003-03-10,22.61
"2992",2003-03-11,23.15
"2993",2003-03-12,22.64
"2994",2003-03-13,24.33
"2995",2003-03-14,23.72
"2996",2003-03-15,21.84
"2997",2003-03-16,22.64
"2998",2003-03-17,22.25
"2999",2003-03-18,23.77
"3000",2003-03-19,22.77
"3001",2003-03-20,22.29
"3002",2003-03-21,23.54
"3003",2003-03-22,22.57
"3004",2003-03-23,22.92
"3005",2003-03-24,24.28
"3006",2003-03-25,22.56
"3007",2003-03-26,21.55
"3008",2003-03-27,19.91
"3009",2003-03-28,20.02
"3010",2003-03-29,24.71
"3011",2003-03-30,21.33
"3012",2003-03-31,22.12
"3013",2003-04-01,20.53
"3014",2003-04-02,19.06
"3015",2003-04-03,18.4
"3016",2003-04-04,18.98
"3017",2003-04-05,19.74
"3018",2003-04-06,19.62
"3019",2003-04-07,20.2
"3020",2003-04-08,20.9
"3021",2003-04-09,22.45
"3022",2003-04-10,23.32
"3023",2003-04-11,20.73
"3024",2003-04-12,20.77
"3025",2003-04-13,22.07
"3026",2003-04-14,20.28
"3027",2003-04-15,19.97
"3028",2003-04-16,19.45
"3029",2003-04-17,20.79
"3030",2003-04-18,21.39
"3031",2003-04-19,21.1
"3032",2003-04-20,22.62
"3033",2003-04-21,23.64
"3034",2003-04-22,23.18
"3035",2003-04-23,24.5
"3036",2003-04-24,23.65
"3037",2003-04-25,22.79
"3038",2003-04-26,18.36
"3039",2003-04-27,18.69
"3040",2003-04-28,20.51
"3041",2003-04-29,23.17
"3042",2003-04-30,22.58
"3043",2003-05-01,20.52
"3044",2003-05-02,22.99
"3045",2003-05-03,23.45
"3046",2003-05-04,25.64
"3047",2003-05-05,24.58
"3048",2003-05-06,24.66
"3049",2003-05-07,25.31
"3050",2003-05-08,25.61
"3051",2003-05-09,25.86
"3052",2003-05-10,27.51
"3053",2003-05-11,28.25
"3054",2003-05-12,28
"3055",2003-05-13,26.27
"3056",2003-05-14,25.57
"3057",2003-05-15,26.19
"3058",2003-05-16,27.41
"3059",2003-05-17,26.2
"3060",2003-05-18,25.63
"3061",2003-05-19,26.24
"3062",2003-05-20,26.83
"3063",2003-05-21,27.22
"3064",2003-05-22,24.84
"3065",2003-05-23,20.84
"3066",2003-05-24,22.51
"3067",2003-05-25,25
"3068",2003-05-26,26.01
"3069",2003-05-27,22.23
"3070",2003-05-28,19.39
"3071",2003-05-29,24.35
"3072",2003-05-30,26.31
"3073",2003-05-31,25.76
"3074",2003-06-01,25.22
"3075",2003-06-02,27.3
"3076",2003-06-03,22.75
"3077",2003-06-04,24.86
"3078",2003-06-05,24.59
"3079",2003-06-06,24.17
"3080",2003-06-07,24.56
"3081",2003-06-08,24.91
"3082",2003-06-09,26.58
"3083",2003-06-10,28.03
"3084",2003-06-11,27.77
"3085",2003-06-12,26.93
"3086",2003-06-13,27.06
"3087",2003-06-14,27.42
"3088",2003-06-15,27.24
"3089",2003-06-16,27.58
"3090",2003-06-17,27.67
"3091",2003-06-18,26.25
"3092",2003-06-19,25.66
"3093",2003-06-20,25.52
"3094",2003-06-21,23.89
"3095",2003-06-22,23.49
"3096",2003-06-23,23.57
"3097",2003-06-24,25.75
"3098",2003-06-25,26.04
"3099",2003-06-26,26.67
"3100",2003-06-27,26.24
"3101",2003-06-28,29.58
"3102",2003-06-29,31.73
"3103",2003-06-30,31.32
"3104",2003-07-01,NA
"3105",2003-07-02,NA
"3106",2003-07-03,NA
"3107",2003-07-04,NA
"3108",2003-07-05,NA
"3109",2003-07-06,NA
"3110",2003-07-07,NA
"3111",2003-07-08,NA
"3112",2003-07-09,NA
"3113",2003-07-10,NA
"3114",2003-07-11,NA
"3115",2003-07-12,NA
"3116",2003-07-13,NA
"3117",2003-07-14,NA
"3118",2003-07-15,NA
"3119",2003-07-16,NA
"3120",2003-07-17,NA
"3121",2003-07-18,NA
"3122",2003-07-19,NA
"3123",2003-07-20,NA
"3124",2003-07-21,NA
"3125",2003-07-22,NA
"3126",2003-07-23,NA
"3127",2003-07-24,NA
"3128",2003-07-25,NA
"3129",2003-07-26,NA
"3130",2003-07-27,NA
"3131",2003-07-28,NA
"3132",2003-07-29,NA
"3133",2003-07-30,NA
"3134",2003-07-31,NA
"3135",2003-08-01,NA
"3136",2003-08-02,NA
"3137",2003-08-03,NA
"3138",2003-08-04,NA
"3139",2003-08-05,NA
"3140",2003-08-06,NA
"3141",2003-08-07,NA
"3142",2003-08-08,NA
"3143",2003-08-09,NA
"3144",2003-08-10,30.72
"3145",2003-08-11,30.72
"3146",2003-08-12,31.53
"3147",2003-08-13,30.75
"3148",2003-08-14,29.54
"3149",2003-08-15,29.78
"3150",2003-08-16,29.89
"3151",2003-08-17,30.45
"3152",2003-08-18,30.17
"3153",2003-08-19,30.55
"3154",2003-08-20,29.88
"3155",2003-08-21,28.83
"3156",2003-08-22,29.2
"3157",2003-08-23,31.19
"3158",2003-08-24,30.22
"3159",2003-08-25,31.35
"3160",2003-08-26,29.64
"3161",2003-08-27,29.2
"3162",2003-08-28,28.36
"3163",2003-08-29,28.34
"3164",2003-08-30,28.71
"3165",2003-08-31,29.43
"3166",2003-09-01,29.17
"3167",2003-09-02,29.01
"3168",2003-09-03,28.57
"3169",2003-09-04,28.71
"3170",2003-09-05,28.27
"3171",2003-09-06,28.67
"3172",2003-09-07,28.66
"3173",2003-09-08,28.75
"3174",2003-09-09,29.69
"3175",2003-09-10,29.15
"3176",2003-09-11,28.98
"3177",2003-09-12,29.51
"3178",2003-09-13,28.47
"3179",2003-09-14,27.84
"3180",2003-09-15,28.33
"3181",2003-09-16,28.11
"3182",2003-09-17,28.1
"3183",2003-09-18,27.89
"3184",2003-09-19,28.77
"3185",2003-09-20,28.01
"3186",2003-09-21,27.47
"3187",2003-09-22,28.57
"3188",2003-09-23,28.36
"3189",2003-09-24,28.9
"3190",2003-09-25,28.33
"3191",2003-09-26,27.6
"3192",2003-09-27,27.86
"3193",2003-09-28,27.63
"3194",2003-09-29,25.64
"3195",2003-09-30,25.28
"3196",2003-10-01,25.05
"3197",2003-10-02,25.01
"3198",2003-10-03,25.07
"3199",2003-10-04,24.99
"3200",2003-10-05,25.8
"3201",2003-10-06,25.77
"3202",2003-10-07,26.24
"3203",2003-10-08,25.97
"3204",2003-10-09,26.17
"3205",2003-10-10,25.98
"3206",2003-10-11,26.95
"3207",2003-10-12,29.31
"3208",2003-10-13,30.13
"3209",2003-10-14,27.63
"3210",2003-10-15,26.2
"3211",2003-10-16,25.73
"3212",2003-10-17,26.05
"3213",2003-10-18,25.73
"3214",2003-10-19,24.41
"3215",2003-10-20,24.36
"3216",2003-10-21,25.95
"3217",2003-10-22,25.13
"3218",2003-10-23,24.81
"3219",2003-10-24,24.75
"3220",2003-10-25,23.95
"3221",2003-10-26,23.91
"3222",2003-10-27,25.38
"3223",2003-10-28,24
"3224",2003-10-29,24.33
"3225",2003-10-30,23.85
"3226",2003-10-31,23.22
"3227",2003-11-01,22.94
"3228",2003-11-02,22.67
"3229",2003-11-03,22.62
"3230",2003-11-04,21.06
"3231",2003-11-05,21.53
"3232",2003-11-06,21.55
"3233",2003-11-07,22.28
"3234",2003-11-08,22.17
"3235",2003-11-09,23.11
"3236",2003-11-10,23.42
"3237",2003-11-11,23.39
"3238",2003-11-12,22.67
"3239",2003-11-13,22.98
"3240",2003-11-14,23.12
"3241",2003-11-15,23.95
"3242",2003-11-16,22.53
"3243",2003-11-17,21.3
"3244",2003-11-18,20.96
"3245",2003-11-19,21.55
"3246",2003-11-20,21.46
"3247",2003-11-21,20.77
"3248",2003-11-22,20.75
"3249",2003-11-23,21.27
"3250",2003-11-24,22.45
"3251",2003-11-25,21.97
"3252",2003-11-26,22.58
"3253",2003-11-27,21.9
"3254",2003-11-28,22.27
"3255",2003-11-29,21.49
"3256",2003-11-30,18.89
"3257",2003-12-01,18.46
"3258",2003-12-02,18.56
"3259",2003-12-03,18.22
"3260",2003-12-04,17.98
"3261",2003-12-05,18.98
"3262",2003-12-06,19.29
"3263",2003-12-07,17.9
"3264",2003-12-08,16.57
"3265",2003-12-09,16.68
"3266",2003-12-10,16.04
"3267",2003-12-11,17.56
"3268",2003-12-12,17.41
"3269",2003-12-13,17.65
"3270",2003-12-14,15.28
"3271",2003-12-15,17.08
"3272",2003-12-16,16.3
"3273",2003-12-17,NA
"3274",2003-12-18,NA
"3275",2003-12-19,NA
"3276",2003-12-20,NA
"3277",2003-12-21,NA
"3278",2003-12-22,NA
"3279",2003-12-23,NA
"3280",2003-12-24,NA
"3281",2003-12-25,NA
"3282",2003-12-26,NA
"3283",2003-12-27,NA
"3284",2003-12-28,NA
"3285",2003-12-29,NA
"3286",2003-12-30,NA
"3287",2003-12-31,NA
"3288",2004-01-01,NA
"3289",2004-01-02,NA
"3290",2004-01-03,NA
"3291",2004-01-04,NA
"3292",2004-01-05,NA
"3293",2004-01-06,NA
"3294",2004-01-07,NA
"3295",2004-01-08,NA
"3296",2004-01-09,NA
"3297",2004-01-10,NA
"3298",2004-01-11,NA
"3299",2004-01-12,NA
"3300",2004-01-13,NA
"3301",2004-01-14,NA
"3302",2004-01-15,NA
"3303",2004-01-16,NA
"3304",2004-01-17,NA
"3305",2004-01-18,NA
"3306",2004-01-19,NA
"3307",2004-01-20,NA
"3308",2004-01-21,NA
"3309",2004-01-22,NA
"3310",2004-01-23,NA
"3311",2004-01-24,NA
"3312",2004-01-25,NA
"3313",2004-01-26,NA
"3314",2004-01-27,NA
"3315",2004-01-28,NA
"3316",2004-01-29,NA
"3317",2004-01-30,NA
"3318",2004-01-31,NA
"3319",2004-02-01,NA
"3320",2004-02-02,NA
"3321",2004-02-03,NA
"3322",2004-02-04,NA
"3323",2004-02-05,NA
"3324",2004-02-06,NA
"3325",2004-02-07,NA
"3326",2004-02-08,NA
"3327",2004-02-09,NA
"3328",2004-02-10,NA
"3329",2004-02-11,NA
"3330",2004-02-12,NA
"3331",2004-02-13,NA
"3332",2004-02-14,NA
"3333",2004-02-15,NA
"3334",2004-02-16,NA
"3335",2004-02-17,NA
"3336",2004-02-18,NA
"3337",2004-02-19,NA
"3338",2004-02-20,NA
"3339",2004-02-21,NA
"3340",2004-02-22,NA
"3341",2004-02-23,NA
"3342",2004-02-24,NA
"3343",2004-02-25,NA
"3344",2004-02-26,NA
"3345",2004-02-27,NA
"3346",2004-02-28,NA
"3347",2004-02-29,NA
"3348",2004-03-01,NA
"3349",2004-03-02,NA
"3350",2004-03-03,NA
"3351",2004-03-04,NA
"3352",2004-03-05,NA
"3353",2004-03-06,NA
"3354",2004-03-07,NA
"3355",2004-03-08,NA
"3356",2004-03-09,NA
"3357",2004-03-10,NA
"3358",2004-03-11,NA
"3359",2004-03-12,NA
"3360",2004-03-13,NA
"3361",2004-03-14,NA
"3362",2004-03-15,NA
"3363",2004-03-16,NA
"3364",2004-03-17,NA
"3365",2004-03-18,NA
"3366",2004-03-19,NA
"3367",2004-03-20,NA
"3368",2004-03-21,NA
"3369",2004-03-22,NA
"3370",2004-03-23,NA
"3371",2004-03-24,NA
"3372",2004-03-25,NA
"3373",2004-03-26,NA
"3374",2004-03-27,NA
"3375",2004-03-28,NA
"3376",2004-03-29,NA
"3377",2004-03-30,NA
"3378",2004-03-31,NA
"3379",2004-04-01,NA
"3380",2004-04-02,NA
"3381",2004-04-03,NA
"3382",2004-04-04,NA
"3383",2004-04-05,NA
"3384",2004-04-06,NA
"3385",2004-04-07,23.4
"3386",2004-04-08,20.64
"3387",2004-04-09,21.18
"3388",2004-04-10,22.95
"3389",2004-04-11,21.42
"3390",2004-04-12,20.75
"3391",2004-04-13,21.88
"3392",2004-04-14,22.41
"3393",2004-04-15,21.82
"3394",2004-04-16,20.86
"3395",2004-04-17,21.01
"3396",2004-04-18,21.31
"3397",2004-04-19,21.88
"3398",2004-04-20,23.53
"3399",2004-04-21,23.48
"3400",2004-04-22,24.52
"3401",2004-04-23,22.98
"3402",2004-04-24,23.35
"3403",2004-04-25,24.09
"3404",2004-04-26,24.89
"3405",2004-04-27,24.23
"3406",2004-04-28,24.83
"3407",2004-04-29,23.49
"3408",2004-04-30,22.99
"3409",2004-05-01,23.39
"3410",2004-05-02,23.68
"3411",2004-05-03,23.43
"3412",2004-05-04,25.46
"3413",2004-05-05,26.47
"3414",2004-05-06,26.49
"3415",2004-05-07,26.63
"3416",2004-05-08,26.69
"3417",2004-05-09,26.23
"3418",2004-05-10,25.66
"3419",2004-05-11,25.1
"3420",2004-05-12,25.47
"3421",2004-05-13,25.51
"3422",2004-05-14,26.09
"3423",2004-05-15,25.39
"3424",2004-05-16,25.2
