"","date","LZ40_WNDS_MPH"
"2163",2005-12-02,13.02
"2164",2005-12-03,8.66
"2165",2005-12-04,6.08
"2166",2005-12-05,9.14
"2167",2005-12-06,12.43
"2168",2005-12-07,14.81
"2169",2005-12-08,11.34
"2170",2005-12-09,7.45
"2171",2005-12-10,8.18
"2172",2005-12-11,11.41
"2173",2005-12-12,13.67
"2174",2005-12-13,16.92
"2175",2005-12-14,10.2
"2176",2005-12-15,8.13
"2177",2005-12-16,13.79
"2178",2005-12-17,8.21
"2179",2005-12-18,7.82
"2180",2005-12-19,17.32
"2181",2005-12-20,16.92
"2182",2005-12-21,18.82
"2183",2005-12-22,18.22
"2184",2005-12-23,13.58
"2185",2005-12-24,8.56
"2186",2005-12-25,13.12
"2187",2005-12-26,15.97
"2188",2005-12-27,8.8
"2189",2005-12-28,7.72
"2190",2005-12-29,14.96
"2191",2005-12-30,5.47
"2192",2005-12-31,4.43
"2193",2006-01-01,5.51
"2194",2006-01-02,7.97
"2195",2006-01-03,11.3
"2196",2006-01-04,8.39
"2197",2006-01-05,9.42
"2198",2006-01-06,22.04
"2199",2006-01-07,15.24
"2200",2006-01-08,7.92
"2201",2006-01-09,9.38
"2202",2006-01-10,8.61
"2203",2006-01-11,5.86
"2204",2006-01-12,6.89
"2205",2006-01-13,6.9
"2206",2006-01-14,28.67
"2207",2006-01-15,13.52
"2208",2006-01-16,5.85
"2209",2006-01-17,12.68
"2210",2006-01-18,18.3
"2211",2006-01-19,13.9
"2212",2006-01-20,9.33
"2213",2006-01-21,7.87
"2214",2006-01-22,9.58
"2215",2006-01-23,7.85
"2216",2006-01-24,3.32
"2217",2006-01-25,13.57
"2218",2006-01-26,16.74
"2219",2006-01-27,14.86
"2220",2006-01-28,12.43
"2221",2006-01-29,7.86
"2222",2006-01-30,8.8
"2223",2006-01-31,12.4
"2224",2006-02-01,10
"2225",2006-02-02,12.76
"2226",2006-02-03,13.73
"2227",2006-02-04,18.39
"2228",2006-02-05,14.17
"2229",2006-02-06,5.17
"2230",2006-02-07,9.08
"2231",2006-02-08,17.52
"2232",2006-02-09,16.32
"2233",2006-02-10,6.82
"2234",2006-02-11,9.7
"2235",2006-02-12,21.57
"2236",2006-02-13,16.95
"2237",2006-02-14,8.27
"2238",2006-02-15,8.91
"2239",2006-02-16,7.58
"2240",2006-02-17,5.87
"2241",2006-02-18,5.34
"2242",2006-02-19,6.69
"2243",2006-02-20,5.19
"2244",2006-02-21,5.26
"2245",2006-02-22,4.94
"2246",2006-02-23,6.38
"2247",2006-02-24,13.22
"2248",2006-02-25,11.56
"2249",2006-02-26,22.26
"2250",2006-02-27,17.48
"2251",2006-02-28,7.93
"2252",2006-03-01,7.75
"2253",2006-03-02,7.2
"2254",2006-03-03,9.82
"2255",2006-03-04,14.3
"2256",2006-03-05,12.51
"2257",2006-03-06,11.44
"2258",2006-03-07,20.15
"2259",2006-03-08,14.97
"2260",2006-03-09,12.86
"2261",2006-03-10,10.64
"2262",2006-03-11,9.74
"2263",2006-03-12,10.45
"2264",2006-03-13,7.89
"2265",2006-03-14,7.91
"2266",2006-03-15,18.44
"2267",2006-03-16,10.47
"2268",2006-03-17,9.41
"2269",2006-03-18,11.65
"2270",2006-03-19,12.42
"2271",2006-03-20,12.03
"2272",2006-03-21,15.76
"2273",2006-03-22,13.36
"2274",2006-03-23,12.92
"2275",2006-03-24,19.69
"2276",2006-03-25,19.28
"2277",2006-03-26,16.43
"2278",2006-03-27,15.47
"2279",2006-03-28,10.76
"2280",2006-03-29,7.99
"2281",2006-03-30,9.69
"2282",2006-03-31,11.04
"2283",2006-04-01,7.43
"2284",2006-04-02,6.13
"2285",2006-04-03,6.99
"2286",2006-04-04,10.28
"2287",2006-04-05,8.97
"2288",2006-04-06,10.68
"2289",2006-04-07,10.34
"2290",2006-04-08,13.34
"2291",2006-04-09,16.26
"2292",2006-04-10,23.12
"2293",2006-04-11,20.72
"2294",2006-04-12,19.83
"2295",2006-04-13,17.37
"2296",2006-04-14,14.02
"2297",2006-04-15,4.73
"2298",2006-04-16,8.32
"2299",2006-04-17,12.75
"2300",2006-04-18,12.48
"2301",2006-04-19,9.12
"2302",2006-04-20,6.6
"2303",2006-04-21,7.63
"2304",2006-04-22,12.94
"2305",2006-04-23,6.84
"2306",2006-04-24,8.21
"2307",2006-04-25,8.45
"2308",2006-04-26,9.62
"2309",2006-04-27,16.89
"2310",2006-04-28,17.48
"2311",2006-04-29,19.92
"2312",2006-04-30,17.74
"2313",2006-05-01,15.77
"2314",2006-05-02,13.18
"2315",2006-05-03,8.34
"2316",2006-05-04,9.82
"2317",2006-05-05,8.86
"2318",2006-05-06,8.09
"2319",2006-05-07,6.91
"2320",2006-05-08,8.52
"2321",2006-05-09,10.23
"2322",2006-05-10,7.58
"2323",2006-05-11,11.52
"2324",2006-05-12,11.91
"2325",2006-05-13,12.86
"2326",2006-05-14,11.14
"2327",2006-05-15,10.3
"2328",2006-05-16,8.5
"2329",2006-05-17,12.42
"2330",2006-05-18,12.12
"2331",2006-05-19,11.98
"2332",2006-05-20,8.91
"2333",2006-05-21,8.82
"2334",2006-05-22,6.53
"2335",2006-05-23,4.67
"2336",2006-05-24,5.81
"2337",2006-05-25,8.56
"2338",2006-05-26,5.61
"2339",2006-05-27,7.75
"2340",2006-05-28,9.38
"2341",2006-05-29,10.27
"2342",2006-05-30,15.05
"2343",2006-05-31,12.82
"2344",2006-06-01,12.79
"2345",2006-06-02,9
"2346",2006-06-03,11.03
"2347",2006-06-04,9.7
"2348",2006-06-05,9.71
"2349",2006-06-06,12.61
"2350",2006-06-07,14.16
"2351",2006-06-08,9.99
"2352",2006-06-09,9.9
"2353",2006-06-10,9.81
"2354",2006-06-11,13.02
"2355",2006-06-12,14.75
"2356",2006-06-13,15.56
"2357",2006-06-14,11.38
"2358",2006-06-15,6.69
"2359",2006-06-16,11.77
"2360",2006-06-17,14.4
"2361",2006-06-18,8.5
"2362",2006-06-19,9.06
"2363",2006-06-20,8.85
"2364",2006-06-21,11.03
"2365",2006-06-22,14.16
"2366",2006-06-23,10.76
"2367",2006-06-24,10.12
"2368",2006-06-25,9.73
"2369",2006-06-26,13.15
"2370",2006-06-27,11.67
"2371",2006-06-28,7.53
"2372",2006-06-29,5.85
"2373",2006-06-30,8.2
"2374",2006-07-01,10.91
"2375",2006-07-02,10.72
"2376",2006-07-03,11.57
"2377",2006-07-04,12.64
"2378",2006-07-05,8.01
"2379",2006-07-06,16.09
"2380",2006-07-07,11.04
"2381",2006-07-08,7.25
"2382",2006-07-09,7.16
"2383",2006-07-10,9.29
"2384",2006-07-11,9.48
"2385",2006-07-12,12.91
"2386",2006-07-13,12.88
"2387",2006-07-14,10.89
"2388",2006-07-15,9.35
"2389",2006-07-16,7.19
"2390",2006-07-17,7.73
"2391",2006-07-18,6.48
"2392",2006-07-19,5.77
"2393",2006-07-20,10.55
"2394",2006-07-21,9.84
"2395",2006-07-22,13.45
"2396",2006-07-23,11.82
"2397",2006-07-24,6.02
"2398",2006-07-25,7.03
"2399",2006-07-26,7.5
"2400",2006-07-27,10.04
"2401",2006-07-28,11.09
"2402",2006-07-29,7.6
"2403",2006-07-30,7
"2404",2006-07-31,8.43
"2405",2006-08-01,9.11
"2406",2006-08-02,8.41
"2407",2006-08-03,7.23
"2408",2006-08-04,4.93
"2409",2006-08-05,7.41
"2410",2006-08-06,13.1
"2411",2006-08-07,13.06
"2412",2006-08-08,11.57
"2413",2006-08-09,9.56
"2414",2006-08-10,7.11
"2415",2006-08-11,10.3
"2416",2006-08-12,8.26
"2417",2006-08-13,9.08
"2418",2006-08-14,10.72
"2419",2006-08-15,11.38
"2420",2006-08-16,8.68
"2421",2006-08-17,7.53
"2422",2006-08-18,8.73
"2423",2006-08-19,7.89
"2424",2006-08-20,10.51
"2425",2006-08-21,9
"2426",2006-08-22,5.93
"2427",2006-08-23,7.28
"2428",2006-08-24,8.46
"2429",2006-08-25,7.43
"2430",2006-08-26,4.95
"2431",2006-08-27,5.9
"2432",2006-08-28,7.1
"2433",2006-08-29,10.79
"2434",2006-08-30,24.6
"2435",2006-08-31,13.16
"2436",2006-09-01,10.54
"2437",2006-09-02,11
"2438",2006-09-03,8.68
"2439",2006-09-04,7.45
"2440",2006-09-05,13.66
"2441",2006-09-06,6.75
"2442",2006-09-07,6.31
"2443",2006-09-08,7.69
"2444",2006-09-09,9
"2445",2006-09-10,9.23
"2446",2006-09-11,11.84
"2447",2006-09-12,12.62
"2448",2006-09-13,9.58
"2449",2006-09-14,10.01
"2450",2006-09-15,7.78
"2451",2006-09-16,11.53
"2452",2006-09-17,11.89
"2453",2006-09-18,9.93
"2454",2006-09-19,10.26
"2455",2006-09-20,15.45
"2456",2006-09-21,7.73
"2457",2006-09-22,11.89
"2458",2006-09-23,8.34
"2459",2006-09-24,7.8
"2460",2006-09-25,7.18
"2461",2006-09-26,6.12
"2462",2006-09-27,6.62
"2463",2006-09-28,10.55
"2464",2006-09-29,12.95
"2465",2006-09-30,10.24
"2466",2006-10-01,13.37
"2467",2006-10-02,15.52
"2468",2006-10-03,14.77
"2469",2006-10-04,17.07
"2470",2006-10-05,15.08
"2471",2006-10-06,10.14
"2472",2006-10-07,5.96
"2473",2006-10-08,5.6
"2474",2006-10-09,10.1
"2475",2006-10-10,10.47
"2476",2006-10-11,9.7
"2477",2006-10-12,8.78
"2478",2006-10-13,7.81
"2479",2006-10-14,17.05
"2480",2006-10-15,15.85
"2481",2006-10-16,14.32
"2482",2006-10-17,9.92
"2483",2006-10-18,5.28
"2484",2006-10-19,4.8
"2485",2006-10-20,5.5
"2486",2006-10-21,5.43
"2487",2006-10-22,5.55
"2488",2006-10-23,13.75
"2489",2006-10-24,22.63
"2490",2006-10-25,14.45
"2491",2006-10-26,10.37
"2492",2006-10-27,11.51
"2493",2006-10-28,17.33
"2494",2006-10-29,16.33
"2495",2006-10-30,12.14
"2496",2006-10-31,10.05
"2497",2006-11-01,6.35
"2498",2006-11-02,10.63
"2499",2006-11-03,18.8
"2500",2006-11-04,20.38
"2501",2006-11-05,17.83
"2502",2006-11-06,12.58
"2503",2006-11-07,9.33
"2504",2006-11-08,15.68
"2505",2006-11-09,6.37
"2506",2006-11-10,7.26
"2507",2006-11-11,6.06
"2508",2006-11-12,7.21
"2509",2006-11-13,9.1
"2510",2006-11-14,5.94
"2511",2006-11-15,11.16
"2512",2006-11-16,15.52
"2513",2006-11-17,10.82
"2514",2006-11-18,13.95
"2515",2006-11-19,13.12
"2516",2006-11-20,19.62
"2517",2006-11-21,19.28
"2518",2006-11-22,14.34
"2519",2006-11-23,12.35
"2520",2006-11-24,13.62
"2521",2006-11-25,12.69
"2522",2006-11-26,11.81
"2523",2006-11-27,10.2
"2524",2006-11-28,8.95
"2525",2006-11-29,9.4
"2526",2006-11-30,9.92
"2527",2006-12-01,9.76
"2528",2006-12-02,6.81
"2529",2006-12-03,6.27
"2530",2006-12-04,14.92
"2531",2006-12-05,18.15
"2532",2006-12-06,8.7
"2533",2006-12-07,10.78
"2534",2006-12-08,25.04
"2535",2006-12-09,17.25
"2536",2006-12-10,11.16
"2537",2006-12-11,11.18
"2538",2006-12-12,8.69
"2539",2006-12-13,7.02
"2540",2006-12-14,9.88
"2541",2006-12-15,5.68
"2542",2006-12-16,10.42
"2543",2006-12-17,8.54
"2544",2006-12-18,8.64
"2545",2006-12-19,11.45
"2546",2006-12-20,13.12
"2547",2006-12-21,12.9
"2548",2006-12-22,13.7
"2549",2006-12-23,8.02
"2550",2006-12-24,9
"2551",2006-12-25,14.87
"2552",2006-12-26,16.17
"2553",2006-12-27,14.56
"2554",2006-12-28,9.2
"2555",2006-12-29,7.65
"2556",2006-12-30,10.41
"2557",2006-12-31,9.59
"2558",2007-01-01,7.92
"2559",2007-01-02,10.95
"2560",2007-01-03,8.04
"2561",2007-01-04,8.75
"2562",2007-01-05,10.83
"2563",2007-01-06,6.44
"2564",2007-01-07,9.29
"2565",2007-01-08,11.4
"2566",2007-01-09,19.46
"2567",2007-01-10,21.99
"2568",2007-01-11,12.17
"2569",2007-01-12,11.11
"2570",2007-01-13,9.91
"2571",2007-01-14,10.95
"2572",2007-01-15,6.12
"2573",2007-01-16,3.3
"2574",2007-01-17,14.7
"2575",2007-01-18,8.35
"2576",2007-01-19,10.03
"2577",2007-01-20,14.49
"2578",2007-01-21,12.4
"2579",2007-01-22,10.44
"2580",2007-01-23,9.35
"2581",2007-01-24,14.29
"2582",2007-01-25,19.99
"2583",2007-01-26,18.42
"2584",2007-01-27,10
"2585",2007-01-28,18.03
"2586",2007-01-29,16.27
"2587",2007-01-30,9.06
"2588",2007-01-31,12.75
"2589",2007-02-01,12.22
"2590",2007-02-02,12.03
"2591",2007-02-03,14.6
"2592",2007-02-04,19.59
"2593",2007-02-05,22.97
"2594",2007-02-06,15.48
"2595",2007-02-07,7.19
"2596",2007-02-08,5.56
"2597",2007-02-09,7.01
"2598",2007-02-10,8.22
"2599",2007-02-11,12.05
"2600",2007-02-12,6.83
"2601",2007-02-13,7.2
"2602",2007-02-14,12.46
"2603",2007-02-15,11.07
"2604",2007-02-16,18.96
"2605",2007-02-17,14.92
"2606",2007-02-18,21.85
"2607",2007-02-19,13.4
"2608",2007-02-20,6.51
"2609",2007-02-21,6.31
"2610",2007-02-22,7.34
"2611",2007-02-23,11.76
"2612",2007-02-24,10.39
"2613",2007-02-25,10
"2614",2007-02-26,8.04
"2615",2007-02-27,7.5
"2616",2007-02-28,10.39
"2617",2007-03-01,12.03
"2618",2007-03-02,13.01
"2619",2007-03-03,13.89
"2620",2007-03-04,13.98
"2621",2007-03-05,19.34
"2622",2007-03-06,16.44
"2623",2007-03-07,8.26
"2624",2007-03-08,8.12
"2625",2007-03-09,6.52
"2626",2007-03-10,7.55
"2627",2007-03-11,11.72
"2628",2007-03-12,10.88
"2629",2007-03-13,11.12
"2630",2007-03-14,12.91
"2631",2007-03-15,12.54
"2632",2007-03-16,18.1
"2633",2007-03-17,18.38
"2634",2007-03-18,18.99
"2635",2007-03-19,14.55
"2636",2007-03-20,12.79
"2637",2007-03-21,15.08
"2638",2007-03-22,14.93
"2639",2007-03-23,13.73
"2640",2007-03-24,14.28
"2641",2007-03-25,15.88
"2642",2007-03-26,16.18
"2643",2007-03-27,13.82
"2644",2007-03-28,10.88
"2645",2007-03-29,13.36
"2646",2007-03-30,14.25
"2647",2007-03-31,15.3
"2648",2007-04-01,13.94
"2649",2007-04-02,8.25
"2650",2007-04-03,7.59
"2651",2007-04-04,9.35
"2652",2007-04-05,9.63
"2653",2007-04-06,13.44
"2654",2007-04-07,19.72
"2655",2007-04-08,12.32
"2656",2007-04-09,7.43
"2657",2007-04-10,9.41
"2658",2007-04-11,11.06
"2659",2007-04-12,8.14
"2660",2007-04-13,11.5
"2661",2007-04-14,14.5
"2662",2007-04-15,25.84
"2663",2007-04-16,23.43
"2664",2007-04-17,14.1
"2665",2007-04-18,13.27
"2666",2007-04-19,11.97
"2667",2007-04-20,9.44
"2668",2007-04-21,16.83
"2669",2007-04-22,14.59
"2670",2007-04-23,13.41
"2671",2007-04-24,11.88
"2672",2007-04-25,12.81
"2673",2007-04-26,12.62
"2674",2007-04-27,8.9
"2675",2007-04-28,8.14
"2676",2007-04-29,11.71
"2677",2007-04-30,9.49
"2678",2007-05-01,8.28
"2679",2007-05-02,7.94
"2680",2007-05-03,6.74
"2681",2007-05-04,8.09
"2682",2007-05-05,9.39
"2683",2007-05-06,8.01
"2684",2007-05-07,25.54
"2685",2007-05-08,15.46
"2686",2007-05-09,13.78
"2687",2007-05-10,14.12
"2688",2007-05-11,11.56
"2689",2007-05-12,8.58
"2690",2007-05-13,10.21
"2691",2007-05-14,15.76
"2692",2007-05-15,19.68
"2693",2007-05-16,12.35
"2694",2007-05-17,9.53
"2695",2007-05-18,8.78
"2696",2007-05-19,20.1
"2697",2007-05-20,16.47
"2698",2007-05-21,14.86
"2699",2007-05-22,19.23
"2700",2007-05-23,20.45
"2701",2007-05-24,19.13
"2702",2007-05-25,18.1
"2703",2007-05-26,15.04
"2704",2007-05-27,15.07
"2705",2007-05-28,13.59
"2706",2007-05-29,13.95
"2707",2007-05-30,17.04
"2708",2007-05-31,15.89
"2709",2007-06-01,18.48
"2710",2007-06-02,20.47
"2711",2007-06-03,15.8
"2712",2007-06-04,12.65
"2713",2007-06-05,9.53
"2714",2007-06-06,9.65
"2715",2007-06-07,11.45
"2716",2007-06-08,10.45
"2717",2007-06-09,10.5
"2718",2007-06-10,9.34
"2719",2007-06-11,8.09
"2720",2007-06-12,8.98
"2721",2007-06-13,11.34
"2722",2007-06-14,10.39
"2723",2007-06-15,11.94
"2724",2007-06-16,8.95
"2725",2007-06-17,9.74
"2726",2007-06-18,6.75
"2727",2007-06-19,7.21
"2728",2007-06-20,7.28
"2729",2007-06-21,12.8
"2730",2007-06-22,9.47
"2731",2007-06-23,8.33
"2732",2007-06-24,6.46
"2733",2007-06-25,9.63
"2734",2007-06-26,13.66
"2735",2007-06-27,14.04
"2736",2007-06-28,15.27
"2737",2007-06-29,12.08
"2738",2007-06-30,7.65
"2739",2007-07-01,9.01
"2740",2007-07-02,7.78
"2741",2007-07-03,7.85
"2742",2007-07-04,10.04
"2743",2007-07-05,13.11
"2744",2007-07-06,8.33
"2745",2007-07-07,7.87
"2746",2007-07-08,9.1
"2747",2007-07-09,8.86
"2748",2007-07-10,9.45
"2749",2007-07-11,7.68
"2750",2007-07-12,9.51
"2751",2007-07-13,10.21
"2752",2007-07-14,8.05
"2753",2007-07-15,6.73
"2754",2007-07-16,6.57
"2755",2007-07-17,8.99
"2756",2007-07-18,8.45
"2757",2007-07-19,6.15
"2758",2007-07-20,6.57
"2759",2007-07-21,9.59
"2760",2007-07-22,6.15
"2761",2007-07-23,8.35
"2762",2007-07-24,8.17
"2763",2007-07-25,6.75
"2764",2007-07-26,7.45
"2765",2007-07-27,6.83
"2766",2007-07-28,5.22
"2767",2007-07-29,8.6
"2768",2007-07-30,10.25
"2769",2007-07-31,12.73
"2770",2007-08-01,8.37
"2771",2007-08-02,11.22
"2772",2007-08-03,7.85
"2773",2007-08-04,7.97
"2774",2007-08-05,8.83
"2775",2007-08-06,9.95
"2776",2007-08-07,5.88
"2777",2007-08-08,8.68
"2778",2007-08-09,9.55
"2779",2007-08-10,7.56
"2780",2007-08-11,7.84
"2781",2007-08-12,6.49
"2782",2007-08-13,6.49
"2783",2007-08-14,11.53
"2784",2007-08-15,7.59
"2785",2007-08-16,9.69
"2786",2007-08-17,7.48
"2787",2007-08-18,10.67
"2788",2007-08-19,14.92
"2789",2007-08-20,16.09
"2790",2007-08-21,15.16
"2791",2007-08-22,13.26
"2792",2007-08-23,10.1
"2793",2007-08-24,7.42
"2794",2007-08-25,6.75
"2795",2007-08-26,8.05
"2796",2007-08-27,9.22
"2797",2007-08-28,9.58
"2798",2007-08-29,10.16
"2799",2007-08-30,11.2
"2800",2007-08-31,7.07
"2801",2007-09-01,7.07
"2802",2007-09-02,7.06
"2803",2007-09-03,7.5
"2804",2007-09-04,8.91
"2805",2007-09-05,12.48
"2806",2007-09-06,13.73
"2807",2007-09-07,14.63
"2808",2007-09-08,12.67
"2809",2007-09-09,11.26
"2810",2007-09-10,8.27
"2811",2007-09-11,9.49
"2812",2007-09-12,7.62
"2813",2007-09-13,7.59
"2814",2007-09-14,6.65
"2815",2007-09-15,4.35
"2816",2007-09-16,7.07
"2817",2007-09-17,10.46
"2818",2007-09-18,17.23
"2819",2007-09-19,13.16
"2820",2007-09-20,15.43
"2821",2007-09-21,12.54
"2822",2007-09-22,10.26
"2823",2007-09-23,12.59
"2824",2007-09-24,12.46
"2825",2007-09-25,11.81
"2826",2007-09-26,10.05
"2827",2007-09-27,10.3
"2828",2007-09-28,7.3
"2829",2007-09-29,15.03
"2830",2007-09-30,24.02
"2831",2007-10-01,20.8
"2832",2007-10-02,11.69
"2833",2007-10-03,7.63
"2834",2007-10-04,8.89
"2835",2007-10-05,14.95
"2836",2007-10-06,16.52
"2837",2007-10-07,15.73
"2838",2007-10-08,16.16
"2839",2007-10-09,13.28
"2840",2007-10-10,9.81
"2841",2007-10-11,8.43
"2842",2007-10-12,12.63
"2843",2007-10-13,17.42
"2844",2007-10-14,18.98
"2845",2007-10-15,16.03
"2846",2007-10-16,15.06
"2847",2007-10-17,7.56
"2848",2007-10-18,7.75
"2849",2007-10-19,9.8
"2850",2007-10-20,9.74
"2851",2007-10-21,10.37
"2852",2007-10-22,10.09
"2853",2007-10-23,10.05
"2854",2007-10-24,11.02
"2855",2007-10-25,19.11
"2856",2007-10-26,12.84
"2857",2007-10-27,10.31
"2858",2007-10-28,15.64
"2859",2007-10-29,18.76
"2860",2007-10-30,21.51
"2861",2007-10-31,22.75
"2862",2007-11-01,19.94
"2863",2007-11-02,20.89
"2864",2007-11-03,17.83
"2865",2007-11-04,8.93
"2866",2007-11-05,13.24
"2867",2007-11-06,11.75
"2868",2007-11-07,16.37
"2869",2007-11-08,17.9
"2870",2007-11-09,13.95
"2871",2007-11-10,10.62
"2872",2007-11-11,11.79
"2873",2007-11-12,10.37
"2874",2007-11-13,10.77
"2875",2007-11-14,10.26
"2876",2007-11-15,10.83
"2877",2007-11-16,21.32
"2878",2007-11-17,11.74
"2879",2007-11-18,8.95
"2880",2007-11-19,11.33
"2881",2007-11-20,9.81
"2882",2007-11-21,9.62
"2883",2007-11-22,6.56
"2884",2007-11-23,11.14
"2885",2007-11-24,10.81
"2886",2007-11-25,8.7
"2887",2007-11-26,8.02
"2888",2007-11-27,6.59
"2889",2007-11-28,8.59
"2890",2007-11-29,6.12
"2891",2007-11-30,7.44
"2892",2007-12-01,11.97
"2893",2007-12-02,7.85
"2894",2007-12-03,11.28
"2895",2007-12-04,12.59
"2896",2007-12-05,12.26
"2897",2007-12-06,6.17
"2898",2007-12-07,10.25
"2899",2007-12-08,8.58
"2900",2007-12-09,10.64
"2901",2007-12-10,10.43
"2902",2007-12-11,11.85
"2903",2007-12-12,10.43
"2904",2007-12-13,11.47
"2905",2007-12-14,10.73
"2906",2007-12-15,12.61
"2907",2007-12-16,21.59
"2908",2007-12-17,20.63
"2909",2007-12-18,13.5
"2910",2007-12-19,8.04
"2911",2007-12-20,8.61
"2912",2007-12-21,10.44
"2913",2007-12-22,13.93
"2914",2007-12-23,5.68
"2915",2007-12-24,11.07
"2916",2007-12-25,9.55
"2917",2007-12-26,9.04
"2918",2007-12-27,7.48
"2919",2007-12-28,6.92
"2920",2007-12-29,5.62
"2921",2007-12-30,7.32
"2922",2007-12-31,8.32
"2923",2008-01-01,12.01
"2924",2008-01-02,28.47
"2925",2008-01-03,29.38
"2926",2008-01-04,14.65
"2927",2008-01-05,10.23
"2928",2008-01-06,8.99
"2929",2008-01-07,8.02
"2930",2008-01-08,7.42
"2931",2008-01-09,6.8
"2932",2008-01-10,7.11
"2933",2008-01-11,7.12
"2934",2008-01-12,5.7
"2935",2008-01-13,7.05
"2936",2008-01-14,16.06
"2937",2008-01-15,16.98
"2938",2008-01-16,15.11
"2939",2008-01-17,11.99
"2940",2008-01-18,7.22
"2941",2008-01-19,8.59
"2942",2008-01-20,27.13
"2943",2008-01-21,17.64
"2944",2008-01-22,9.29
"2945",2008-01-23,4.02
"2946",2008-01-24,8.09
"2947",2008-01-25,18.4
"2948",2008-01-26,7.1
"2949",2008-01-27,16.05
"2950",2008-01-28,11.68
"2951",2008-01-29,9.17
"2952",2008-01-30,7.2
"2953",2008-01-31,7.46
"2954",2008-02-01,7.95
"2955",2008-02-02,7.85
"2956",2008-02-03,5.93
"2957",2008-02-04,6.76
"2958",2008-02-05,10.02
"2959",2008-02-06,12.21
"2960",2008-02-07,12.29
"2961",2008-02-08,9.23
"2962",2008-02-09,6.16
"2963",2008-02-10,20.79
"2964",2008-02-11,17.05
"2965",2008-02-12,13.92
"2966",2008-02-13,17.9
"2967",2008-02-14,13.44
"2968",2008-02-15,10.36
"2969",2008-02-16,10.17
"2970",2008-02-17,10.8
"2971",2008-02-18,12.3
"2972",2008-02-19,15.61
"2973",2008-02-20,13.73
"2974",2008-02-21,11.03
"2975",2008-02-22,11.03
"2976",2008-02-23,13.15
"2977",2008-02-24,9.57
"2978",2008-02-25,8.41
"2979",2008-02-26,14.03
"2980",2008-02-27,21.71
"2981",2008-02-28,18.56
"2982",2008-02-29,13.5
"2983",2008-03-01,10.21
"2984",2008-03-02,11.3
"2985",2008-03-03,12.28
"2986",2008-03-04,11.29
"2987",2008-03-05,9.5
"2988",2008-03-06,9.15
"2989",2008-03-07,16.62
"2990",2008-03-08,25.46
"2991",2008-03-09,19.13
"2992",2008-03-10,13.65
"2993",2008-03-11,7.54
"2994",2008-03-12,12.58
"2995",2008-03-13,12.8
"2996",2008-03-14,8.32
"2997",2008-03-15,11.98
"2998",2008-03-16,11.32
"2999",2008-03-17,18.17
"3000",2008-03-18,18.48
"3001",2008-03-19,17.61
"3002",2008-03-20,18.62
"3003",2008-03-21,15.94
"3004",2008-03-22,8.5
"3005",2008-03-23,7.88
"3006",2008-03-24,17.67
"3007",2008-03-25,21.06
"3008",2008-03-26,12.11
"3009",2008-03-27,9.3
"3010",2008-03-28,8.07
"3011",2008-03-29,7.99
"3012",2008-03-30,9.07
"3013",2008-03-31,14.65
"3014",2008-04-01,12.15
"3015",2008-04-02,8.04
"3016",2008-04-03,12.48
"3017",2008-04-04,16.15
"3018",2008-04-05,16.3
"3019",2008-04-06,15.59
"3020",2008-04-07,12.49
"3021",2008-04-08,13.7
"3022",2008-04-09,15.63
"3023",2008-04-10,11.34
"3024",2008-04-11,10.42
"3025",2008-04-12,7.73
"3026",2008-04-13,12.2
"3027",2008-04-14,17.82
"3028",2008-04-15,21.06
"3029",2008-04-16,22.47
"3030",2008-04-17,14.64
"3031",2008-04-18,8.57
"3032",2008-04-19,7.6
"3033",2008-04-20,7.44
"3034",2008-04-21,9.85
"3035",2008-04-22,11.31
"3036",2008-04-23,12.79
"3037",2008-04-24,14.79
"3038",2008-04-25,13.16
"3039",2008-04-26,10.87
"3040",2008-04-27,11.31
"3041",2008-04-28,13.32
"3042",2008-04-29,12.9
"3043",2008-04-30,14.14
"3044",2008-05-01,15.32
"3045",2008-05-02,14.17
"3046",2008-05-03,9.74
"3047",2008-05-04,7.55
"3048",2008-05-05,9.42
"3049",2008-05-06,9.02
"3050",2008-05-07,9.35
"3051",2008-05-08,11.11
"3052",2008-05-09,12.53
"3053",2008-05-10,10.07
"3054",2008-05-11,15.68
"3055",2008-05-12,21
"3056",2008-05-13,14.64
"3057",2008-05-14,15.04
"3058",2008-05-15,12.65
"3059",2008-05-16,10
"3060",2008-05-17,12.08
"3061",2008-05-18,14.01
"3062",2008-05-19,12.9
"3063",2008-05-20,14.84
"3064",2008-05-21,17.19
"3065",2008-05-22,10.04
"3066",2008-05-23,9.75
"3067",2008-05-24,8.36
"3068",2008-05-25,18.35
"3069",2008-05-26,18.84
"3070",2008-05-27,14.72
"3071",2008-05-28,13.31
"3072",2008-05-29,11.48
"3073",2008-05-30,15.47
"3074",2008-05-31,11.11
"3075",2008-06-01,8.77
"3076",2008-06-02,8.71
"3077",2008-06-03,7.44
"3078",2008-06-04,9.1
"3079",2008-06-05,14.04
"3080",2008-06-06,14.09
"3081",2008-06-07,13.43
"3082",2008-06-08,11.64
"3083",2008-06-09,7.41
"3084",2008-06-10,6.57
"3085",2008-06-11,7.69
"3086",2008-06-12,9.91
"3087",2008-06-13,10.66
"3088",2008-06-14,10.41
"3089",2008-06-15,7.59
"3090",2008-06-16,8.61
"3091",2008-06-17,11.37
"3092",2008-06-18,13.35
"3093",2008-06-19,11.04
"3094",2008-06-20,8.75
"3095",2008-06-21,8.32
